Offer_Id;Type;Price_Raw;HP_Raw;Init_Regist;Mileage_Raw;Fuel_Type;Transmission;Description
7345077;VW Touran 1.4 TSI BlueMotion Technology Sound DSG (Kompaktvan / Minivan);CHF 24'900.–;150 PS;7.2017;51'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'395 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 21.11.2019 Aussenfarbe: weiss Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'734 kg Fahrgestell-Nr.: WVG ZZZ 1TZ JW0 091 44 Typenschein: 1VF486 Neupreis: CHF 48'070.– Fahrzeugart: Occasion
7452112;MERCEDES-BENZ A 45 AMG 4Matic Speedshift 7G-DCT (Limousine);CHF 31'500.–;381 PS;5.2016;60'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'991 cm3 Zylinder: 4 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'555 kg Fahrgestell-Nr.: WDD 176 052 1J48 7881 Typenschein: 1MG639 Neupreis: CHF 70'321.– Fahrzeugart: Occasion
7314739;PORSCHE Cayenne (SUV / Geländewagen);CHF 25'900.–;290 PS;6.2007;56'200 km;Benzin;Automat;Hubraum: 3'597 cm3 Zylinder: 6 Anhängelast gebremst: 3'500 kg Letzte Prüfung: 10.12.2018 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'605 kg Fahrgestell-Nr.: WP1 ZZZ 9PZ 8LA0 2724 Typenschein: 1PF404 Neupreis: CHF 127'000.– Fahrzeugart: Occasion
7452006;SEAT Alhambra 2.0 TSI Style Advanced DSG (Kompaktvan / Minivan);CHF 30'900.–;220 PS;12.2015;57'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Letzte Prüfung: 29.12.2015 Aussenfarbe: silber mét. Türen: 5 Sitze: 7 Leergewicht: 2'044 kg Fahrgestell-Nr.: VSS ZZZ 7NZ GV70 8238 Typenschein: 1SH380 Fahrzeugart: Occasion
7435027;VOLVO V40 Cross Country T4 2.0 AWD Momentum Geartronic (Limousine);CHF 15'500.–;180 PS;6.2014;96'000 km;Benzin;Automat sequentiell;Hubraum: 1'984 cm3 Zylinder: 5 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 19.02.2020 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'531 kg Typenschein: 1VA997 Neupreis: CHF 46'000.– Fahrzeugart: Occasion
7450707;MINI Cooper S (Kleinwagen);CHF 11'900.–;211 PS;5.2006;56'403 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Anhängelast gebremst: 1 kg Letzte Prüfung: 27.09.2018 Aussenfarbe: blau mét. Türen: 3 Sitze: 4 Leergewicht: 1'215 kg Fahrgestell-Nr.: WMWRE3101OTD45108 Typenschein: 1MN422 Wagen-Nr.: BTRDC97806 Fahrzeugart: Occasion
7450594;FORD Focus 2.5 Turbo ST (Limousine);CHF 7'300.–;226 PS;6.2006;161'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'521 cm3 Zylinder: 5 Letzte Prüfung: 30.03.2020 Aussenfarbe: orange Innenfarbe: orange Türen: 5 Sitze: 5 Leergewicht: 1'437 kg Typenschein: 1FH552 Fahrzeugart: Occasion Tuning: Ja
7451907;BMW 428i Cabriolet xDrive Steptronic (Cabriolet);CHF 27'500.–;245 PS;6.2014;74'500 km;Benzin;Automat sequentiell;Hubraum: 1'997 cm3 Zylinder: 4 Anhängelast gebremst: 1'700 kg Aussenfarbe: rot mét. Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'845 kg Typenschein: 1BE970 Neupreis: CHF 83'680.– Fahrzeugart: Occasion
7451806;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 18'200.–;310 PS;6.201;95'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Letzte Prüfung: 09.07.2019 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'541 kg Fahrzeugart: Occasion Tuning: Ja
7451580;HUMMER H3 3.5 Luxury (SUV / Geländewagen);CHF 19'900.–;223 PS;8.2006;49'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 3'462 cm3 Zylinder: 5 Anhängelast gebremst: 2'041 kg Aussenfarbe: gelb Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'220 kg Typenschein: 1HE104 Neupreis: CHF 80'000.– Fahrzeugart: Occasion
7451291;MINI Countryman John Cooper Works ALL4 Steptronic (SUV / Geländewagen);CHF 24'500.–;218 PS;11.2014;56'500 km;Benzin;Automat sequentiell;Hubraum: 1'598 cm3 Zylinder: 4 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'505 kg Fahrgestell-Nr.: WMWXD110X0WS49066 Typenschein: 1MP907 Neupreis: CHF 53'110.– Fahrzeugart: Occasion
7435382;AUDI RS3 Sportback 2.5 TSI quattro S-tronic (Limousine);CHF 60'000.–;400 PS;3.2019;17'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 2'480 cm3 Zylinder: 5 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'730 kg Neupreis: CHF 85'000.– Fahrzeugart: Occasion
7451431;MAZDA CX-5 2.5 Revolution AWD Skyactive-G Automatic (SUV / Geländewagen);CHF 18'000.–;192 PS;11.2015;98'700 km;Benzin;Automat sequentiell;Hubraum: 2'488 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 12.11.2015 Aussenfarbe: weiss mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'648 kg Fahrgestell-Nr.: JMZ KEN 938 2045 5358 Typenschein: 1MA986 Neupreis: CHF 42'250.– Fahrzeugart: Occasion
7451414;PEUGEOT 308 CC 1.6 16V Turbo Allure (Cabriolet);CHF 10'000.–;156 PS;6.2012;86'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Letzte Prüfung: 13.02.2020 Aussenfarbe: silber mét. Innenfarbe: beige Türen: 2 Sitze: 4 Leergewicht: 1'590 kg Fahrzeugart: Occasion
7451251;FIAT 500C 1.4 16V Turbo Abarth Dualogic (Cabriolet);CHF 15'900.–;140 PS;9.2011;53'600 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'368 cm3 Zylinder: 4 Anhängelast gebremst: 800 kg Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 3 Sitze: 4 Leergewicht: 1'160 kg Fahrgestell-Nr.: ZFA31200000629527 Fahrzeugart: Occasion Tuning: Ja
7451379;SKODA Octavia Combi 2.0 TDI Style 4x4 (Kombi);CHF 22'900.–;184 PS;1.2018;44'000 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 17.01.2018 Aussenfarbe: silber mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'673 kg Fahrgestell-Nr.: TMB LK7 NE7 J020 7927 Typenschein: 1SG238 Fahrzeugart: Occasion
7451158;HONDA CR-V 2.2 i-DTEC Executive 4WD (SUV / Geländewagen);CHF 18'000.–;150 PS;10.2014;68'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 2'199 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 26.10.2017 Aussenfarbe: blau Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'823 kg Fahrgestell-Nr.: SHS RE6 790 EU0 068 79 Typenschein: 1HA433 Fahrzeugart: Occasion
7451099;VW Passat 2.0TSI Highline 4M (Kombi);CHF 37'500.–;336 PS;4.2016;19'900 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Aussenfarbe: night blue mét. Innenfarbe: alcantara titanschwarz Türen: 5 Sitze: 5 Leergewicht: 1'918 kg Typenschein: 1VF281 Fahrzeugart: Occasion
7092427;BMW X5 xDrive 30d Steptronic M-Sportpaket (SUV / Geländewagen);CHF 39'500.–;258 PS;5.2014;63'000 km;Diesel;Automat sequentiell;Hubraum: 2'993 cm3 Zylinder: 6 Anhängelast gebremst: 2'700 kg Aussenfarbe: weiss mét. Türen: 5 Sitze: 5 Leergewicht: 2'145 kg Typenschein: 1BE792 Neupreis: CHF 120'000.– Fahrzeugart: Occasion
7387846;AUDI Q5 2.0 TFSI quattro (SUV / Geländewagen);CHF 24'900.–;180 PS;6.2015;107'500 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 11.06.2015 Aussenfarbe: schwarz mét. Türen: 5 Sitze: 5 Leergewicht: 2'010 kg Typenschein: 1AD187 Neupreis: CHF 69'130.– Fahrzeugart: Occasion
7451045;MERCEDES-BENZ E 200 7G-Tronic (Cabriolet);CHF 34'000.–;184 PS;8.2013;27'000 km;Benzin;Automat sequentiell;Hubraum: 1'991 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Aussenfarbe: blau mét. Innenfarbe: beige Türen: 2 Sitze: 4 Leergewicht: 1'735 kg Neupreis: CHF 80'000.– Fahrzeugart: Occasion
7450806;SMART fortwo proxy twinmatic (Cabriolet);CHF 17'000.–;90 PS;5.2016;12'500 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 898 cm3 Zylinder: 3 Letzte Prüfung: 06.02.2020 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 3 Sitze: 2 Leergewicht: 995 kg Typenschein: 1SF296 Neupreis: CHF 30'490.– Fahrzeugart: Occasion
6898244;TRIUMPH Spitfire MK II (Cabriolet);CHF 25'000.–;67 PS;6.1966;39'152 km;Benzin;Schaltgetriebe manuell;Letzte Prüfung: 26.07.2019 Aussenfarbe: rot Innenfarbe: schwarz Türen: 2 Sitze: 2 Leergewicht: 740 kg Fahrgestell-Nr.: FC7 845 7L Typenschein: 5005 Fahrzeugart: Oldtimer
7450868;MERCEDES-BENZ C 43 AMG 4Matic Speedshift TCT 9G (Limousine);CHF 67'900.–;390 PS;8.2019;7'500 km;Benzin;Automat sequentiell;Hubraum: 2'996 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Aussenfarbe: grau mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'856 kg Typenschein: 1MH613 Fahrzeugart: Occasion
7450021;SUZUKI SX4 1.6 16V GL Top 2WD (SUV / Geländewagen);CHF 5'800.–;120 PS;5.2011;119'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'586 cm3 Zylinder: 4 Anhängelast gebremst: 400 kg Letzte Prüfung: 31.05.2016 Aussenfarbe: weiss Türen: 5 Sitze: 5 Leergewicht: 1'250 kg Fahrgestell-Nr.: JSAGYA21S00355521 Typenschein: 1SD691 Fahrzeugart: Occasion
7450652;TESLA Model X Maximale-Reichweite (SUV / Geländewagen);CHF 99'900.–;562 PS;12.2019;2'900 km;Elektro;Automatisiertes Schaltgetriebe;Aussenfarbe: grau Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 2'629 kg Typenschein: 1TD593 Fahrzeugart: Occasion
7450485;CHEVROLET Corvette 6.2 (Cabriolet);CHF 33'333.–;437 PS;5.201;65'400 km;Benzin;Schaltgetriebe manuell;Hubraum: 6'162 cm3 Zylinder: 8 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 2 Sitze: 2 Leergewicht: 1'580 kg Fahrzeugart: Occasion
7450454;PORSCHE Boxster 2.7 PDK (Cabriolet);CHF 45'000.–;265 PS;5.2013;60'200 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 2'706 cm3 Zylinder: 6 Letzte Prüfung: 24.02.2020 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 2 Sitze: 2 Leergewicht: 1'415 kg Fahrgestell-Nr.: WP0 ZZZ 98Z DS10 5190 Typenschein: 1PF506 Fahrzeugart: Occasion
6909356;TOYOTA Yaris 1.33 Look (Kleinwagen);CHF 4'500.–;99 PS;3.201;140'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'329 cm3 Zylinder: 4 Anhängelast gebremst: 900 kg Letzte Prüfung: 07.08.2018 Aussenfarbe: grau mét. Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'155 kg Fahrgestell-Nr.: VNKKH96340A116052 Typenschein: 1TA410 Neupreis: CHF 5'000.– Fahrzeugart: Occasion
7450455;PEUGEOT 308 SW 2.0 BlueHDI Allure Automatic (Kombi);CHF 13'800.–;150 PS;10.2016;111'284 km;Diesel;Automat sequentiell;Hubraum: 1'997 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Aussenfarbe: blau mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'672 kg Fahrgestell-Nr.: VF3 LJA HXW GS0 85609 Typenschein: 1PB811 Fahrzeugart: Occasion
7449873;BMW 435i Coupé Sport Line Steptronic (Coupé);CHF 28'500.–;306 PS;11.2013;96'500 km;Benzin;Automat sequentiell;Hubraum: 2'979 cm3 Zylinder: 6 Anhängelast gebremst: 1'700 kg Aussenfarbe: weiss Innenfarbe: grau Türen: 2 Sitze: 4 Leergewicht: 1'600 kg Typenschein: 1BD724 Fahrzeugart: Occasion Tuning: Ja
7449973;BENTLEY Continental GT Speed 6.0 (Coupé);CHF 55'555.–;610 PS;8.2008;124'000 km;Benzin;Automat sequentiell;Hubraum: 5'998 cm3 Zylinder: 12 Letzte Prüfung: 14.03.2019 Aussenfarbe: schwarz Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 2'425 kg Typenschein: 1BA157 Neupreis: CHF 320'000.– Fahrzeugart: Occasion
7450181;MASERATI Ghibli S Q4 3.0 V6 Automatica (Limousine);CHF 45'000.–;411 PS;12.2016;37'000 km;Benzin;Automat sequentiell;Hubraum: 2'979 cm3 Zylinder: 6 Aussenfarbe: weiss mét. Innenfarbe: beige Türen: 4 Sitze: 5 Leergewicht: 2'140 kg Typenschein: 1MA184 Fahrzeugart: Occasion
7450243;FORD KA 1.3 JTD Titanium+ (Kleinwagen);CHF 5'800.–;75 PS;2.2011;39'335 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'248 cm3 Zylinder: 4 Letzte Prüfung: 21.02.2020 Aussenfarbe: blau mét. Innenfarbe: blau Türen: 3 Sitze: 4 Leergewicht: 1'055 kg Typenschein: 1FJ184 Fahrzeugart: Occasion
7450083;VW Golf 1.2 TSI Comfortline (Kleinwagen);CHF 13'999.–;110 PS;2.2016;42'007 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'197 cm3 Zylinder: 4 Anhängelast gebremst: 1'300 kg Aussenfarbe: weiss Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'415 kg Fahrgestell-Nr.: WVW ZZZ AUZ GW2 301 90 Typenschein: 1VF355 Neupreis: CHF 27'350.– Fahrzeugart: Occasion
7300001;TOYOTA RAV-4 2.5 HSD Sol Premium e-CVT (SUV / Geländewagen);CHF 29'700.–;197 PS;12.2016;48'000 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos;Hubraum: 2'494 cm3 Zylinder: 4 Letzte Prüfung: 11.10.2016 Aussenfarbe: schwarz mét. Innenfarbe: grau Türen: 5 Sitze: 5 Leergewicht: 1'860 kg Typenschein: 1TA686 Neupreis: CHF 48'500.– Fahrzeugart: Occasion
7408642;AUDI Q3 2.0 TFSI quattro S-tronic (SUV / Geländewagen);CHF 19'500.–;170 PS;4.2014;70'350 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Letzte Prüfung: 28.01.2019 Aussenfarbe: grau mét. Türen: 5 Sitze: 5 Leergewicht: 1'630 kg Fahrgestell-Nr.: WAU ZZZ8U8ER081757 Typenschein: 1AD199 Neupreis: CHF 57'680.– Fahrzeugart: Occasion
7408595;FIAT 500X 1.4T Lounge DCT (SUV / Geländewagen);CHF 13'800.–;140 PS;3.2016;52'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'368 cm3 Zylinder: 4 Anhängelast gebremst: 1'200 kg Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'436 kg Fahrgestell-Nr.: ZFA 334 000 0P4 402 63 Neupreis: CHF 32'500.– Fahrzeugart: Occasion
7449628;MERCEDES-BENZ GLE Coupé 350 d 4Matic 9G-Tronic (SUV / Geländewagen);CHF 64'900.–;258 PS;6.2017;32'300 km;Diesel;Automat sequentiell;Hubraum: 2'987 cm3 Zylinder: 6 Anhängelast gebremst: 3'500 kg Aussenfarbe: schwarz Innenfarbe: braun Türen: 5 Sitze: 5 Leergewicht: 2'260 kg Typenschein: 1MG563 Neupreis: CHF 116'400.– Fahrzeugart: Occasion
6977572;FIAT 500L 500 (Limousine);CHF 15'600.–;16 PS;1.1969;58'000 km;Benzin;Schaltgetriebe;Hubraum: 594 cm3 Zylinder: 2 Letzte Prüfung: 19.03.2019 Aussenfarbe: weiss mét. Innenfarbe: weiss Türen: 2 Sitze: 4 Leergewicht: 525 kg Fahrgestell-Nr.: 110F22 840 005 Typenschein: X Fahrzeugart: Oldtimer
7449702;FORD Focus 2.0i Carving (Limousine);CHF 3'950.–;145 PS;8.2006;112'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'999 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Letzte Prüfung: 17.02.2020 Aussenfarbe: rot Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'327 kg Typenschein: 1FH488 Fahrzeugart: Occasion
7329528;DACIA Duster dCi 110 Prestige 4x4 (SUV / Geländewagen);CHF 16'300.–;110 PS;2.2018;23'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'461 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 02.04.2019 Aussenfarbe: orange mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'500 kg Typenschein: 1DD138M Neupreis: CHF 29'600.– Fahrzeugart: Occasion
7301804;SKODA Octavia Combi 2.0 TSI RS (Kombi);CHF 13'900.–;200 PS;1.2011;90'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'984 cm3 Zylinder: 4 Anhängelast gebremst: 1'400 kg Aussenfarbe: silber mét. Türen: 5 Sitze: 5 Leergewicht: 1'485 kg Typenschein: 1SC532 Fahrzeugart: Occasion
7408584;MERCEDES-BENZ C 63 AMG Speedshift (Limousine);CHF 57'500.–;476 PS;11.2015;34'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 3'982 cm3 Zylinder: 8 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 23.11.2015 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'715 kg Fahrgestell-Nr.: WDD 205 086 1F2 964 25 Typenschein: 1MG110 Neupreis: CHF 110'000.– Fahrzeugart: Occasion Tuning: Ja
7449376;VW Tiguan 2.0 TDI BMT R-Line Design 4Motion DSG (SUV / Geländewagen);CHF 23'500.–;181 PS;10.2013;75'769 km;Diesel;Automatisiertes Schaltgetriebe;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Letzte Prüfung: 17.09.2019 Aussenfarbe: grau mét. Türen: 5 Sitze: 5 Leergewicht: 1'688 kg Typenschein: 1VE597 Fahrzeugart: Occasion
7449375;BMW M2 Drivelogic (Coupé);CHF 46'800.–;370 PS;7.2018;12'800 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 2'979 cm3 Zylinder: 6 Anhängelast gebremst: 1'200 kg Aussenfarbe: weiss Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'785 kg Typenschein: 1BJ924 Neupreis: CHF 87'000.– Fahrzeugart: Occasion
7391028;SEAT Alhambra 2.0 TDI E_Ecomotive Style Viva (Kompaktvan / Minivan);CHF 16'500.–;140 PS;3.2015;117'000 km;Diesel;Schaltgetriebe manuell;Hubraum: 1'968 cm3 Zylinder: 4 Anhängelast gebremst: 2'200 kg Letzte Prüfung: 03.02.2020 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 7 Leergewicht: 1'774 kg Fahrgestell-Nr.: VSS ZZZ 7NZ FV51 1544 Typenschein: 1XG460 Fahrzeugart: Occasion
7449334;AUDI A3 Sportback 35 TFSI Sport S-tronic (Limousine);CHF 36'500.–;150 PS;12.2018;20'300 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'498 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 28.12.2018 Aussenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'540 kg Fahrgestell-Nr.: WAUZZZ8V0KA019305 Typenschein: 1AG946 Wagen-Nr.: WAUZZZ8V0KA011043 Neupreis: CHF 54'870.– Fahrzeugart: Occasion
7449203;FORD Focus 2.5 Turbo ST (Limousine);CHF 10'400.–;226 PS;4.2006;132'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 2'521 cm3 Zylinder: 5 Letzte Prüfung: 29.01.2020 Aussenfarbe: orange mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'437 kg Fahrgestell-Nr.: WF05XXGCD56Y40016 Typenschein: 1FH552 Fahrzeugart: Occasion
7449207;VW Touran 1.4 TSI Trendline (Kompaktvan / Minivan);CHF 7'650.–;140 PS;6.2009;83'800 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'390 cm3 Zylinder: 4 Anhängelast gebremst: 1'500 kg Letzte Prüfung: 12.12.2018 Aussenfarbe: grau mét. Türen: 5 Sitze: 7 Leergewicht: 1'599 kg Typenschein: 1VD574 Fahrzeugart: Occasion
6941339;PORSCHE 911 Carrera S PDK (Coupé);CHF 75'911.–;400 PS;6.2013;64'000 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 3'800 cm3 Zylinder: 6 Letzte Prüfung: 20.03.2018 Aussenfarbe: silber mét. Innenfarbe: schwarz Türen: 2 Sitze: 4 Leergewicht: 1'490 kg Typenschein: 1PF496 Fahrzeugart: Occasion
7449136;MASERATI Ghibli D 3.0 V6 Automatica (Limousine);CHF 36'100.–;275 PS;4.2015;60'500 km;Diesel;Automat sequentiell;Hubraum: 2'987 cm3 Zylinder: 6 Letzte Prüfung: 26.02.2020 Aussenfarbe: weiss Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 1'950 kg Fahrgestell-Nr.: ZAM TS5 7B0 011 564 65 Typenschein: 1MA153 Fahrzeugart: Occasion
7449104;FIAT 500 0.9 Twinair Turbo Lounge (Kleinwagen);CHF 9'900.–;105 PS;3.2016;41'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 875 cm3 Zylinder: 2 Anhängelast gebremst: 800 kg Aussenfarbe: anthrazit mét. Türen: 3 Sitze: 4 Leergewicht: 1'137 kg Typenschein: 1FC365 Neupreis: CHF 22'900.– Fahrzeugart: Occasion
7449069;MERCEDES-BENZ A 35 AMG 4Matic Speedshift (Limousine);CHF 54'900.–;306 PS;5.2019;7'400 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 1'991 cm3 Zylinder: 4 Anhängelast gebremst: 1'800 kg Aussenfarbe: schwarz Innenfarbe: anthrazit Türen: 5 Sitze: 5 Leergewicht: 1'685 kg Fahrgestell-Nr.: WDD1770511J106847 Typenschein: 1MH766 Neupreis: CHF 68'610.– Fahrzeugart: Occasion
7449053;BMW X3 xDrive 20d xLine Steptronic (SUV / Geländewagen);CHF 21'000.–;190 PS;1.2015;130'000 km;Diesel;Automat sequentiell;Hubraum: 1'995 cm3 Zylinder: 4 Anhängelast gebremst: 2'000 kg Aussenfarbe: blau mét. Innenfarbe: beige Türen: 5 Sitze: 5 Leergewicht: 1'820 kg Typenschein: 1BF338 Fahrzeugart: Occasion
7449051;MASERATI Quattroporte 4.2 V8 Sport GT DuoSelect (Limousine);CHF 22'900.–;400 PS;11.2008;56'044 km;Benzin;Automatisiertes Schaltgetriebe;Hubraum: 4'244 cm3 Zylinder: 8 Letzte Prüfung: 05.12.2017 Aussenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 2'045 kg Fahrgestell-Nr.: ZAM CD3 9B000031278 Typenschein: 1MA118 Neupreis: CHF 199'000.– Fahrzeugart: Occasion
7448978;AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 42'900.–;326 PS;5.2016;59'000 km;Diesel;Automat sequentiell;Hubraum: 2'967 cm3 Zylinder: 6 Anhängelast gebremst: 2'400 kg Letzte Prüfung: 10.03.2020 Aussenfarbe: schwarz mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'215 kg Typenschein: 1AD739 Fahrzeugart: Occasion
7448946;CHRYSLER 300C SRT8 6.1 HEMI V8 (Limousine);CHF 19'800.–;431 PS;10.2008;96'200 km;Benzin;Automat sequentiell;Hubraum: 6'063 cm3 Zylinder: 8 Letzte Prüfung: 18.12.2017 Aussenfarbe: anthrazit Innenfarbe: schwarz Türen: 4 Sitze: 5 Leergewicht: 2'030 kg Fahrzeugart: Occasion
7448877;BMW-ALPINA B3 X BiTurbo Touring 3.0 Switch-Tronic (Kombi);CHF 15'999.–;360 PS;8.2009;170'000 km;Benzin;Automat sequentiell;Hubraum: 2'979 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 27.02.2019 Aussenfarbe: grau Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'990 kg Typenschein: 1AF755 Fahrzeugart: Occasion
7448824;TOYOTA Auris Touring Sports 1.6 Luna (Kombi);CHF 9'800.–;132 PS;6.2014;130'000 km;Benzin;Schaltgetriebe manuell;Hubraum: 1'598 cm3 Zylinder: 4 Letzte Prüfung: 21.01.2020 Aussenfarbe: blau mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 1'480 kg Fahrgestell-Nr.: SB1 ZE3 JE4 0E05 5093 Typenschein: 1TA580 Fahrzeugart: Occasion
7448820;BMW X6 xDrive 40d Steptronic (SUV / Geländewagen);CHF 51'500.–;313 PS;5.2016;45'000 km;Diesel;Automat sequentiell;Hubraum: 2'993 cm3 Zylinder: 6 Anhängelast gebremst: 3'500 kg Letzte Prüfung: 25.05.2016 Aussenfarbe: weiss mét. Innenfarbe: schwarz Türen: 5 Sitze: 5 Leergewicht: 2'180 kg Typenschein: 1BH279 Neupreis: CHF 115'990.– Fahrzeugart: Occasion
7448817;BMW 430d Gran Coupé xDrive M Sport Steptronic (Limousine);CHF 28'500.–;258 PS;11.2015;95'000 km;Diesel;Automat sequentiell;Hubraum: 2'993 cm3 Zylinder: 6 Anhängelast gebremst: 1'800 kg Letzte Prüfung: 14.03.2019 Aussenfarbe: schwarz mét. Türen: 5 Sitze: 5 Leergewicht: 1'750 kg Fahrgestell-Nr.: WBA 4C3 10X 0G03 9689 Typenschein: 1BF990 Neupreis: CHF 83'000.– Fahrzeugart: Occasion
