field_1;web-scraper-order;address_raw;lat;lon;bfs_number;bfs_name;rooms;area;luxurious;price;price_per_m2;pop;pop_dens;emp;frg_pct;mean_taxable_income;dist_supermarket
149;1693998301-575;Treichlerstrasse 3, 8032 Zürich, ZH;47.37085342;8.557756424;261;Zürich;3.5;97;0;3739;38.55;420217;4778.994655;491193;32.45846789;82932.7377;89.59744204
150;1693998301-576;Nelkenstrasse 7, 8006 Zürich, ZH;47.38194656;8.546003342;261;Zürich;4;90;0;3450;38.33;420217;4778.994655;491193;32.45846789;82932.7377;162.473139
151;1693998305-577;Schulhausstr. 17, 8002 Zürich, ZH;47.36077499;8.530658722;261;Zürich;3.5;160;0;4250;26.56;420217;4778.994655;491193;32.45846789;82932.7377;367.2342196
152;1693998305-580;Quellenstrasse 34, 8005 Zürich, ZH;47.38537216;8.528522491;261;Zürich;3.5;70;0;3050;43.57;420217;4778.994655;491193;32.45846789;82932.7377;123.8539914
153;1693998305-582;Grosswiesenstrasse 40, 8051 Zürich, ZH;47.40307236;8.584342003;261;Zürich;4;60;0;1640;27.33;420217;4778.994655;491193;32.45846789;82932.7377;429.0574357
154;1693998305-585;Steinstrasse 35, 8003 Zürich, ZH;47.36699677;8.520323753;261;Zürich;1;15;0;1500;100;420217;4778.994655;491193;32.45846789;82932.7377;241.8263072
155;1693998305-590;Badenerstrasse 250, 8004 Zürich, ZH;47.37598801;8.516037941;261;Zürich;2.5;58;0;2900;50;420217;4778.994655;491193;32.45846789;82932.7377;108.2571857
156;1693998305-591;Riedgrabenweg 28, 8050 Zürich, ZH;47.40773392;8.558954239;261;Zürich;4.5;81;0;3200;39.51;420217;4778.994655;491193;32.45846789;82932.7377;473.6159641
157;1693998305-594;Dachslernstrasse 184, 8048 Zürich, ZH;47.39279556;8.470620155;261;Zürich;3.5;74;0;2180;29.46;420217;4778.994655;491193;32.45846789;82932.7377;342.2697413
158;1693998305-596;Steinstrasse 27, 8003 Zürich, ZH;47.36752319;8.519974709;261;Zürich;1;23;0;1818;79.04;420217;4778.994655;491193;32.45846789;82932.7377;289.0446992
159;1693998305-597;Steinstrasse 27, 8003 Zürich, ZH;47.36752319;8.519974709;261;Zürich;2.5;48;0;2690;56.04;420217;4778.994655;491193;32.45846789;82932.7377;289.0446992
160;1693998305-598;Steinstrasse 27, 8003 Zürich, ZH;47.36752319;8.519974709;261;Zürich;1.5;30;0;2075;69.17;420217;4778.994655;491193;32.45846789;82932.7377;289.0446992
161;1693998305-599;Merkurstrasse 18, 8032 Zürich, ZH;47.36674881;8.553874969;261;Zürich;3.5;66;0;3200;48.48;420217;4778.994655;491193;32.45846789;82932.7377;239.3992256
162;1693998309-602;Hohlstr. 52, 8004 Zürich, ZH;47.37781143;8.525679588;261;Zürich;1;30;0;1170;39;420217;4778.994655;491193;32.45846789;82932.7377;99.93394279
163;1693998309-603;Ekkehardstrasse 32, 8006 Zürich, ZH;47.38648224;8.544576645;261;Zürich;1;23;0;1270;55.22;420217;4778.994655;491193;32.45846789;82932.7377;315.5450528
164;1693998309-604;Michelstrasse 15, 8049 Zürich, ZH;47.40548706;8.494178772;261;Zürich;3.5;88;0;2460;27.95;420217;4778.994655;491193;32.45846789;82932.7377;306.9467831
165;1693998309-605;Michelstrasse 15, 8049 Zürich, ZH;47.40548706;8.494178772;261;Zürich;4.5;91;0;2575;28.3;420217;4778.994655;491193;32.45846789;82932.7377;306.9467831
166;1693998309-612;8057 Zürich, ZH;47.39358521;8.539556503;261;Zürich;1.5;30;0;2550;85;420217;4778.994655;491193;32.45846789;82932.7377;142.9543313
167;1693998309-614;Rümlangstrasse 70, 8052 Zürich, ZH;47.42987823;8.541399956;261;Zürich;3.5;99;0;3150;31.82;420217;4778.994655;491193;32.45846789;82932.7377;610.5596525
168;1693998309-615;Stampfenbachplatz 4, 8006 Zürich, ZH;47.38040161;8.542487144;261;Zürich;3.5;97;0;3700;38.14;420217;4778.994655;491193;32.45846789;82932.7377;282.037954
169;1693998309-618;Sternenstrasse 29, 8002 Zürich, ZH;47.35980988;8.532320976;261;Zürich;2.5;55;0;2718;49.42;420217;4778.994655;491193;32.45846789;82932.7377;485.170194
170;1693998309-620;Buchholzstrasse, 8053 Zürich, ZH;47.35992813;8.584486961;261;Zürich;3.5;85;0;2245;26.41;420217;4778.994655;491193;32.45846789;82932.7377;116.9121516
172;1693998309-623;Freiestrasse 178, 8032 Zürich, ZH;47.3624115;8.563772202;261;Zürich;4;106;0;3710;35;420217;4778.994655;491193;32.45846789;82932.7377;224.6814634
173;1693998309-624;Kleinertstrasse 2, 8037 Zürich, ZH;47.39432907;8.523425102;261;Zürich;3.5;81;0;3673;45.35;420217;4778.994655;491193;32.45846789;82932.7377;217.0560736
174;1693998313-625;8048 Zürich, ZH;47.38897705;8.486362457;261;Zürich;3.5;86;0;3310;38.49;420217;4778.994655;491193;32.45846789;82932.7377;47.27452309
175;1693998313-635;Streitholzstrasse 14, 8057 Zürich, ZH;47.39865494;8.553853035;261;Zürich;2.5;67;0;2860;42.69;420217;4778.994655;491193;32.45846789;82932.7377;751.6068398
176;1693998313-636;Streitholzstrasse 14, 8057 Zürich, ZH;47.39865494;8.553853035;261;Zürich;3.5;75;0;3460;46.13;420217;4778.994655;491193;32.45846789;82932.7377;751.6068398
177;1693998313-637;Vulkanstrasse 110a, 8048 Zürich, ZH;47.39344025;8.485149384;261;Zürich;1.5;43;0;1894;44.05;420217;4778.994655;491193;32.45846789;82932.7377;91.68570636
178;1693998313-638;Steinstrasse 27, 8003 Zürich, ZH;47.36752319;8.519974709;261;Zürich;2.5;56;0;3430;61.25;420217;4778.994655;491193;32.45846789;82932.7377;289.0446992
179;1693998313-639;Steinstrasse 27, 8003 Zürich, ZH;47.36752319;8.519974709;261;Zürich;3.5;77;0;4290;55.71;420217;4778.994655;491193;32.45846789;82932.7377;289.0446992
180;1693998313-640;Glattstegweg 5, 8051 Zürich, ZH;47.40656662;8.573356628;261;Zürich;3.5;81;0;2410;29.75;420217;4778.994655;491193;32.45846789;82932.7377;234.4529921
181;1693998313-644;Klosbachstrasse 44, 8032 Zürich, ZH;47.36623764;8.557329178;261;Zürich;2;45;0;2462;54.71;420217;4778.994655;491193;32.45846789;82932.7377;272.0746108
182;1693998317-649;Grosswiesenstrasse 147, 8051 Zürich, ZH;47.4036026;8.588092804;261;Zürich;2.5;58;0;2273;39.19;420217;4778.994655;491193;32.45846789;82932.7377;97.78986798
184;1693998317-656;Wannerstr. 43, 8045 Zürich, ZH;47.35718155;8.517454147;261;Zürich;4.5;91;0;2670;29.34;420217;4778.994655;491193;32.45846789;82932.7377;98.33880664
186;1693998317-659;Carmenstrasse 2, 8032 Zürich, ZH;47.37083435;8.561092377;261;Zürich;5.5;138;0;6650;48.19;420217;4778.994655;491193;32.45846789;82932.7377;335.630611
187;1693998317-661;Vulkanstrasse 110b, 8048 Zürich, ZH;47.39360428;8.484579086;261;Zürich;3.5;84;0;3199;38.08;420217;4778.994655;491193;32.45846789;82932.7377;48.39799805
188;1693998317-668;Nebelbachstrasse 5, 8008 Zürich, ZH;47.35296249;8.55812645;261;Zürich;1;36;0;1655;45.97;420217;4778.994655;491193;32.45846789;82932.7377;75.53189702
189;1693998317-672;Renggerstrasse 57, 8038 Zürich, ZH;47.34476089;8.532867432;261;Zürich;4;100;0;2610;26.1;420217;4778.994655;491193;32.45846789;82932.7377;165.7172638
190;1693998321-674;Gräbligasse 3, 8001 Zürich, ZH;47.37565613;8.544196129;261;Zürich;1;14;0;965;68.93;420217;4778.994655;491193;32.45846789;82932.7377;194.7388848
191;1693998321-675;Untere Zäune 7, 8001 Zürich, ZH;47.37126923;8.54618454;261;Zürich;4.5;107;0;4860;45.42;420217;4778.994655;491193;32.45846789;82932.7377;434.620873
192;1693998321-682;Güetliweg 5, 8050 Zürich, ZH;47.41283798;8.530469894;261;Zürich;2;46;0;1475;32.07;420217;4778.994655;491193;32.45846789;82932.7377;233.2772738
193;1693998321-683;Neptunstrasse 42, 8032 Zürich, ZH;47.36663818;8.556288719;261;Zürich;1;23;0;1200;52.17;420217;4778.994655;491193;32.45846789;82932.7377;274.3152183
194;1693998321-691;Steinhaldenstrasse 46, 8002 Zürich, ZH;47.35947037;8.527507782;261;Zürich;3.5;93;0;4365;46.94;420217;4778.994655;491193;32.45846789;82932.7377;101.0518326
195;1693998321-693;Nordstrasse 166, 8037 Zürich, ZH;47.39172745;8.532544136;261;Zürich;1;26;0;1500;57.69;420217;4778.994655;491193;32.45846789;82932.7377;311.3457499
196;1693998321-696;Grosswiesenstrasse 145, 8051 Zürich, ZH;47.4033699;8.588055611;261;Zürich;2.5;58;0;2115;36.47;420217;4778.994655;491193;32.45846789;82932.7377;98.66019527
197;1693998326-699;Vulkanstrasse 110a, 8048 Zürich, ZH;47.39344025;8.485149384;261;Zürich;2.5;58;0;2227;38.4;420217;4778.994655;491193;32.45846789;82932.7377;91.68570636
199;1693998326-706;Viktoriastrasse 29, 8057 Zürich, ZH;47.40406799;8.550452232;261;Zürich;1.5;23;0;1460;63.48;420217;4778.994655;491193;32.45846789;82932.7377;191.0680994
200;1693998326-707;Viktoriastrasse 29, 8057 Zürich, ZH;47.40406799;8.550452232;261;Zürich;1.5;23;0;1460;63.48;420217;4778.994655;491193;32.45846789;82932.7377;191.0680994
201;1693998326-709;Vulkanstrasse 110c, 8048 Zürich, ZH;47.39374924;8.484014511;261;Zürich;3.5;86;0;3067;35.66;420217;4778.994655;491193;32.45846789;82932.7377;23.53214217
202;1693998326-714;Winterthurerstrasse 300, 8057 Zürich, ZH;47.40284729;8.555103302;261;Zürich;1;32;0;1750;54.69;420217;4778.994655;491193;32.45846789;82932.7377;559.3120005
203;1693998326-716;Saumstrasse 39, 8003 Zürich, ZH;47.37188721;8.512154579;261;Zürich;2;51;0;1742;34.16;420217;4778.994655;491193;32.45846789;82932.7377;317.9092023
204;1693998326-718;Nordstrasse 166, 8037 Zürich, ZH;47.39172745;8.532544136;261;Zürich;1;26;0;1520;58.46;420217;4778.994655;491193;32.45846789;82932.7377;311.3457499
205;1693998326-719;Schlössliweg 9, 8044 Zürich, ZH;47.38334656;8.558879852;261;Zürich;6.5;250;0;7200;28.8;420217;4778.994655;491193;32.45846789;82932.7377;442.7162229
206;1693998326-720;Grosswiesenstrasse 8, 8051 Zürich, ZH;47.40335846;8.582974434;261;Zürich;2;41;0;1320;32.2;420217;4778.994655;491193;32.45846789;82932.7377;510.4275351
207;1693998330-721;Ferdinand Hodler-Str. 14, 8049 Zürich, ZH;47.40437698;8.500596046;261;Zürich;3.5;68;0;2669;39.25;420217;4778.994655;491193;32.45846789;82932.7377;249.7873745
208;1693998330-722;Hofwiesenstrasse 234, 8057 Zürich, ZH;47.40403366;8.537086487;261;Zürich;4;85;0;2300;27.06;420217;4778.994655;491193;32.45846789;82932.7377;665.7666854
209;1693998330-729;Nürenbergstrasse 23, 8037 Zürich, ZH;47.39301682;8.53344059;261;Zürich;1;27;0;1171;43.37;420217;4778.994655;491193;32.45846789;82932.7377;302.4807499
210;1693998330-740;Stadelhoferstrasse 12, 8001 Zürich, ZH;47.36679459;8.547520638;261;Zürich;3.5;96;0;3390;35.31;420217;4778.994655;491193;32.45846789;82932.7377;47.32460185
211;1693998335-746;Stettbachstrasse 43, 8051 Zürich, ZH;47.40340424;8.572907448;261;Zürich;3.5;82;0;3095;37.74;420217;4778.994655;491193;32.45846789;82932.7377;44.67527106
212;1693998335-747;Eugen-Huber-Str. 115, 8048 Zürich, ZH;47.38724899;8.475160599;261;Zürich;1.5;42;0;2040;48.57;420217;4778.994655;491193;32.45846789;82932.7377;380.5589091
213;1693998335-748;Genferstr. 24, 8002 Zürich, ZH;47.36535263;8.534263611;261;Zürich;2.5;66;0;3617;54.8;420217;4778.994655;491193;32.45846789;82932.7377;295.3332773
214;1693998335-754;Schaffhauserstrasse 363, 8050 Zürich, ZH;47.41106796;8.546546936;261;Zürich;4.5;148;0;4180;28.24;420217;4778.994655;491193;32.45846789;82932.7377;67.35041599
215;1693998335-755;Sempacherstrasse 20, 8032 Zürich, ZH;47.36277008;8.566496849;261;Zürich;3;70;0;2880;41.14;420217;4778.994655;491193;32.45846789;82932.7377;352.7219056
216;1693998340-771;Carmenstrasse 2, 8032 Zürich, ZH;47.37083435;8.561092377;261;Zürich;5.5;138;0;6450;46.74;420217;4778.994655;491193;32.45846789;82932.7377;335.630611
217;1693998340-777;Feldstrasse 46, 8004 Zürich, ZH;47.37628555;8.521571159;261;Zürich;1;16;0;1375;85.94;420217;4778.994655;491193;32.45846789;82932.7377;172.6054558
218;1693998340-778;Seestrasse 324, 8038 Zürich, ZH;47.34787369;8.532529831;261;Zürich;3;50;0;1840;36.8;420217;4778.994655;491193;32.45846789;82932.7377;86.7270487
219;1693998340-780;Grabenwies 2, 8057 Zürich, ZH;47.40153503;8.536803246;261;Zürich;2.5;67;0;2490;37.16;420217;4778.994655;491193;32.45846789;82932.7377;432.805528
220;1693998340-786;Edenstrasse 9, 8045 Zürich, ZH;47.35978317;8.521680832;261;Zürich;2;67;0;2400;35.82;420217;4778.994655;491193;32.45846789;82932.7377;281.3321562
221;1693998344-803;Birmensdorferstrasse 470, 8055 Zürich, ZH;47.36862183;8.498102188;261;Zürich;5;110;0;3690;33.55;420217;4778.994655;491193;32.45846789;82932.7377;370.7594643
222;1693998344-810;Wehntalerstrasse 424, 8046 Zürich, ZH;47.41547775;8.515069962;261;Zürich;4.5;105;0;3500;33.33;420217;4778.994655;491193;32.45846789;82932.7377;721.2229568
223;1693998349-822;Speerstrasse 47, 8038 Zürich, ZH;47.34088516;8.528155327;261;Zürich;3;59;0;2001;33.92;420217;4778.994655;491193;32.45846789;82932.7377;185.0206057
224;1693998349-824;Birmensdorferstrasse 541, 8055 Zürich, ZH;47.36672974;8.492531776;261;Zürich;4.5;100;0;4595;45.95;420217;4778.994655;491193;32.45846789;82932.7377;396.0861969
225;1693998349-828;Manessestrasse 8, 8003 Zürich, ZH;47.36951447;8.526852608;261;Zürich;3.5;80;0;3500;43.75;420217;4778.994655;491193;32.45846789;82932.7377;418.4888256
226;1693998349-832;Ottostrasse 17, 8005 Zürich, ZH;47.38629532;8.525397301;261;Zürich;3.5;90;0;3990;44.33;420217;4778.994655;491193;32.45846789;82932.7377;212.2924789
227;1693998349-833;Grossackerstrasse 75, 8041 Zürich, ZH;47.32391739;8.509812355;261;Zürich;4.5;128;0;3020;23.59;420217;4778.994655;491193;32.45846789;82932.7377;431.7690497
228;1693998349-837;Lindenstrasse 21, 8008 Zürich, ZH;47.35761642;8.550992966;261;Zürich;3.5;111;0;5300;47.75;420217;4778.994655;491193;32.45846789;82932.7377;247.2493206
229;1693998349-840;Riedenhaldenstrasse 54, 8046 Zürich, ZH;47.41622543;8.515331268;261;Zürich;2;52;0;1788;34.38;420217;4778.994655;491193;32.45846789;82932.7377;682.8871754
230;1693998354-842;Vulkanstrasse 110c, 8048 Zürich, ZH;47.39374924;8.484014511;261;Zürich;2.5;58;0;2268;39.1;420217;4778.994655;491193;32.45846789;82932.7377;23.53214217
231;1693998354-844;Geissbergweg 21, 8006 Zürich, ZH;47.38663864;8.550338745;261;Zürich;2.5;62;0;2335;37.66;420217;4778.994655;491193;32.45846789;82932.7377;143.5108165
232;1693998354-846;Grosswiesenstrasse 30, 8051 Zürich, ZH;47.40300369;8.583836555;261;Zürich;4;58;0;1590;27.41;420217;4778.994655;491193;32.45846789;82932.7377;530.5241865
233;1693998354-847;Sihlhallenstrasse 19, 8004 Zürich, ZH;47.37994003;8.526269913;261;Zürich;1;28;0;1484;53;420217;4778.994655;491193;32.45846789;82932.7377;318.4795575
234;1693998354-854;Riedenhaldenstrasse 80, 8046 Zürich, ZH;47.41686249;8.514750481;261;Zürich;2;43;0;1797;41.79;420217;4778.994655;491193;32.45846789;82932.7377;606.1040917
235;1693998354-855;Genferstr. 24, 8002 Zürich, ZH;47.36535263;8.534263611;261;Zürich;3.5;90;0;5310;59;420217;4778.994655;491193;32.45846789;82932.7377;295.3332773
236;1693998354-860;Buchholzstrasse 100, 8053 Zürich, ZH;47.3602562;8.588074684;261;Zürich;3;69;0;1890;27.39;420217;4778.994655;491193;32.45846789;82932.7377;236.5898427
237;1693998354-862;Turbinenstrasse 35, 8005 Zürich, ZH;47.38687897;8.514894485;261;Zürich;3.5;143;0;4200;29.37;420217;4778.994655;491193;32.45846789;82932.7377;173.8769816
238;1693998360-865;Südstrasse 3, 8008 Zürich, ZH;47.35526276;8.561944962;261;Zürich;1.5;37;0;1875;50.68;420217;4778.994655;491193;32.45846789;82932.7377;311.3192037
239;1693998360-871;Herbstweg 5, 8050 Zürich, ZH;47.40534592;8.556075096;261;Zürich;1;22;0;1336;60.73;420217;4778.994655;491193;32.45846789;82932.7377;580.9579604
240;1693998360-885;Bernerstrasse Süd 169, 8048 Zürich, ZH;47.39453125;8.486136436;261;Zürich;1.5;23;0;1900;82.61;420217;4778.994655;491193;32.45846789;82932.7377;181.765018
241;1693998360-886;Bernerstrasse Süd 169, 8048 Zürich, ZH;47.39453125;8.486136436;261;Zürich;1.5;23;0;1900;82.61;420217;4778.994655;491193;32.45846789;82932.7377;181.765018
242;1693998360-888;Zurlindenstrasse 31, 8003 Zürich, ZH;47.36843872;8.521792412;261;Zürich;1.5;38;0;1890;49.74;420217;4778.994655;491193;32.45846789;82932.7377;226.9397604
243;1693998364-889;Sternenstrasse 16, 8002 Zürich, ZH;47.36030197;8.533720016;261;Zürich;4;135;0;4540;33.63;420217;4778.994655;491193;32.45846789;82932.7377;468.6946383
244;1693998364-890;Heerenschürlistrasse 1, 8051 Zürich, ZH;47.40034866;8.590806007;261;Zürich;3.5;92;0;2937;31.92;420217;4778.994655;491193;32.45846789;82932.7377;226.435081
245;1693998364-892;Hofwiesenstrasse 232, 8057 Zürich, ZH;47.40382385;8.536986351;261;Zürich;2;52;0;1690;32.5;420217;4778.994655;491193;32.45846789;82932.7377;641.8408276
246;1693998364-894;Feldstrasse 46, 8004 Zürich, ZH;47.37628555;8.521571159;261;Zürich;1.5;22;0;1720;78.18;420217;4778.994655;491193;32.45846789;82932.7377;172.6054558
247;1693998364-897;Eggbühlstrasse 26, 8050 Zürich, ZH;47.41639709;8.542954445;261;Zürich;2.5;63;0;2900;46.03;420217;4778.994655;491193;32.45846789;82932.7377;376.3918515
248;1693998364-902;Vulkanstrasse 110a, 8048 Zürich, ZH;47.39344025;8.485149384;261;Zürich;2.5;61;0;2370;38.85;420217;4778.994655;491193;32.45846789;82932.7377;91.68570636
249;1693998364-911;Bauherrenstrasse 11, 8049 Zürich, ZH;47.39942169;8.50096035;261;Zürich;3.5;86;0;3290;38.26;420217;4778.994655;491193;32.45846789;82932.7377;383.2979751
250;1693998369-913;Zollikerstrasse 164, 8008 Zürich, ZH;47.3541069;8.561359406;261;Zürich;2.5;70;0;2990;42.71;420217;4778.994655;491193;32.45846789;82932.7377;200.1851727
251;1693998369-921;Berninastrasse 57, 8057 Zürich, ZH;47.40406036;8.545023918;261;Zürich;3.5;100;0;3250;32.5;420217;4778.994655;491193;32.45846789;82932.7377;175.2393061
252;1693998369-927;Untere Zäune 20, 8001 Zürich, ZH;47.37178421;8.545750618;261;Zürich;3.5;80;0;3150;39.38;420217;4778.994655;491193;32.45846789;82932.7377;492.911972
253;1693998369-935;Baslerstrasse 77, 8048 Zürich, ZH;47.38611221;8.496638298;261;Zürich;4;101;0;4179;41.38;420217;4778.994655;491193;32.45846789;82932.7377;245.6461158
254;1693998369-936;Dienerstrasse 8, 8004 Zürich, ZH;47.37765503;8.528881073;261;Zürich;2.5;30;0;2220;74;420217;4778.994655;491193;32.45846789;82932.7377;194.8806327
255;1693998373-941;Albisriederstrasse 278, 8047 Zürich, ZH;47.37786484;8.491551399;261;Zürich;5.5;135;0;3655;27.07;420217;4778.994655;491193;32.45846789;82932.7377;189.6581701
256;1693998373-945;Caspar-Wüst-Strasse 57, 8052 Zürich, ZH;47.43046951;8.542308807;261;Zürich;2;53;0;1632;30.79;420217;4778.994655;491193;32.45846789;82932.7377;700.7098407
257;1693998373-946;Hohenklingenstrasse 45, 8049 Zürich, ZH;47.40235138;8.490530014;261;Zürich;4.5;120;0;3549;29.58;420217;4778.994655;491193;32.45846789;82932.7377;548.7173278
258;1693998373-948;Oetenbachgasse 11, 8001 Zürich, ZH;47.37390137;8.539582253;261;Zürich;1.5;75;0;3300;44;420217;4778.994655;491193;32.45846789;82932.7377;144.0413572
259;1693998373-954;Leutschenbachstrasse 40, 8050 Zürich, ZH;47.41581345;8.554472923;261;Zürich;2.5;59;0;2320;39.32;420217;4778.994655;491193;32.45846789;82932.7377;427.3030299
260;1693998373-955;Albisriederstrasse 181, 8047 Zürich, ZH;47.37754059;8.498313904;261;Zürich;2.5;56;0;1690;30.18;420217;4778.994655;491193;32.45846789;82932.7377;136.1245402
261;1693998373-956;Baslerstrasse 107, 8048 Zürich, ZH;47.3875618;8.492484093;261;Zürich;3.5;80;0;2750;34.38;420217;4778.994655;491193;32.45846789;82932.7377;196.411906
262;1693998377-964;Meier-Bosshard-Strasse 12, 8048 Zürich, ZH;47.38928223;8.486002922;261;Zürich;4.5;104;0;3260;31.35;420217;4778.994655;491193;32.45846789;82932.7377;43.99194379
263;1693998377-966;Eggbühlstrasse 9, 8050 Zürich, ZH;47.4161644;8.54442215;261;Zürich;2.5;71;0;2425;34.15;420217;4778.994655;491193;32.45846789;82932.7377;414.8956309
264;1693998377-968;Wibichstrasse 33, 8037 Zürich, ZH;47.3971138;8.529072762;261;Zürich;2.5;73;0;2870;39.32;420217;4778.994655;491193;32.45846789;82932.7377;378.8345633
265;1693998377-970;Müllerstrasse 71, 8004 Zürich, ZH;47.37608337;8.528377533;261;Zürich;2.5;66;0;4050;61.36;420217;4778.994655;491193;32.45846789;82932.7377;183.1358848
266;1693998377-976;Pfingstweidstrasse 104C, 8005 Zürich, ZH;47.39141846;8.509009361;261;Zürich;2.5;68;0;2640;38.82;420217;4778.994655;491193;32.45846789;82932.7377;70.77475351
267;1693998377-979;Nussbaumstrasse 29, 8003 Zürich, ZH;47.37076187;8.513245583;261;Zürich;1;25;0;965;38.6;420217;4778.994655;491193;32.45846789;82932.7377;197.1975959
268;1693998377-980;Ankerstrasse 114, 8004 Zürich, ZH;47.37624741;8.528149605;261;Zürich;3.5;78;0;4750;60.9;420217;4778.994655;491193;32.45846789;82932.7377;158.4576085
269;1693998381-989;Winzerhalde 99, 8049 Zürich, ZH;47.40299988;8.483833313;261;Zürich;2.5;70;0;2315;33.07;420217;4778.994655;491193;32.45846789;82932.7377;369.6916902
270;1693998381-995;Eggbühlstrasse 9, 8050 Zürich, ZH;47.4161644;8.54442215;261;Zürich;2.5;73;0;2565;35.14;420217;4778.994655;491193;32.45846789;82932.7377;414.8956309
271;1693998381-1004;Hölderlinstrasse 12, 8032 Zürich, ZH;47.3663559;8.564249039;261;Zürich;3.5;82;0;2830;34.51;420217;4778.994655;491193;32.45846789;82932.7377;306.9567976
272;1693998381-1008;Maneggstrasse 83, 8041 Zürich, ZH;47.33815002;8.519996643;261;Zürich;4.5;114;0;3262;28.61;420217;4778.994655;491193;32.45846789;82932.7377;251.2291813
273;1693998205-25;Badenerstrasse 67, 8953 Dietikon, ZH;47.40792465;8.392560959;243;Dietikon;3.5;105;0;3200;30.48;27746;2970.663812;18911;46.2264831;64662.73778;247.388277
274;1693998214-79;Poststrasse, 8953 Dietikon, ZH;47.40356827;8.405932426;243;Dietikon;1;18;0;1100;61.11;27746;2970.663812;18911;46.2264831;64662.73778;44.54817724
275;1693998236-216;Schöneggstr. 51, 8953 Dietikon, ZH;47.39987564;8.408111572;243;Dietikon;3.5;73;0;1523;20.86;27746;2970.663812;18911;46.2264831;64662.73778;409.0597431
276;1693998309-619;Überlandstrasse 18, 8953 Dietikon, ZH;47.4088707;8.405828476;243;Dietikon;4.5;124;0;3685;29.72;27746;2970.663812;18911;46.2264831;64662.73778;67.96488111
277;1693998317-665;Schulgutstrasse 1, 8953 Dietikon, ZH;47.41072464;8.404157639;243;Dietikon;3.5;100;0;2750;27.5;27746;2970.663812;18911;46.2264831;64662.73778;37.19770691
278;1693998335-763;Urdorferstrasse 25, 8953 Dietikon, ZH;47.3973999;8.416020393;243;Dietikon;3;62;0;1630;26.29;27746;2970.663812;18911;46.2264831;64662.73778;158.4177209
279;1693998340-770;Poststrasse 8, 8953 Dietikon, ZH;47.40374374;8.405690193;243;Dietikon;3.5;103;0;2097;20.36;27746;2970.663812;18911;46.2264831;64662.73778;62.04028945
280;1693998344-804;Zentralstr. 2, 8953 Dietikon, ZH;47.40506744;8.40071106;243;Dietikon;3.5;96;0;2258;23.52;27746;2970.663812;18911;46.2264831;64662.73778;8.745718162
281;1693998349-839;Überlandstr. 26, 8953 Dietikon, ZH;47.40888214;8.404066086;243;Dietikon;2;86;0;1920;22.33;27746;2970.663812;18911;46.2264831;64662.73778;84.79047364
282;1693998360-873;Steinmürlistrasse 48, 8953 Dietikon, ZH;47.40436554;8.392781258;243;Dietikon;5.5;116;0;2258;19.47;27746;2970.663812;18911;46.2264831;64662.73778;155.6963707
283;1693998369-924;Anemonenstrasse 30, 8953 Dietikon, ZH;47.39498901;8.40268898;243;Dietikon;4.5;125;0;3300;26.4;27746;2970.663812;18911;46.2264831;64662.73778;965.8694904
284;1693998369-934;Schulgutstrasse 4, 8953 Dietikon, ZH;47.41051865;8.403814316;243;Dietikon;2.5;81;0;2190;27.04;27746;2970.663812;18911;46.2264831;64662.73778;33.47119235
285;1693998377-974;Max-Müller-Strasse 14, 8953 Dietikon, ZH;47.39700317;8.413362503;243;Dietikon;2.5;57;0;1470;25.79;27746;2970.663812;18911;46.2264831;64662.73778;191.8708163
286;1693998377-978;Hofackerstrasse 22, 8953 Dietikon, ZH;47.39663696;8.413021088;243;Dietikon;3;69;0;1750;25.36;27746;2970.663812;18911;46.2264831;64662.73778;183.1410693
287;1693998205-27;Kanzleistrasse 15, 8418 Schlatt ZH, ZH;47.46419907;8.845925331;226;Schlatt (ZH);4.5;104;0;2700;25.96;789;87.95986622;153;7.984790875;73772.62774;2700.415561
288;1693998243-259;Kanzleistrasse 15, 8418 Schlatt ZH, ZH;47.46419907;8.845925331;226;Schlatt (ZH);4.5;122;0;3100;25.41;789;87.95986622;153;7.984790875;73772.62774;2700.415561
289;1693998256-318;Kanzleistrasse 15, 8418 Schlatt ZH, ZH;47.46419907;8.845925331;226;Schlatt (ZH);3.5;110;0;2700;24.55;789;87.95986622;153;7.984790875;73772.62774;2700.415561
290;1693998205-29;Bolletweg 14, 8934 Knonau, ZH;47.2260437;8.461561203;7;Knonau;5.5;150;0;3390;22.6;2378;367.5425039;566;18.29268293;79514.42105;298.7233543
291;1693998214-77;Oberdorfstrasse, 8934 Knonau, ZH;47.22494125;8.461728096;7;Knonau;4;240;0;3500;14.58;2378;367.5425039;566;18.29268293;79514.42105;179.047617
292;1693998205-30;Im Zauner 24, 8352 Elsau, ZH;47.50167084;8.805103302;219;Elsau;3;70;0;2450;35;3647;451.9206939;1052;17.32931176;77017.21366;660.6249847
293;1693998228-168;Untere Schärerstrasse 6, 8352 Elsau, ZH;47.50057602;8.800123215;219;Elsau;5.5;140;0;2850;20.36;3647;451.9206939;1052;17.32931176;77017.21366;288.3130198
294;1693998373-949;Dorfstrasse 21, 8352 Elsau, ZH;47.50718689;8.802099228;219;Elsau;2.5;67;0;1650;24.63;3647;451.9206939;1052;17.32931176;77017.21366;1008.170587
295;1693998373-950;Dorfstrasse 21, 8352 Elsau, ZH;47.50718689;8.802099228;219;Elsau;5.5;114;0;2600;22.81;3647;451.9206939;1052;17.32931176;77017.21366;1008.170587
