Url_Short;Offer_Id;Scrape_Dt;Type;Price;PS;Init_Regist;Kilometer;Fuel_Type;Transmission;Dealer_Name;Dealer_PLZ;Dealer_City;Dealer_Street_House_Nr;Dealer_Telnr;Marke;Price_Num;PS_Num;Init_Regist_MY;Init_Regist_Month;Init_Regist_Year;Init_Regist_Dt
https://www.autoscout24.ch/7388225;7388225;2020_03_02 21:19:45;FIAT 500 1.4 16V Lounge Dualogic (Kleinwagen);CHF 4'400.–;100 PS;10.201;117'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;8907;Wettswil a/A;Stationsstrasse 51a;***confidential***;FIAT;4400;100;10.201;10;2010;2010-10
https://www.autoscout24.ch/7448686;7448686;2020_03_02 21:23:34;OPEL Astra GTC 1.7 CDTi Enjoy (Limousine);CHF 2'999.–;110 PS;10.2008;216'000 km;Diesel;Schaltgetriebe manuell;***confidential***;6130;Willisau;Chirbelmatte 9;***confidential***;OPEL;2999;110;10.2008;10;2008;2008-10
https://www.autoscout24.ch/7468774;7468774;2020_03_02 21:24:57;MERCEDES-BENZ CLS 500 7G-Tronic (Limousine);CHF 22'500.–;306 PS;1.2004;108'000 km;Benzin;Automat sequentiell;***confidential***;8590;Romanshorn;Alleestrasse 68;***confidential***;MERCEDES-BENZ;22500;306;1.2004;1;2004;2004-01
https://www.autoscout24.ch/7413402;7413402;2020_03_02 21:25:37;FIAT 595 1.4 16V Turbo Abarth Competition (Kleinwagen);CHF 17'900.–;180 PS;2.2017;54'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8832;Wollerau;Färberstrasse 10a;***confidential***;FIAT;17900;180;2.2017;2;2017;2017-02
https://www.autoscout24.ch/7407344;7407344;2020_03_02 21:25:39;FIAT 595 1.4 16V Turbo Abarth Competition (Kleinwagen);CHF 23'900.–;180 PS;2.2019;7'500 km;Benzin;Schaltgetriebe manuell;***confidential***;6055;Alpnach;Untere Gründlistrasse;***confidential***;FIAT;23900;180;2.2019;2;2019;2019-02
https://www.autoscout24.ch/7449047;7449047;2020_03_02 21:27:46;MERCEDES-BENZ C 43 AMG 4Matic 9G-Tronic (Kombi);CHF 46'500.–;367 PS;3.2018;72'000 km;Benzin;Automat sequentiell;***confidential***;4105;Biel-Benken;Spittelhofstrasse 45;***confidential***;MERCEDES-BENZ;46500;367;3.2018;3;2018;2018-03
https://www.autoscout24.ch/7408422;7408422;2020_03_02 21:28:08;MERCEDES-BENZ C 43 AMG 4Matic 9G-Tronic (Kombi);CHF 52'900.–;367 PS;2.2018;32'000 km;Benzin;Automat sequentiell;***confidential***;8630;Rüti;Lorenwäldlistrasse 14;***confidential***;MERCEDES-BENZ;52900;367;2.2018;2;2018;2018-02
https://www.autoscout24.ch/7452056;7452056;2020_03_02 21:29:01;SEAT Ibiza 1.5 TSI EVO FR (Kleinwagen);CHF 24'900.–;150 PS;2.2019;11'414 km;Benzin;Schaltgetriebe manuell;***confidential***;4133;Pratteln;In den Neusatzreben;***confidential***;SEAT;24900;150;2.2019;2;2019;2019-02
https://www.autoscout24.ch/7135516;7135516;2020_03_02 21:30:08;DACIA Logan MCV 0.9 Stepway (Kombi);CHF 10'000.–;90 PS;9.2018;15'500 km;Benzin;Schaltgetriebe manuell;***confidential***;4912;Aarwangen;Haldenstrasse, 34;***confidential***;DACIA;10000;90;9.2018;9;2018;2018-09
https://www.autoscout24.ch/7455570;7455570;2020_03_02 21:31:53;BMW 330Ci Cabriolet (Cabriolet);CHF 7'400.–;231 PS;7.2001;150'000 km;Benzin;Automat;***confidential***;6600;locarno;6600 locarno;***confidential***;BMW;7400;231;7.2001;7;2001;2001-07
https://www.autoscout24.ch/7016981;7016981;2020_03_02 21:32:22;BMW 330Ci Cabriolet (Cabriolet);CHF 14'240.–;231 PS;8.2004;115'000 km;Benzin;Schaltgetriebe manuell;***confidential***;6333;Hünenberg See;Kembergstrasse 7;***confidential***;BMW;14240;231;8.2004;8;2004;2004-08
https://www.autoscout24.ch/4968077;4968077;2020_03_02 21:39:35;PORSCHE Cayenne Turbo Techart (SUV / Geländewagen);CHF 19'900.–;450 PS;4.2003;159'000 km;Benzin;Automat;***confidential***;4123;Allschwil;4123 Allschwil;***confidential***;PORSCHE;19900;450;4.2003;4;2003;2003-04
https://www.autoscout24.ch/7448026;7448026;2020_03_02 21:44:15;FORD Fiesta 1.4 16V Titanium (Kleinwagen);CHF 6'900.–;96 PS;10.2012;56'000 km;Benzin;Schaltgetriebe manuell;***confidential***;3647;Reutigen;3647 Reutigen;***confidential***;FORD;6900;96;10.2012;10;2012;2012-10
https://www.autoscout24.ch/7413458;7413458;2020_03_02 21:44:26;FORD Fiesta 1.4 16V Titanium (Kleinwagen);CHF 4'800.–;97 PS;12.2011;83'000 km;Flüssiggas (LPG) / Benzin;Schaltgetriebe manuell;***confidential***;6830;Chiasso;Corso San Gottardo 16;***confidential***;FORD;4800;97;12.2011;12;2011;2011-12
https://www.autoscout24.ch/7412652;7412652;2020_03_02 21:45:17;BMW X1 xDrive 20d (SUV / Geländewagen);CHF 9'200.–;177 PS;12.2009;145'000 km;Diesel;Schaltgetriebe manuell;***confidential***;9212;Arnegg;Stationsstrasse 24;***confidential***;BMW;9200;177;12.2009;12;2009;2009-12
https://www.autoscout24.ch/7445395;7445395;2020_03_02 21:47:12;VW CrossPolo 1.4 16V Automatic (Kleinwagen);CHF 5'800.–;75 PS;8.2006;93'100 km;Benzin;Automat;***confidential***;8942;Oberrieden;Bleierstrasse 19;***confidential***;VW;5800;75;8.2006;8;2006;2006-08
https://www.autoscout24.ch/7412410;7412410;2020_03_02 21:47:32;VW CrossTouran 1.4 TSI (Kompaktvan / Minivan);CHF 9'000.–;140 PS;12.201;95'500 km;Benzin;Schaltgetriebe manuell;***confidential***;9243;Jonschwil;Salzwiesstrasse 29;***confidential***;VW;9000;140;12.201;12;2010;2010-12
https://www.autoscout24.ch/7435506;7435506;2020_03_02 21:51:27;VW Polo 1.8 TSI GTI DSG (Kleinwagen);CHF 22'900.–;192 PS;8.2017;25'500 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;4000;Basel;4000 Basel;***confidential***;VW;22900;192;8.2017;8;2017;2017-08
https://www.autoscout24.ch/7412165;7412165;2020_03_02 21:51:34;VW Polo 1.8 TSI GTI DSG (Kleinwagen);CHF 22'000.–;192 PS;6.2017;39'300 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;5507;Mellingen;Stetterstrasse 35;***confidential***;VW;22000;192;6.2017;6;2017;2017-06
https://www.autoscout24.ch/7407389;7407389;2020_03_02 21:51:36;VW Polo 1.8 TSI GTI DSG (Kleinwagen);CHF 15'500.–;192 PS;12.2015;87'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;5430;Wettingen;Bifangstrasse 78;***confidential***;VW;15500;192;12.2015;12;2015;2015-12
https://www.autoscout24.ch/7223519;7223519;2020_03_02 21:59:03;VW Golf 1.2 TSI Start (Limousine);CHF 10'500.–;105 PS;10.2014;102'000 km;Benzin;Schaltgetriebe manuell;***confidential***;6600;Locarno;via Bartolomeo Varenna 36;***confidential***;VW;10500;105;10.2014;10;2014;2014-10
https://www.autoscout24.ch/7344783;7344783;2020_03_02 22:00:44;AUDI A6 3.0 BiTDI quattro (Kombi);CHF 25'430.–;313 PS;9.2012;150'000 km;Diesel;Automat sequentiell;***confidential***;9200;Gossau;Wilerstrasse 53;***confidential***;AUDI;25430;313;9.2012;9;2012;2012-09
https://www.autoscout24.ch/7411815;7411815;2020_03_02 22:00:49;AUDI A6 3.0 BiTDI V6 quattro competition tiptronic (Limousine);CHF 47'000.–;326 PS;12.2015;63'000 km;Diesel;Automat sequentiell;***confidential***;1023;Crissier;Ch des noutes 5;***confidential***;AUDI;47000;326;12.2015;12;2015;2015-12
https://www.autoscout24.ch/6186508;6186508;2020_03_02 22:01:49;MERCEDES-BENZ 190 E 1.8 (Limousine);CHF 8'900.–;109 PS;8.1991;103'500 km;Benzin;Automat;***confidential***;6010;Kriens;Fenkernweg;***confidential***;MERCEDES-BENZ;8900;109;8.1991;8;1991;1991-08
https://www.autoscout24.ch/6319055;6319055;2020_03_02 22:02:03;MERCEDES-BENZ 190 E 2.0 (Limousine);CHF 5'500.–;122 PS;9.199;175'000 km;Benzin;Automat;***confidential***;8280;Kreuzlingen;8280 Kreuzlingen;***confidential***;MERCEDES-BENZ;5500;122;9.199;9;1990;1990-09
https://www.autoscout24.ch/7461665;7461665;2020_03_02 22:02:08;MERCEDES-BENZ 190 E 2.3 (Limousine);CHF 6'500.–;132 PS;10.199;218'000 km;Benzin;Automat;***confidential***;1675;Vauderens;Route d'Ursy 3;***confidential***;MERCEDES-BENZ;6500;132;10.199;10;1990;1990-10
https://www.autoscout24.ch/7457747;7457747;2020_03_02 22:05:08;NISSAN Juke 1.2 DIG-T tekna (SUV / Geländewagen);CHF 9'600.–;115 PS;10.2015;68'509 km;Benzin;Schaltgetriebe manuell;***confidential***;3282;Bargen;Fischermätteli 6;***confidential***;NISSAN;9600;115;10.2015;10;2015;2015-10
https://www.autoscout24.ch/7395904;7395904;2020_03_02 22:08:01;FIAT Scudo 2.0 6 places (Kombi);CHF 3'200.–;120 PS;12.2009;228'000 km;Diesel;Schaltgetriebe manuell;***confidential***;1020;Renens;1020 Renens;***confidential***;FIAT;3200;120;12.2009;12;2009;2009-12
https://www.autoscout24.ch/7431474;7431474;2020_03_02 22:08:46;MERCEDES-BENZ S 350 L BlueTEC 4Matic 7G-Tronic (Limousine);CHF 28'000.–;258 PS;9.2014;270'000 km;Diesel;Automat sequentiell;***confidential***;1173;fechy;12;***confidential***;MERCEDES-BENZ;28000;258;9.2014;9;2014;2014-09
https://www.autoscout24.ch/6572539;6572539;2020_03_02 22:09:13;MERCEDES-BENZ S 350 L BlueTEC 7G-Tronic (Limousine);CHF 53'500.–;258 PS;12.2014;47'000 km;Diesel;Automat sequentiell;***confidential***;4058;Basel;Erlenstrasse 47;***confidential***;MERCEDES-BENZ;53500;258;12.2014;12;2014;2014-12
https://www.autoscout24.ch/7468820;7468820;2020_03_02 22:10:00;NISSAN Almera 1.8 16V business sport (Limousine);CHF 1'950.–;116 PS;8.2005;116'500 km;Benzin;Schaltgetriebe manuell;***confidential***;8123;Ebmatingen;Chalenstrasse 76;***confidential***;NISSAN;1950;116;8.2005;8;2005;2005-08
https://www.autoscout24.ch/7453521;7453521;2020_03_02 22:11:49;AUDI A6 Avant 3.0 TDI V6 quattro S-tronic (Kombi);CHF 12'500.–;204 PS;11.2012;263'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;2542;Pietelen;Bielstrasse 21;***confidential***;AUDI;12500;204;11.2012;11;2012;2012-11
https://www.autoscout24.ch/7452239;7452239;2020_03_02 22:11:53;AUDI A6 Avant 3.0 TDI V6 quattro S-tronic (Kombi);CHF 19'900.–;204 PS;8.2013;148'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;8406;Winterthur;Grenzstrasse 16;***confidential***;AUDI;19900;204;8.2013;8;2013;2013-08
https://www.autoscout24.ch/7384853;7384853;2020_03_02 22:13:00;HYUNDAI Santa Fe 2.2 CRDI 4WD Automatic (SUV / Geländewagen);CHF 21'500.–;200 PS;5.2016;92'000 km;Diesel;Automat sequentiell;***confidential***;6252;Dagmersellen;Ober zügholz 4;***confidential***;HYUNDAI;21500;200;5.2016;5;2016;2016-05
https://www.autoscout24.ch/7406522;7406522;2020_03_02 22:15:45;RENAULT Clio 1.6 T RS 200 EDC (Kleinwagen);CHF 9'000.–;200 PS;5.2013;117'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;1965;Savièse;Ruelle du boulanger 23;***confidential***;RENAULT;9000;200;5.2013;5;2013;2013-05
https://www.autoscout24.ch/7396760;7396760;2020_03_02 22:18:48;RENAULT Grand Scénic 1.5 dCi Bose EDC (Kompaktvan / Minivan);CHF 13'599.–;110 PS;12.2015;40'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;8155;Nassenwil;Haberholzstrasse 2c;***confidential***;RENAULT;13599;110;12.2015;12;2015;2015-12
https://www.autoscout24.ch/7467048;7467048;2020_03_02 22:23:51;PEUGEOT 407 SW 3.0 ST Dynamic Automatic (Kombi);CHF 2'700.–;211 PS;2.2005;183'500 km;Benzin;Automat sequentiell;***confidential***;2543;Lengnau BE;Eichholz 78;***confidential***;PEUGEOT;2700;211;2.2005;2;2005;2005-02
https://www.autoscout24.ch/7421292;7421292;2020_03_02 22:57:40;VW Golf 2.0 TFSI GTI (Limousine);CHF 4'400.–;200 PS;12.2004;192'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8046;Zürich;Bergacker 23;***confidential***;VW;4400;200;12.2004;12;2004;2004-12
https://www.autoscout24.ch/7406413;7406413;2020_03_02 22:58:58;SKODA Octavia Combi 1.6 TDI Ambition 4x4 (Kombi);CHF 14'500.–;110 PS;8.2016;87'450 km;Diesel;Schaltgetriebe manuell;***confidential***;1306;Daillens;rue du cottet 4;***confidential***;SKODA;14500;110;8.2016;8;2016;2016-08
https://www.autoscout24.ch/7467857;7467857;2020_03_02 22:59:42;BMW 125i Cabrio (Cabriolet);CHF 8'200.–;218 PS;5.2009;150'000 km;Benzin;Schaltgetriebe manuell;***confidential***;4629;Fulenbach;4629 Fulenbach;***confidential***;BMW;8200;218;5.2009;5;2009;2009-05
https://www.autoscout24.ch/6833027;6833027;2020_03_02 22:59:51;BMW 125i Cabrio (Cabriolet);CHF 7'500.–;218 PS;6.201;245'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8424;Embrach;Römerweg 13;***confidential***;BMW;7500;218;6.201;6;2010;2010-06
https://www.autoscout24.ch/7250849;7250849;2020_03_02 23:02:06;SEAT Leon ST 1.8 TSI FR Line (Kombi);CHF 18'000.–;180 PS;12.2015;35'040 km;Benzin;Schaltgetriebe manuell;***confidential***;8634;Hombrechtikon;Lächlerstrasse 41;***confidential***;SEAT;18000;180;12.2015;12;2015;2015-12
https://www.autoscout24.ch/7417201;7417201;2020_03_02 23:10:33;VW Passat Variant 2.0 TDI BMT Highline DSG (Kombi);CHF 12'900.–;170 PS;4.2013;98'500 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;4054;Basel;Steinbühlallee 89;***confidential***;VW;12900;170;4.2013;4;2013;2013-04
https://www.autoscout24.ch/7392345;7392345;2020_03_02 23:11:45;AUDI SQ5 3.0 TFSI quattro S-tronic (SUV / Geländewagen);CHF 56'900.–;354 PS;8.2017;36'000 km;Benzin;Automat sequentiell;***confidential***;1893;Muraz;Route de Pré Court 23C;***confidential***;AUDI;56900;354;8.2017;8;2017;2017-08
https://www.autoscout24.ch/7429338;7429338;2020_03_03 00:11:23;AUDI Q5 3.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 15'900.–;239 PS;4.2009;159'316 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;4436;Oberdorf;Hof Dilleten;***confidential***;AUDI;15900;239;4.2009;4;2009;2009-04
https://www.autoscout24.ch/7412135;7412135;2020_03_03 00:11:30;AUDI Q5 3.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 16'999.–;239 PS;11.201;116'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;6032;Emmen;6032 Emmen;***confidential***;AUDI;16999;239;11.201;11;2010;2010-11
https://www.autoscout24.ch/7409002;7409002;2020_03_03 00:11:36;AUDI Q5 3.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 14'900.–;239 PS;5.2012;150'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;9463;Oberriet;9463 Oberriet;***confidential***;AUDI;14900;239;5.2012;5;2012;2012-05
https://www.autoscout24.ch/7408902;7408902;2020_03_03 00:11:37;AUDI Q5 3.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 17'900.–;239 PS;7.2012;114'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;8302;Kloten;Haldenstrasse 52;***confidential***;AUDI;17900;239;7.2012;7;2012;2012-07
https://www.autoscout24.ch/7446337;7446337;2020_03_03 00:14:00;VW Golf 1.2 TSI Team (Limousine);CHF 6'299.–;105 PS;10.201;124'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8600;Dübendorf;8600 Dübendorf;***confidential***;VW;6299;105;10.201;10;2010;2010-10
https://www.autoscout24.ch/7467219;7467219;2020_03_03 00:14:45;VW T-Roc 2.0 TSI Sport DSG 4Motion (SUV / Geländewagen);CHF 29'900.–;190 PS;10.2018;23'000 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;2053;Cernier;G.-de-Vergy 2a, 8;***confidential***;VW;29900;190;10.2018;10;2018;2018-10
https://www.autoscout24.ch/7452060;7452060;2020_03_03 00:21:15;BMW X3 xDrive 35i Steptronic (SUV / Geländewagen);CHF 22'500.–;306 PS;12.201;56'000 km;Benzin;Automat sequentiell;***confidential***;5432;Neuenhof;Ackerstrasse,10;***confidential***;BMW;22500;306;12.201;12;2010;2010-12
https://www.autoscout24.ch/7435301;7435301;2020_03_03 00:21:16;BMW X3 xDrive 35i Steptronic (SUV / Geländewagen);CHF 13'500.–;306 PS;11.2011;201'000 km;Benzin;Automat sequentiell;***confidential***;4112;Bättwil;4112 Bättwil;***confidential***;BMW;13500;306;11.2011;11;2011;2011-11
https://www.autoscout24.ch/7403023;7403023;2020_03_03 00:31:19;LAND ROVER Range Rover Sport 3.0 TDV6 SE Automatic (SUV / Geländewagen);CHF 47'750.–;258 PS;12.2014;52'000 km;Diesel;Automat sequentiell;***confidential***;8706;Meilen;Bunishoferstrasse 240;***confidential***;LAND;47750;258;12.2014;12;2014;2014-12
https://www.autoscout24.ch/7217509;7217509;2020_03_03 00:31:33;LAND ROVER Range Rover Sport 3.0 TDV6 SE Automatic (SUV / Geländewagen);CHF 20'900.–;245 PS;3.2011;106'000 km;Diesel;Automat;***confidential***;1206;Genève;Chemin de Beau-Soleil;***confidential***;LAND;20900;245;3.2011;3;2011;2011-03
https://www.autoscout24.ch/7309807;7309807;2020_03_03 00:32:27;MERCEDES-BENZ GLK 350 CDI 4Matic 7G-Tronic (SUV / Geländewagen);CHF 29'200.–;295 PS;5.2014;86'000 km;Diesel;Automat sequentiell;***confidential***;3172;Niederwangen;3172 Niederwangen;***confidential***;MERCEDES-BENZ;29200;295;5.2014;5;2014;2014-05
https://www.autoscout24.ch/7442006;7442006;2020_03_03 00:34:05;SEAT Leon 2.0 TSI World Champion Edition (Limousine);CHF 13'000.–;285 PS;9.2009;120'000 km;Benzin;Schaltgetriebe manuell;***confidential***;2400;Le Locle;Rue du Tertre 4;***confidential***;SEAT;13000;285;9.2009;9;2009;2009-09
https://www.autoscout24.ch/7455618;7455618;2020_03_03 00:34:20;SEAT Leon 2.8 Cupra 4 (Limousine);CHF 1'500.–;204 PS;11.2001;310'000 km;Benzin;Schaltgetriebe manuell;***confidential***;9008;sankt gallen;9008 sankt gallen;***confidential***;SEAT;1500;204;11.2001;11;2001;2001-11
https://www.autoscout24.ch/7247139;7247139;2020_03_03 00:34:27;SEAT Leon 2.8 Cupra 4 (Limousine);CHF 3'000.–;204 PS;3.2002;256'200 km;Benzin;Schaltgetriebe manuell;***confidential***;6344;Meierskappel;Sonderi 1;***confidential***;SEAT;3000;204;3.2002;3;2002;2002-03
https://www.autoscout24.ch/7435182;7435182;2020_03_03 00:35:02;MINI Cooper S Cabriolet Steptronic (Cabriolet);CHF 24'100.–;192 PS;4.2016;40'500 km;Benzin;Automat sequentiell;***confidential***;1095;lutry;Chemin des Pâles 2;***confidential***;MINI;24100;192;4.2016;4;2016;2016-04
https://www.autoscout24.ch/7432731;7432731;2020_03_03 00:35:06;MINI Cooper S Cabriolet Steptronic (Cabriolet);CHF 19'000.–;184 PS;6.2015;16'000 km;Benzin;Automat sequentiell;***confidential***;6405;Immensee;Ribetschiweg 4;***confidential***;MINI;19000;184;6.2015;6;2015;2015-06
https://www.autoscout24.ch/7224497;7224497;2020_03_03 00:37:05;OPEL Astra Cabriolet 1.8i 16V (Cabriolet);CHF 6'900.–;125 PS;1.2002;63'000 km;Benzin;Schaltgetriebe manuell;***confidential***;6648;Minusio;Via Arch. Frizzi 6;***confidential***;OPEL;6900;125;1.2002;1;2002;2002-01
https://www.autoscout24.ch/7456552;7456552;2020_03_03 00:39:50;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 42'000.–;190 PS;5.2017;28'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;6802;Rivera;6802 Rivera;***confidential***;AUDI;42000;190;5.2017;5;2017;2017-05
https://www.autoscout24.ch/7453537;7453537;2020_03_03 00:40:00;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 38'900.–;190 PS;9.2017;74'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;4813;Uerkheim;4813 Uerkheim;***confidential***;AUDI;38900;190;9.2017;9;2017;2017-09
https://www.autoscout24.ch/7446563;7446563;2020_03_03 00:40:05;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 32'900.–;190 PS;11.2015;38'000 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;5432;Neuenhof;Güterstrasse 20;***confidential***;AUDI;32900;190;11.2015;11;2015;2015-11
https://www.autoscout24.ch/7428727;7428727;2020_03_03 00:40:49;VW T5 2.5 TDI PD (Bus);CHF 12'500.–;174 PS;12.2005;278'839 km;Diesel;Schaltgetriebe manuell;***confidential***;8833;Samstagern;Im Obstgarten 5b;***confidential***;VW;12500;174;12.2005;12;2005;2005-12
https://www.autoscout24.ch/7426946;7426946;2020_03_03 00:40:51;VW T5 2.5 TDI PD (Bus);CHF 4'300.–;131 PS;9.2005;269'000 km;Diesel;Schaltgetriebe manuell;***confidential***;8000;Zürich;.;***confidential***;VW;4300;131;9.2005;9;2005;2005-09
https://www.autoscout24.ch/7466918;7466918;2020_03_03 00:41:06;VW T5 2.5 TDI PD 4MOTION (Bus);CHF 12'500.–;174 PS;9.2006;256'000 km;Diesel;Schaltgetriebe manuell;***confidential***;3324;Hindelbank;Berstrasse;***confidential***;VW;12500;174;9.2006;9;2006;2006-09
https://www.autoscout24.ch/7423553;7423553;2020_03_03 00:44:41;VOLVO V60 T6 AWD Summum Geartronic (Kombi);CHF 11'000.–;304 PS;3.2012;182'000 km;Benzin;Automat sequentiell;***confidential***;8590;Romanshorn;Neustrasse26;***confidential***;VOLVO;11000;304;3.2012;3;2012;2012-03
https://www.autoscout24.ch/7295694;7295694;2020_03_03 00:44:51;VOLVO V60 T6 AWD Summum R-Design Geartronic (Kombi);CHF 34'900.–;304 PS;5.2015;23'900 km;Benzin;Automat;***confidential***;3714;Frutigen;Hirschimattstrasse 7;***confidential***;VOLVO;34900;304;5.2015;5;2015;2015-05
https://www.autoscout24.ch/7253219;7253219;2020_03_03 00:45:34;SEAT Altea XL Freetrack 2.0 TDI Style (Kompaktvan / Minivan);CHF 11'700.–;170 PS;12.2012;62'000 km;Diesel;Schaltgetriebe manuell;***confidential***;4127;Birsfelden;Sonnenbergstrasse 27;***confidential***;SEAT;11700;170;12.2012;12;2012;2012-12
https://www.autoscout24.ch/7368144;7368144;2020_03_03 00:54:51;MERCEDES-BENZ Vito 116 BlueTec Tourer Select 7G-Tronic (Kombi);CHF 26'000.–;163 PS;1.2016;78'000 km;Diesel;Automat sequentiell;***confidential***;1632;Riaz;Cudré 8;***confidential***;MERCEDES-BENZ;26000;163;1.2016;1;2016;2016-01
https://www.autoscout24.ch/7447363;7447363;2020_03_03 00:57:52;SUBARU Forester 2.0 A (SUV / Geländewagen);CHF 2'000.–;125 PS;6.1999;292'800 km;Benzin;Automat;***confidential***;4932;Gutenburg;4932 Gutenburg;***confidential***;SUBARU;2000;125;6.1999;6;1999;1999-06
https://www.autoscout24.ch/6575608;6575608;2020_03_03 01:06:22;MERCEDES-BENZ A 200 7G-DCT (Limousine);CHF 21'000.–;156 PS;11.2015;49'751 km;Benzin;Automatisiertes Schaltgetriebe;***confidential***;1728;Rossens;Zi In riaux;***confidential***;MERCEDES-BENZ;21000;156;11.2015;11;2015;2015-11
https://www.autoscout24.ch/7425640;7425640;2020_03_03 01:10:24;VW Sharan 2.0 TDI BMT Comfortline DSG (Kompaktvan / Minivan);CHF 16'800.–;184 PS;8.2015;179'800 km;Diesel;Automatisiertes Schaltgetriebe;***confidential***;6300;Zug;Chamerstrasse 176;***confidential***;VW;16800;184;8.2015;8;2015;2015-08
https://www.autoscout24.ch/7470823;7470823;2020_03_03 01:18:36;HYUNDAI i40 Wagon 1.7 CRDI ISG Comfort (Kombi);CHF 9'900.–;116 PS;12.2012;158'000 km;Diesel;Schaltgetriebe manuell;***confidential***;6042;Dietwil;Reussblick 1;***confidential***;HYUNDAI;9900;116;12.2012;12;2012;2012-12
https://www.autoscout24.ch/7441648;7441648;2020_03_03 01:20:01;PORSCHE Panamera 3.0 Diesel Tiptronic (Limousine);CHF 36'000.–;250 PS;7.2011;153'000 km;Diesel;Automat sequentiell;***confidential***;4055;Basel;belforderstrasse 144;***confidential***;PORSCHE;36000;250;7.2011;7;2011;2011-07
https://www.autoscout24.ch/7432035;7432035;2020_03_03 01:21:00;MINI Countryman Cooper S ALL4 (SUV / Geländewagen);CHF 23'900.–;190 PS;2.2015;43'000 km;Benzin;Schaltgetriebe manuell;***confidential***;6014;Luzern;Löwengrube 8;***confidential***;MINI;23900;190;2.2015;2;2015;2015-02
https://www.autoscout24.ch/7421865;7421865;2020_03_03 01:21:03;MINI Countryman Cooper S ALL4 (SUV / Geländewagen);CHF 11'500.–;184 PS;10.201;121'000 km;Benzin;Schaltgetriebe manuell;***confidential***;8344;Bäretswil;8344 Bäretswil;***confidential***;MINI;11500;184;10.201;10;2010;2010-10
https://www.autoscout24.ch/7436475;7436475;2020_03_03 01:21:58;SUBARU G3X Justy 1.5 AWD (Kleinwagen);CHF 2'400.–;99 PS;2.2004;117'500 km;Benzin;Schaltgetriebe manuell;***confidential***;8603;Schwerzenbach;Oberholzstrasse 1;***confidential***;SUBARU;2400;99;2.2004;2;2004;2004-02
https://www.autoscout24.ch/7448494;7448494;2020_03_03 01:23:04;MERCEDES-BENZ A 170 Avantgarde (Limousine);CHF 8'900.–;115 PS;12.2008;88'000 km;Benzin;Schaltgetriebe manuell;***confidential***;3600;Thun;3600 Thun;***confidential***;MERCEDES-BENZ;8900;115;12.2008;12;2008;2008-12
https://www.autoscout24.ch/7413509;7413509;2020_03_03 01:25:43;AUDI A1 Sportback 1.4 TDI (Kleinwagen);CHF 16'000.–;90 PS;3.2017;22'442 km;Diesel;Schaltgetriebe manuell;***confidential***;6862;Rancate;Via Sotto Chiesa 12;***confidential***;AUDI;16000;90;3.2017;3;2017;2017-03
https://www.autoscout24.ch/7415045;7415045;2020_03_03 01:27:05;BMW M235i xDrive Steptronic (Coupé);CHF 29'000.–;326 PS;12.2015;44'500 km;Benzin;Automat sequentiell;***confidential***;9404;Rorschacherberg;9404 Rorschacherberg;***confidential***;BMW;29000;326;12.2015;12;2015;2015-12
https://www.autoscout24.ch/7468218;7468218;2020_03_03 01:28:46;SKODA Octavia Combi 1.4 TSI Active (Kombi);CHF 6'200.–;122 PS;4.2012;124'000 km;Benzin;Schaltgetriebe manuell;***confidential***;3904;Naters;Haselmattenstrasse 27;***confidential***;SKODA;6200;122;4.2012;4;2012;2012-04
https://www.autoscout24.ch/7210881;7210881;2020_03_03 01:28:50;SKODA Octavia Combi 1.4 TSI Active (Kombi);CHF 9'900.–;140 PS;10.2013;62'000 km;Benzin;Schaltgetriebe manuell;***confidential***;2555;Brügg;2555 Brügg;***confidential***;SKODA;9900;140;10.2013;10;2013;2013-10
