listing_id,district,latitude,longitude,rooms,living_area,year_built,floor,has_balcony,has_elevator,monthly_rent_chf
LS-101761,D11,47.379787,8.491676,3.0,97.0 m2,1898.0,6,no,1,1700.0
LS-101036,D05,47.362243,8.496739,4.0,90.6 m2,1973.0,5,no,1,1835.0
LS-101803,D07,47.365996,8.455553,3.5,99.1 m2,1909.0,7,yes,1,1415.0
LS-101643,D12,47.377405,8.541053,4.0,99.4 m2,1925.0,8,no,1,2330.0
LS-101267,D07,47.37977,8.457933,4.5,94.7 m2,2009.0,1,yes,1,1395.0
LS-101647,D01,47.372731,8.554761,4.5,96.4 m2,1939.0,6,yes,1,1845.0
LS-100744,D02,47.372002,8.501659,4.5,95.8 m2,1894.0,3,no,1,1690.0
LS-101925,D12,47.375055,8.549624,3.5,102.2 m2,1968.0,3,yes,1,2030.0
LS-102699,D04,47.346689,8.556719,2.0,53.3 m2,1927.0,1,yes,0,1025.0
LS-100854,D01,47.366474,8.548157,4.5,88.4 m2,1971.0,8,no,1,1660.0
LS-100200,D03,47.360238,8.527966,1.5,53.2 m2,2015.0,-99,yes,1,1820.0
LS-101915,D12,47.387707,8.544603,4.5,134.6 m2,2010.0,3,yes,0,2460.0
LS-102816,D05,47.3574,8.497399,5.5,130.5 m2,1942.0,5,no,1,2335.0
LS-102221,D11,47.373731,8.49016,4.0,117.0 m2,1995.0,5,yes,1,2475.0
LS-100928,D12,47.377571,8.538721,5.0,83.0 m2,1898.0,6,no,1,1900.0
LS-101379,D03,47.362774,8.555038,3.5,88.9 m2,1965.0,5,no,1,2205.0
LS-101442,D11,47.379479,8.495321,3.0,92.9 m2,1963.0,5,yes,1,1760.0
LS-100525,D10,47.345315,8.531432,4.0,120.3 m2,1941.0,2,yes,1,1740.0
LS-101401,D07,47.364784,8.48172,5.0,102.7 m2,1961.0,0,no,1,1560.0
LS-101714,D07,47.374577,8.478982,4.0,87.8 m2,1994.0,-99,yes,1,1535.0
LS-102163,D08,47.401223,8.487054,5.0,135.4 m2,1914.0,7,no,1,1750.0
LS-100506,D08,47.393799,8.495469,4.5,108.5 m2,2017.0,5,yes,1,1950.0
LS-100479,D09,47.357719,8.473721,1.0,32.0 m2,1965.0,1,no,0,450.0
LS-100687,D11,47.378514,8.50352,2.5,68.3 m2,1942.0,8,yes,1,1650.0
LS-101062,D06,47.354871,8.541616,1.5,38.4 m2,2009.0,4,yes,0,1160.0
LS-101318,D01,47.374931,8.546779,4.0,116.9 m2,1891.0,7,yes,1,2255.0
LS-100396,D02,47.384152,8.508866,2.5,55.8 m2,1930.0,8,yes,1,1295.0
LS-102452,D11,47.367565,8.494364,4.5,97.7 m2,1985.0,3,no,1,1930.0
LS-101422,D04,47.344704,8.550878,2.0,75.3 m2,1988.0,5,yes,1,1845.0
LS-101377,D03,47.360367,8.541858,2.0,42.5 sqm,1975.0,6,yes,1,1185.0
LS-100897,D05,47.363074,8.477993,2.5,66.6 m2,1999.0,1,yes,1,1120.0
LS-102686,D10,47.351066,8.532525,2.0,48.8 m2,1972.0,5,no,1,940.0
LS-102233,D08,47.406099,8.483839,3.0,108.9 m2,2023.0,3,no,0,1800.0
LS-100602,D02,47.377641,8.511359,2.5,79.7 m2,1903.0,3,yes,0,1295.0
LS-100240,D04,47.354878,8.572913,4.0,111.9 m2,2021.0,2,yes,1,2975.0
LS-101402,D08,47.401862,8.502486,2.5,58.2 m2,1973.0,7,yes,1,955.0
LS-100448,D02,47.37969,8.520305,2.0,70.1 m2,2007.0,8,yes,1,1725.0
LS-100824,D02,47.376446,8.496626,3.5,100.6 m2,2017.0,8,no,1,2205.0
LS-102490,D12,47.379245,8.56118,4.5,100.5 m2,,5,no,1,2485.0
LS-100013,D07,47.366176,8.480642,4.0,99.0 m2,1965.0,0,yes,0,1365.0
LS-102995,D06,47.353533,8.520936,5.0,157.2 m2,1939.0,1,no,0,3195.0
LS-102518,D01,47.368219,8.554956,3.0,86.6 m2,1997.0,0,no,0,1425.0
LS-101067,D06,47.3597,8.531995,3.5,92.5 m2,2015.0,2,no,1,2585.0
LS-102612,D01,47.370778,8.549907,2.0,46.9 m2,1986.0,2,no,1,1050.0
LS-102770,D12,47.370401,8.558156,2.0,36.6 m2,2009.0,0,yes,0,805.0
LS-100376,D04,47.351356,8.571339,5.5,132.3 m2,1916.0,5,yes,1,2985.0
LS-101225,D01,47.373402,8.557567,3.0,57.6 m2,,8,yes,1,1315.0
LS-100263,D08,47.400546,8.494642,2.0,62.1 m2,1944.0,2,yes,1,905.0
LS-100615,D06,47.341864,8.521528,3.0,61.7 m2,1893.0,3,yes,0,1040.0
LS-100503,D07,47.363226,8.477712,3.5,108.7 m2,1926.0,2,yes,1,1735.0
LS-100057,D06,47.354717,8.537309,4.5,113.3 m2,1964.0,4,no,0,2715.0
LS-102593,D04,47.339664,8.553833,3.0,75.6 m2,1985.0,5,yes,1,1855.0
LS-102318,D12,47.374178,8.546203,1.0,34.8 m2,1918.0,5,no,1,650.0
LS-102067,D09,47.357638,8.474648,2.5,68.4 m2,1905.0,4,yes,0,740.0
LS-102385,D12,47.378062,8.55664,3.5,76.9 m2,,8,no,1,1510.0
LS-102705,D09,47.358719,8.473049,4.0,105.0 m2,1972.0,6,yes,1,1405.0
LS-100232,D09,47.36254,8.482396,3.0,69.6 m2,,4,yes,1,675.0
LS-102573,D02,47.379225,8.509633,3.5,75.9 sqm,1932.0,7,yes,1,1760.0
LS-101625,D09,47.355865,8.477128,2.5,76.1 m2,2007.0,2,yes,0,935.0
LS-102838,D12,47.380232,8.549856,2.5,54.7 m2,1926.0,8,no,1,915.0
LS-101085,D10,47.346488,8.532052,5.0,195.0 m2,2004.0,3,yes,0,3250.0
LS-101291,D07,47.367214,8.462237,3.5,80.8 m2,2022.0,7,yes,1,1920.0
LS-102207,D07,47.367332,8.472159,3.5,94.6 m2,1915.0,8,yes,1,1660.0
LS-101568,D09,47.365806,8.47475,4.0,57.5 m2,2021.0,0,no,0,1290.0
LS-101075,D11,47.387157,8.485821,3.0,68.9 m2,1919.0,7,yes,1,1385.0
LS-100785,D09,47.355336,8.473768,2.0,74.7 m2,1928.0,4,no,1,910.0
LS-102810,D02,47.376443,8.490176,2.5,76.1 m2,2000.0,2,yes,1,1615.0
LS-100173,D10,47.359552,8.534294,1.0,39.8 m2,1973.0,4,yes,1,905.0
LS-100141,D08,47.400326,8.489345,4.5,118.0 m2,1897.0,8,yes,1,1550.0
LS-100204,D12,47.380978,8.555534,1.0,32.9 m2,1890.0,7,yes,1,565.0
LS-102061,D10,47.346135,8.532717,1.0,26.0 m2,1960.0,2,no,1,455.0
LS-101765,D03,47.370623,8.526338,1.0,26.5 m2,1891.0,8,yes,1,865.0
LS-102072,D08,47.406457,8.492522,3.0,87.1 m2,2007.0,5,no,1,1540.0
LS-102040,D10,47.348252,8.541058,2.0,53.8 m2,1911.0,1,no,0,940.0
LS-102933,D02,47.373804,8.506442,3.0,77.4 m2,2002.0,8,yes,1,1665.0
LS-102111,D08,47.408951,8.496197,4.5,145.1 m2,1935.0,6,no,1,1835.0
LS-100681,D03,47.353397,8.528077,2.0,64.2 m2,1966.0,8,yes,1,1590.0
LS-100977,D07,47.371585,8.480878,3.5,105.8 m2,,5,no,1,1600.0
LS-102212,D01,47.371896,8.535234,3.5,89.6 m2,1899.0,6,no,1,1840.0
LS-100845,D09,47.356255,8.472489,3.0,87.7 sqm,2012.0,7,yes,1,1305.0
LS-102360,D08,47.394952,8.496512,3.0,82.9 m2,1964.0,5,yes,1,1455.0
LS-101698,D11,47.393315,8.494844,3.0,77.2 m2,2022.0,3,no,1,1875.0
LS-101123,D09,47.364153,8.481615,2.0,55.2 m2,1999.0,0,yes,0,695.0
LS-101809,D07,47.360827,8.487963,1.0,40.3 m2,1895.0,6,no,1,630.0
LS-100789,D09,47.354616,8.475382,2.5,84.3 m2,,2,no,1,950.0
LS-102891,D06,47.35302,8.520583,1.5,43.3 m2,1944.0,0,yes,0,705.0
LS-102762,D03,47.357998,8.54058,4.0,111.7 m2,1904.0,4,yes,1,2520.0
LS-102958,D11,47.37545,8.492944,4.0,102.6 m2,2023.0,3,yes,0,2490.0
LS-101520,D12,47.363745,8.559617,3.0,54.8 m2,1949.0,1,no,0,975.0
LS-101181,D10,47.348485,8.527811,4.0,96.3 m2,1899.0,1,no,0,1490.0
LS-100268,D10,47.35221,8.53495,4.5,114.0 m2,1921.0,0,no,0,1700.0
LS-102152,D01,47.378741,8.539221,3.5,112.3 m2,,4,yes,0,2230.0
LS-101002,D01,47.367638,8.522777,2.5,77.2 m2,2004.0,-99,yes,1,1770.0
LS-100511,D03,47.356446,8.53744,2.5,65.2 m2,1908.0,1,yes,1,1455.0
LS-101531,D02,47.378424,8.51002,3.5,108.1 m2,1926.0,6,no,1,2305000.0
LS-101649,D07,47.363034,8.464902,3.5,76.8 m2,1916.0,0,no,1,850.0
LS-100100,D08,47.396501,8.478172,4.5,86.9 m2,1919.0,6,no,1,1125.0
LS-100012,D03,47.365651,8.5206,3.0,78.5 m2,1926.0,0,yes,1,1765.0
LS-100644,D12,47.385804,8.539096,3.5,98.1 m2,,5,yes,1,2285.0
LS-101614,D12,47.376902,8.539296,4.5,129.7 m2,1924.0,0,yes,1,2470.0
LS-100778,D08,47.402473,8.496641,1.0,37.8 m2,1984.0,1,no,0,525.0
LS-100929,D06,47.349863,8.532641,4.0,103.6 m2,1900.0,4,yes,1,1910.0
LS-101320,D03,47.357165,8.529523,3.5,82.4 m2,2012.0,7,no,1,1845.0
LS-101165,D10,47.357499,8.525636,2.5,73.5 m2,1911.0,8,yes,1,1535.0
LS-100992,D08,47.391055,8.499471,2.0,43.1 m2,1954.0,6,no,1,640.0
LS-101366,D03,47.358162,8.534414,4.0,120.0 m2,1996.0,-99,no,1,2870.0
LS-102199,D01,47.364449,8.547581,3.0,70.4 m2,1902.0,7,no,1,1260.0
LS-101900,D06,47.341994,8.532354,4.5,154.6 m2,2022.0,4,no,0,3335.0
LS-101523,D07,47.371645,8.469501,4.0,94.4 m2,1928.0,3,no,1,1710.0
LS-100020,D06,47.357369,8.520615,3.0,79.7 m2,2023.0,3,no,0,2105.0
LS-100749,D09,47.362193,8.472606,1.5,38.6 m2,1989.0,2,yes,0,560.0
LS-101077,D09,47.363565,8.46491,4.0,85.1 m2,1920.0,6,yes,1,1165.0
LS-100117,D04,47.342566,8.562075,4.0,82.9 m2,1891.0,1,no,0,1555.0
LS-102951,D10,47.347796,8.542137,2.0,44.7 m2,1905.0,6,no,1,695.0
LS-101164,D01,47.360325,8.55514,4.0,105.4 m2,2004.0,8,no,1,2075.0
LS-101409,D05,47.360678,8.48921,4.5,117.9 m2,2008.0,7,yes,1,2235.0
LS-100563,D05,47.351497,8.485283,4.5,76.6 m2,1906.0,-99,yes,1,1570.0
LS-102635,D08,47.413448,8.503534,1.0,18.1 m2,,6,no,1,450.0
LS-102711,D03,47.369398,8.537632,2.5,62.1 m2,2011.0,8,yes,1,1590.0
LS-100490,D05,47.359219,8.505183,3.0,75.4 m2,1932.0,0,yes,1,1655.0
LS-100046,D05,47.362759,8.507474,5.5,111.5 m2,1958.0,3,yes,1,2465.0
LS-100492,D09,47.353662,8.462684,2.0,33.8 m2,2003.0,1,yes,1,520.0
LS-102366,D12,47.384739,8.542051,1.5,36.6 m2,1928.0,8,no,1,1165.0
LS-102493,D06,47.346217,8.530843,1.0,27.2 m2,1953.0,5,yes,1,590.0
LS-102458,D06,47.350766,8.531191,5.5,89.3 sqm,1920.0,7,yes,1,1905.0
LS-101699,D03,47.378202,8.540005,3.0,92.1 m2,,0,no,0,1965.0
LS-102500,D02,47.374622,8.510449,4.5,77.6 m2,1907.0,4,yes,1,1795.0
LS-100768,D01,47.364091,8.545203,4.0,86.5 m2,1945.0,4,no,1,1550.0
LS-101398,D02,47.379612,8.507191,5.5,170.9 m2,1996.0,2,no,1,3400.0
LS-101726,D01,47.377659,8.552289,1.0,28.5 m2,2013.0,1,yes,1,995.0
LS-102766,D05,47.357654,8.491766,4.0,87.2 m2,1955.0,2,yes,1,1925.0
LS-102631,D05,47.357182,8.500873,1.5,38.5 m2,1900.0,8,yes,1,845.0
LS-102745,D10,47.346486,8.52863,4.5,108.8 m2,1906.0,8,yes,1,1870.0
LS-101038,D12,47.380293,8.549027,3.0,85.0 m2,1905.0,3,no,1,1640.0
LS-102742,D07,47.362865,8.475253,1.5,44.2 m2,1904.0,6,yes,1,735.0
LS-102969,D01,47.369146,8.548072,4.0,96.5 m2,1930.0,8,yes,1,2205.0
LS-100564,D10,47.354852,8.525788,3.5,92.4 m2,1952.0,1,yes,1,1940.0
LS-100609,D04,47.343143,8.575159,1.5,59.8 m2,1905.0,2,no,0,1165.0
LS-102783,D07,47.365448,8.484795,3.0,77.7 m2,1996.0,5,yes,1,1385.0
LS-102768,D10,47.362031,8.534235,4.0,103.6 m2,,2,yes,1,2300.0
LS-101949,D12,47.378338,8.551236,4.5,126.8 m2,1958.0,1,no,0,2430.0
LS-102676,D02,47.385811,8.497367,4.5,119.7 m2,2005.0,2,yes,0,1950.0
LS-101256,D10,47.347825,8.529628,2.5,67.1 m2,1923.0,8,no,1,1305.0
LS-100576,D05,47.351691,8.505901,3.5,82.5 m2,1927.0,0,yes,1,1380.0
LS-100626,D01,47.376431,8.536163,1.0,43.6 m2,1917.0,5,no,1,1160.0
LS-102236,D07,47.366729,8.480097,3.0,70.0 m2,1926.0,6,no,1,1405.0
LS-101434,D06,47.340188,8.532391,5.0,177.7 m2,1890.0,-99,yes,1,3200.0
LS-102874,D06,47.349717,8.525558,1.5,26.9 m2,1910.0,5,no,1,605.0
LS-102367,D02,47.385939,8.500932,2.5,42.1 m2,,4,yes,0,805.0
LS-101598,D04,47.348283,8.572702,4.5,122.3 m2,2014.0,2,no,0,2705.0
LS-101958,D12,47.381163,8.549584,3.0,76.6 m2,1927.0,0,yes,1,1570.0
LS-101224,D02,47.38718,8.521325,3.5,79.1 m2,1930.0,6,yes,1,1820.0
LS-100755,D06,47.345825,8.513098,5.5,168.8 m2,1904.0,0,no,1,2880.0
LS-101754,D04,47.352511,8.56686,3.5,77.4 m2,1997.0,7,yes,1,2030.0
LS-101596,D10,47.352426,8.520913,2.5,79.2 m2,1947.0,4,yes,0,1315.0
LS-102646,D02,47.377763,8.500964,4.5,111.5 m2,1936.0,5,yes,1,2070.0
LS-100639,D03,47.367426,8.53326,5.0,169.5 m2,2013.0,6,yes,1,4470.0
LS-101032,D06,47.34564,8.528097,2.5,74.4 m2,1987.0,4,no,0,1615.0
LS-100043,D05,47.353042,8.498097,2.0,66.8 m2,2004.0,1,no,1,1380.0
LS-100007,D02,47.387656,8.524447,2.5,55.5 m2,1942.0,0,yes,0,925.0
LS-102390,D10,47.353085,8.52864,1.5,49.7 m2,1975.0,8,yes,1,1400.0
LS-100738,D03,47.370339,8.540501,3.0,95.4 m2,2020.0,8,no,1,3290.0
LS-100032,D02,47.37974,8.502129,3.0,135.7 m2,1991.0,7,yes,1,2810.0
LS-100470,D11,47.381817,8.499698,1.0,42.0 m2,1933.0,0,yes,0,985.0
LS-100471,D03,47.366921,8.534171,5.0,106.0 m2,1957.0,6,yes,1,2965.0
LS-100421,D02,47.371458,8.4998,3.5,90.5 m2,1977.0,6,yes,1,2000.0
LS-101759,D01,47.369712,8.540921,2.5,68.6 m2,1913.0,3,yes,1,1730.0
LS-102281,D02,47.373848,8.502537,1.0,29.1 m2,1958.0,5,no,1,540.0
LS-101642,D01,47.370192,8.539686,3.5,100.5 m2,1951.0,0,yes,1,2360.0
LS-101538,D09,47.356843,8.485206,5.5,128.3 m2,1980.0,6,yes,1,2020.0
LS-102178,D09,47.37309,8.479503,2.0,59.8 m2,1927.0,5,yes,1,815.0
LS-102777,D09,47.346872,8.454266,4.5,108.1 m2,1979.0,2,yes,0,1295.0
LS-102750,D06,47.350383,8.515995,3.0,95.8 m2,1934.0,7,yes,1,1875.0
LS-101706,D03,47.372694,8.540309,1.0,37.2 m2,1957.0,8,yes,1,1340.0
LS-100905,D12,47.379193,8.540305,3.0,80.9 m2,1938.0,1,yes,1,1670.0
LS-101109,D09,47.358351,8.478834,5.0,96.3 m2,1928.0,5,yes,1,1385.0
LS-102860,D09,47.359815,8.477994,2.0,56.3 m2,1971.0,1,yes,1,845.0
LS-101678,D11,47.377144,8.490764,2.5,77.5 sqm,1933.0,3,yes,1,1660.0
LS-101127,D06,47.34794,8.531009,4.5,81.8 m2,2018.0,8,yes,1,2340.0
LS-100464,D11,47.372742,8.493743,2.0,79.9 m2,1950.0,5,yes,1,1445.0
LS-101389,D03,47.358988,8.530877,4.5,141.8 m2,1912.0,2,no,1,2985.0
LS-101305,D06,47.338296,8.533158,4.0,118.3 m2,1918.0,4,yes,0,2205.0
LS-102502,D11,47.381222,8.497547,3.5,81.3 m2,1980.0,8,yes,1,2030.0
LS-101039,D04,47.342079,8.570849,3.0,72.1 m2,1976.0,1,no,1,1570.0
LS-100667,D03,47.361659,8.551099,3.5,80.1 m2,1998.0,6,yes,1,2045.0
LS-100009,D04,47.352326,8.578517,1.5,45.4 m2,1980.0,3,yes,0,1080.0
LS-102284,D09,47.354497,8.464724,4.0,97.0 m2,1923.0,3,no,0,890.0
LS-101792,D11,47.385183,8.48489,4.0,131.3 m2,1960.0,3,yes,0,2385.0
LS-101146,D01,47.371387,8.539258,5.5,208.9 m2,2010.0,8,no,1,4665.0
LS-100997,D09,47.352392,8.46503,2.0,45.5 m2,1929.0,6,yes,1,570.0
LS-101336,D12,47.378894,8.549902,3.5,95.7 m2,1935.0,2,yes,0,1680.0
LS-100983,D12,47.379173,8.558611,3.5,100.0 m2,1895.0,1,no,1,1825.0
LS-101514,D05,47.350293,8.501957,4.5,125.0 sqm,1896.0,1,yes,1,2495.0
LS-102499,D11,47.389851,8.483126,3.5,94.7 m2,1895.0,6,no,1,1630.0
LS-100979,D08,47.400676,8.50465,1.5,32.6 m2,,3,yes,1,450.0
LS-101347,D08,47.405562,8.479315,2.0,59.1 m2,,0,no,1,815.0
LS-102015,D06,47.356915,8.529863,2.5,83.5 m2,1941.0,6,no,1,2045.0
LS-101502,D12,47.372113,8.549073,1.0,18.0 m2,1911.0,1,no,1,520.0
LS-100048,D06,47.329278,8.529477,3.0,85.5 m2,1979.0,1,yes,1,1405.0
LS-102517,D02,47.368088,8.507719,2.0,37.8 m2,1924.0,4,no,0,970.0
LS-101171,D04,47.366624,8.565765,4.0,119.0 m2,2005.0,1,yes,0,2955.0
LS-101429,D06,47.343943,8.516813,3.5,89.9 m2,2023.0,6,no,1,2185.0
LS-101720,D07,47.373063,8.475396,3.5,90.7 m2,2007.0,2,no,1,1475.0
LS-100432,D04,47.345642,8.558799,3.5,84.0 sqm,1960.0,3,no,0,1735.0
LS-100786,D07,47.369016,8.475037,3.0,78.2 sqm,1987.0,3,yes,1,1265.0
LS-101763,D12,47.376381,8.540218,5.5,167.9 m2,1976.0,4,no,1,3625.0
LS-100124,D10,47.364553,8.537598,3.5,89.9 m2,1915.0,3,no,0,1635.0
LS-100065,D12,47.378228,8.549687,1.0,28.5 m2,1973.0,7,yes,1,635.0
LS-102006,D07,47.358537,8.467036,2.5,57.8 m2,1992.0,0,yes,0,1025.0
LS-101242,D05,47.35161,8.488094,4.5,101.0 m2,1915.0,6,yes,1,1865.0
LS-101968,D12,47.384218,8.543891,2.5,68.2 m2,2011.0,4,no,0,1535.0
LS-102556,D10,47.3551,8.539604,1.5,42.3 m2,1922.0,0,no,0,780.0
LS-101787,D11,47.376041,8.505145,2.0,64.6 m2,1903.0,6,yes,1,1420.0
LS-101396,D10,47.359986,8.539176,4.0,110.5 m2,1899.0,3,yes,1,2170.0
LS-100780,D10,47.352076,8.532973,4.5,104.6 m2,1937.0,4,no,0,1735.0
LS-101371,D10,47.365118,8.53002,3.5,77.7 m2,2014.0,2,yes,1,1665.0
LS-100129,D12,47.380585,8.54031,2.5,71.2 m2,1981.0,5,no,1,1360.0
LS-101228,D07,47.361339,8.480273,4.5,104.6 m2,1967.0,5,yes,1,1940.0
LS-101435,D02,47.373343,8.514375,1.5,28.6 m2,1982.0,7,yes,1,650.0
LS-101418,D04,47.353625,8.569941,1.5,29.1 m2,2021.0,3,yes,1,1125.0
LS-101675,D12,47.377593,8.549427,4.5,115.9 m2,1919.0,0,yes,1,2655.0
LS-102992,D04,47.346947,8.569901,2.5,64.3 m2,,5,no,1,1620000.0
LS-102516,D10,47.344608,8.548141,3.5,84.0 m2,2015.0,1,yes,1,2140.0
LS-102077,D04,47.353763,8.553561,2.0,52.8 m2,2004.0,0,yes,1,1385.0
LS-102961,D08,47.407571,8.485333,2.0,58.8 m2,1913.0,1,no,0,765.0
LS-102855,D01,47.371784,8.553444,5.5,125.3 m2,1911.0,4,no,0,2445.0
LS-102684,D09,47.351455,8.467979,3.5,92.6 m2,1959.0,5,yes,1,1125.0
LS-101122,D05,47.360337,8.502283,3.5,90.1 m2,1922.0,1,yes,0,1870.0
LS-102324,D01,47.371441,8.535244,5.5,177.4 m2,,1,yes,1,3580.0
LS-100237,D08,47.399269,8.49016,2.5,64.8 m2,1920.0,6,no,1,995.0
LS-101793,D12,47.376524,8.556085,1.5,33.1 m2,1953.0,8,no,1,915.0
LS-102333,D04,47.337449,8.55338,4.5,119.2 m2,1900.0,4,no,1,2670.0
LS-101271,D01,47.370729,8.555507,5.0,140.0 m2,1932.0,8,yes,1,2750.0
LS-102875,D10,47.361263,8.535643,4.5,121.1 m2,,0,no,0,2295.0
LS-101591,D05,47.370069,8.512001,1.5,56.4 m2,1904.0,7,yes,1,1500.0
LS-100898,D04,47.346298,8.570277,1.0,34.1 m2,1971.0,8,yes,1,885.0
LS-101771,D04,47.347842,8.562327,2.0,63.0 m2,1942.0,2,yes,0,1475.0
LS-100762,D09,47.361596,8.47726,4.5,144.6 m2,1990.0,8,no,1,1905.0
LS-100369,D11,47.383487,8.491318,3.0,76.4 m2,1995.0,5,no,1,1670.0
LS-100522,D10,47.353352,8.528743,1.5,37.7 m2,1908.0,1,yes,1,840.0
LS-101235,D04,47.345751,8.568755,2.5,81.0 m2,,1,yes,1,1660.0
LS-100075,D08,47.403653,8.490851,1.0,33.6 m2,1985.0,4,no,0,585.0
LS-102939,D04,47.350473,8.566681,3.5,98.7 m2,1948.0,4,yes,1,2605.0
LS-100054,D12,47.372382,8.544404,4.0,115.8 m2,1970.0,2,yes,1,2955.0
LS-100266,D02,47.378308,8.492451,4.5,123.0 m2,,3,no,0,1990.0
LS-102628,D10,47.36289,8.530465,2.5,63.1 m2,1993.0,4,no,0,1130.0
LS-101691,D08,47.402967,8.482523,3.5,68.9 m2,1950.0,8,no,1,1060.0
LS-101852,D04,47.340518,8.56429,4.5,125.6 m2,1942.0,-99,no,1,2475.0
LS-102989,D05,47.361779,8.49314,3.0,53.0 m2,2003.0,3,yes,0,1160.0
LS-100382,D01,47.373623,8.549671,1.0,28.0 m2,1948.0,4,yes,1,470.0
LS-102903,D09,47.364307,8.476001,4.5,134.4 m2,,6,yes,1,1680.0
LS-101980,D06,47.347709,8.528474,3.0,88.4 m2,1911.0,-99,no,1,1880.0
LS-102834,D10,47.349452,8.535998,4.0,103.9 m2,1921.0,7,yes,1,1900.0
LS-102329,D02,47.378699,8.506828,3.0,92.0 m2,,6,yes,1,1860.0
LS-101769,D05,47.355035,8.506192,1.0,37.4 m2,2012.0,6,yes,1,800.0
LS-100835,D09,47.360898,8.461874,3.0,93.2 m2,1906.0,8,yes,1,1215.0
LS-102934,D02,47.384296,8.511936,3.0,79.6 m2,1923.0,1,yes,1,1465.0
LS-100463,D04,47.344747,8.56139,2.5,66.1 m2,1922.0,3,yes,1,1360.0
LS-101820,D04,47.34671,8.569772,2.5,58.9 m2,1962.0,-99,yes,0,1310.0
LS-102814,D05,47.362761,8.493111,3.5,113.1 m2,1901.0,7,no,1,1945.0
LS-101352,D10,47.349496,8.518672,1.5,46.0 m2,2020.0,2,no,0,1320.0
LS-101906,D07,47.369332,8.462387,3.5,82.0 m2,2008.0,3,yes,0,1485.0
LS-101385,D01,47.359851,8.53902,1.0,49.6 m2,1993.0,4,no,0,975.0
LS-101784,D08,47.410708,8.490924,2.0,66.8 m2,1997.0,4,yes,0,985.0
LS-101257,D06,47.344607,8.514105,2.5,73.1 m2,1943.0,1,yes,0,1365.0
LS-101202,D07,47.365272,8.474711,5.0,108.6 m2,1927.0,0,no,0,1645.0
LS-100595,D03,47.366707,8.532258,4.5,109.9 m2,1981.0,1,no,1,2520.0
LS-101615,D04,47.343541,8.558299,2.0,70.4 m2,1929.0,0,yes,0,1390.0
LS-101229,D09,47.349526,8.468494,2.5,69.4 m2,1971.0,6,yes,1,955.0
LS-101898,D09,47.349961,8.473034,3.5,95.3 m2,1957.0,6,no,1,1105.0
LS-102300,D03,47.372337,8.543031,3.5,103.5 m2,1968.0,6,yes,1,3115.0
LS-101892,D03,47.35418,8.539158,1.5,39.2 m2,2013.0,6,yes,1,1160.0
LS-100367,D10,47.352585,8.528724,3.5,76.1 m2,1956.0,4,no,1,1395.0
LS-102607,D09,47.361932,8.484959,5.5,138.0 m2,2010.0,4,no,0,1620.0
LS-101090,D01,47.367604,8.560834,1.5,58.4 m2,2015.0,6,yes,1,1605.0
LS-100097,D11,47.380058,8.502431,3.0,75.3 m2,1973.0,7,no,1,1430.0
LS-101747,D02,47.383654,8.501167,4.0,112.4 m2,1920.0,0,no,0,1590.0
LS-102440,D07,47.375537,8.463306,4.5,76.0 m2,1934.0,5,yes,1,1180.0
LS-101509,D12,47.379411,8.539659,3.0,88.4 m2,2002.0,8,yes,1,2000.0
LS-100381,D08,47.389553,8.504057,5.5,143.8 m2,,3,yes,0,2190.0
LS-102938,D10,47.352052,8.530032,5.0,121.6 m2,1964.0,2,yes,0,2095.0
LS-102170,D10,47.353062,8.520362,3.5,96.8 m2,1976.0,8,yes,1,1910.0
LS-100028,D09,47.362251,8.482785,1.5,42.3 m2,,6,yes,1,580.0
LS-100447,D04,47.346766,8.557499,5.0,151.5 m2,1983.0,2,no,0,3140.0
LS-102432,D12,47.380391,8.55113,2.5,67.6 m2,1983.0,1,no,0,1075.0
LS-100820,D11,47.382153,8.488251,1.5,46.7 m2,2002.0,4,yes,1,870.0
LS-102568,D02,47.381823,8.511627,2.0,59.2 m2,2012.0,7,no,1,1340.0
LS-101910,D01,47.381424,8.543963,3.0,58.5 m2,1931.0,-99,no,1,935.0
LS-101261,D09,47.356378,8.478249,1.5,34.6 m2,2008.0,3,no,0,950.0
LS-101104,D05,47.364649,8.476387,3.0,78.8 m2,1963.0,8,no,1,1315.0
LS-102571,D05,47.366806,8.492723,2.5,56.4 m2,1946.0,6,yes,1,1380.0
LS-100721,D10,47.36057,8.538843,2.0,52.5 m2,1985.0,4,yes,0,1210.0
LS-101188,D07,47.36946,8.469401,3.0,72.4 m2,1986.0,7,yes,1,1555.0
LS-101475,D09,47.355522,8.463068,4.0,90.4 m2,2021.0,2,no,1,1425.0
LS-102962,D05,47.362761,8.485221,3.5,91.6 m2,1923.0,7,no,1,1755.0
LS-101153,D11,47.388534,8.500795,2.0,42.5 m2,1939.0,3,yes,1,940.0
LS-102897,D03,47.366093,8.543394,2.5,34.5 m2,1913.0,3,no,1,635.0
LS-100779,D12,47.374914,8.556614,2.5,77.4 m2,1997.0,3,yes,0,1820.0
LS-101023,D06,47.334478,8.526542,2.5,75.9 m2,1894.0,0,yes,1,1205.0
LS-100004,D08,47.419738,8.480393,5.5,141.4 m2,1931.0,5,yes,1,1630.0
LS-102018,D02,47.376589,8.512946,5.5,127.3 m2,1994.0,7,yes,1,2660.0
LS-102388,D03,47.37297,8.545501,3.0,77.7 m2,1920.0,6,no,1,2025.0
