Offer_Id;Type;Price;PS;Init_Regist;Kilometer;Fuel_Type;Transmission
7447653;MERCEDES-BENZ A 35 AMG 4Matic Speedshift (Limousine);CHF 57'900.–;306 PS;10.2019;9'000 km;Benzin;Automatisiertes Schaltgetriebe
7447552;HYUNDAI Galloper 2.5 TDI (SUV / Geländewagen);CHF 1'800.–;100 PS;12.1998;145'000 km;Diesel;Schaltgetriebe manuell
7447483;LAND ROVER Range Rover Velar R-Dynamic P 250 SE Automatic (SUV / Geländewagen);CHF 56'900.–;250 PS;5.2018;20'100 km;Benzin;Automat sequentiell
7447336;VW Tiguan 2.0 TDI Sport&Style DSG (SUV / Geländewagen);CHF 12'990.–;140 PS;4.2011;110'000 km;Diesel;Automatisiertes Schaltgetriebe
7447431;AUDI A3 Sedan 1.8 TFSI Ambition quattro S-tronic (Limousine);CHF 22'100.–;180 PS;5.2015;90'000 km;Benzin;Automatisiertes Schaltgetriebe
7446787;AUDI TT Roadster 2.0 TFSI quattro S-tronic (Cabriolet);CHF 29'800.–;230 PS;9.2015;62'000 km;Benzin;Automatisiertes Schaltgetriebe
7447215;BMW X5 3.0d (SUV / Geländewagen);CHF 4'900.–;184 PS;9.2002;158'000 km;Diesel;Schaltgetriebe manuell
7301956;MAZDA MX-5 1.8i-16 ABS (Cabriolet);CHF 6'900.–;133 PS;5.1995;240'000 km;Benzin;Schaltgetriebe manuell
7446534;OPEL Astra 1.6i Turbo Dynamic (Limousine);CHF 12'800.–;200 PS;3.2016;74'000 km;Benzin;Schaltgetriebe manuell
7406205;TOYOTA Avensis 2.2D-CAT Linea Sol (Limousine);CHF 6'900.–;177 PS;7.2009;102'000 km;Diesel;Schaltgetriebe manuell
7094837;PORSCHE Panamera Turbo PDK (Limousine);CHF 95'900.–;549 PS;1.2017;41'900 km;Benzin;Automatisiertes Schaltgetriebe
7358452;MERCEDES-BENZ E 43 AMG 4Matic 9G-Tronic (Limousine);CHF 68'500.–;401 PS;11.2017;28'500 km;Benzin;Automat sequentiell
7446412;BMW 125i Cabrio Steptronic (Cabriolet);CHF 16'500.–;218 PS;5.201;36'000 km;Benzin;Automat sequentiell
7446276;MINI Cooper S Steptronic DKG (Kleinwagen);CHF 32'000.–;192 PS;11.2018;12'000 km;Benzin;Automatisiertes Schaltgetriebe
7368893;BMW 225xe iPerformance Active Tourer Steptronic (Kompaktvan / Minivan);CHF 38'500.–;224 PS;1.2019;9'800 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7413343;MITSUBISHI Pajero 3.2 DI-D Instyle Automatic (SUV / Geländewagen);CHF 18'000.–;200 PS;11.2011;142'000 km;Diesel;Automat sequentiell
7445997;BMW X6 xDrive 30d Steptronic (SUV / Geländewagen);CHF 46'990.–;258 PS;8.2015;87'000 km;Diesel;Automat sequentiell
7175688;MERCEDES-BENZ CLA 45 AMG 4Matic Speedshift (Limousine);CHF 32'900.–;360 PS;6.2015;119'000 km;Benzin;Automat sequentiell
7445680;MINI Cooper S Cabriolet (Cabriolet);CHF 32'500.–;192 PS;6.2018;11'096 km;Benzin;Schaltgetriebe manuell
7445108;BMW 535i Touring xDrive Steptronic (Kombi);CHF 34'900.–;306 PS;6.2015;78'000 km;Benzin;Automat sequentiell
7217083;AUDI A1 A1 SB 1.4 TFSI COD (Limousine);CHF 19'000.–;150 PS;3.2015;71'000 km;Benzin;Automat sequentiell
7407663;SUZUKI SX4 S-Cross 1.6 TD PizSulai 4WD TCSS (SUV / Geländewagen);CHF 14'900.–;120 PS;12.2016;84'000 km;Diesel;Automatisiertes Schaltgetriebe
7134268;LAND ROVER Range Rover Sport 3.6 TDV8 HSE Automatic (SUV / Geländewagen);CHF 16'200.–;272 PS;2.201;162'000 km;Diesel;Automat
7445172;BMW X5 xDrive 40e iPerformance Steptronic (SUV / Geländewagen);CHF 41'500.–;313 PS;2.2017;75'000 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7427927;OPEL Corsa 1.2 TP (Kleinwagen);CHF 5'400.–;80 PS;6.2008;56'000 km;Benzin;Schaltgetriebe manuell
7444812;PEUGEOT 207 CC 1.6 16V Turbo Roland Garros (Cabriolet);CHF 6'490.–;150 PS;2.201;82'000 km;Benzin;Schaltgetriebe manuell
7444685;AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 20'500.–;313 PS;5.2013;250'000 km;Diesel;Automat sequentiell
7444147;AUDI Q7 3.0 TDI addBlue quattro tiptronic (SUV / Geländewagen);CHF 35'900.–;245 PS;12.2014;99'000 km;Diesel;Automat sequentiell
7444082;MERCEDES-BENZ AMG GT C Roadster Speedshift DCT (Cabriolet);CHF 145'000.–;558 PS;8.2018;1'950 km;Benzin;Automatisiertes Schaltgetriebe
7443838;AUDI A6 (Limousine);CHF 7'000.–;340 PS;6.2005;135'000 km;Benzin;Automat
7443701;VW Golf Variant 2.0 TDI Highline DSG (Kombi);CHF 18'500.–;150 PS;1.2015;56'000 km;Diesel;Automatisiertes Schaltgetriebe
7443702;VW Touareg 3.0 TDI BlueMotion Technology Tiptronic (SUV / Geländewagen);CHF 22'500.–;262 PS;6.2015;184'500 km;Diesel;Automat sequentiell
7443660;MG TF 160 (Cabriolet);CHF 8'500.–;160 PS;5.2002;101'760 km;Benzin;Schaltgetriebe manuell
7443553;SEAT Ateca 1.5TSI EVO FR DSG (SUV / Geländewagen);CHF 31'000.–;150 PS;2.2019;13'000 km;Benzin;Automatisiertes Schaltgetriebe
7443154;AUDI Q2 1.4 TFSI sport S-tronic (SUV / Geländewagen);CHF 24'800.–;150 PS;5.2017;38'000 km;Benzin;Automatisiertes Schaltgetriebe
7306323;AUDI A7 Sportback 3.0 TFSI quattro S-tronic (Limousine);CHF 22'990.–;300 PS;7.2011;159'000 km;Benzin;Automatisiertes Schaltgetriebe
7347535;MERCEDES-BENZ CLS 350 CDI 4Matic 7G-Tronic (Limousine);CHF 29'900.–;265 PS;10.2012;44'100 km;Diesel;Automat sequentiell
7261374;AUDI A6 Avant 2.8 FSI V6 multitronic (Kombi);CHF 14'800.–;204 PS;4.2012;149'000 km;Benzin;Automat stufenlos, sequentiell
7442417;BMW 118i Steptronic (Limousine);CHF 10'000.–;143 PS;12.201;92'500 km;Benzin;Automat sequentiell
7401052;BMW 220i Luxury Line Steptronic (Cabriolet);CHF 22'700.–;184 PS;12.2015;49'500 km;Benzin;Automat sequentiell
7372193;BMW M140i xDrive Steptronic (Limousine);CHF 45'500.–;340 PS;2.2018;21'000 km;Benzin;Automat sequentiell
7441988;MERCEDES-BENZ C 350 Coupé 7G-Tronic (Coupé);CHF 20'900.–;306 PS;4.2013;86'000 km;Benzin;Automat sequentiell
7357653;SMART fortwo brabus (Cabriolet);CHF 5'350.–;75 PS;8.2003;158'746 km;Benzin;Automatisiertes Schaltgetriebe
7442304;VOLVO V60 D4 Summum Geartronic (Kombi);CHF 17'800.–;190 PS;7.2015;72'000 km;Diesel;Automat sequentiell
7442036;BMW X6 xDrive 30d M-Paket | Headup Display - Voll Voll Ausstattung! Barkauf oder Leasing möglich (SUV / Geländewagen);CHF 59'900.–;258 PS;6.2015;48'000 km;Diesel;Automat
7442053;BMW 320d GT xDrive M Sport Steptronic (Limousine);CHF 29'950.–;190 PS;2.2018;60'000 km;Diesel;Automat sequentiell
7442040;SKODA Octavia 2.0 TFSI RS (Kombi);CHF 4'900.–;257 PS;5.2006;259'776 km;Benzin;Schaltgetriebe manuell
7429446;AUDI A3 2.0 TDI Attraction quattro (Limousine);CHF 5'000.–;140 PS;8.201;167'000 km;Diesel;Schaltgetriebe manuell
7305145;JAGUAR F-Pace 25t Prestige Advantage AWD Automatik (SUV / Geländewagen);CHF 45'500.–;250 PS;5.2018;32'000 km;Benzin;Automat sequentiell
7441705;SMART fortwo passion twinmatic (Cabriolet);CHF 19'500.–;71 PS;10.2019;1'800 km;Benzin;Automatisiertes Schaltgetriebe
7440234;AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 29'000.–;313 PS;4.2014;102'000 km;Diesel;Automat sequentiell
7441230;AUDI TT Coupé 1.8 T quattro (Coupé);CHF 5'900.–;225 PS;9.1999;160'000 km;Benzin;Schaltgetriebe manuell
7441315;AUDI A5 Coupé 2.0 TFSI quattro S-tronic (Coupé);CHF 13'500.–;211 PS;11.201;109'000 km;Benzin;Automatisiertes Schaltgetriebe
7441160;KIA Sportage 2.0 CRDi Style 4WD Automatic (SUV / Geländewagen);CHF 17'000.–;184 PS;2.2014;57'000 km;Diesel;Automat sequentiell
7440999;VW Passat Variant 2.0 TDI BMT Comfortline DSG (Kombi);CHF 10'000.–;140 PS;6.2011;180'600 km;Diesel;Automatisiertes Schaltgetriebe
7440843;MINI Cooper John Cooper Works Roadster (Cabriolet);CHF 22'500.–;211 PS;3.2014;50'000 km;Benzin;Schaltgetriebe manuell
7440893;BMW X6 xDrive 35d Steptronic (SUV / Geländewagen);CHF 19'900.–;286 PS;5.2009;173'000 km;Diesel;Automat sequentiell
7440713;SKODA Fabia 1.0 TSI Swiss Line 25 DSG (Kleinwagen);CHF 16'900.–;110 PS;2.2018;27'400 km;Benzin;Automatisiertes Schaltgetriebe
7440579;OPEL Insignia Sports Tourer 2.0 CDTI Sport Automatic (Kombi);CHF 12'999.–;194 PS;5.2014;119'000 km;Diesel;Automat sequentiell
7440577;VW Polo 1.6 16V Trendline (Kleinwagen);CHF 2'500.–;105 PS;10.2008;238'000 km;Benzin;Schaltgetriebe manuell
7440243;AUDI TTS Coupé 2.0 TFSI quattro S-tronic (Coupé);CHF 36'700.–;310 PS;1.2016;68'000 km;Benzin;Automatisiertes Schaltgetriebe
6408551;AUDI A6 Avant 3.0 BiTDI V6 qu. competition tiptronic (Kombi);CHF 37'500.–;326 PS;3.2015;57'000 km;Diesel;Automat sequentiell
7027009;PORSCHE 911 Carrera 4 GTS PDK (Coupé);CHF 141'490.–;450 PS;7.2018;7'200 km;Benzin;Automatisiertes Schaltgetriebe
7391522;NISSAN Pathfinder 2.5 dCi LE (SUV / Geländewagen);CHF 7'000.–;171 PS;2.2007;212'000 km;Diesel;Schaltgetriebe manuell
7439840;CITROEN 2CV AZ (Limousine);CHF 20'000.–;16 PS;3.1963;39'170 km;Benzin;Schaltgetriebe
7439639;MERCEDES-BENZ S 500 Maybach 4Matic 9G-Tronic (Limousine);CHF 132'500.–;455 PS;4.2016;4'524 km;Benzin;Automat sequentiell
7428397;MINI Cooper Cabriolet (Cabriolet);CHF 10'350.–;120 PS;6.2009;77'200 km;Benzin;Schaltgetriebe manuell
7439412;LINCOLN Navigator L (SUV / Geländewagen);CHF 19'900.–;310 PS;4.2009;115'000 km;Benzin;Automatik-Getriebe
7439395;MERCEDES-BENZ V 250 d Avantgarde lang 4Matic 7G-Tronic (Kompaktvan / Minivan);CHF 36'900.–;190 PS;2.2016;98'000 km;Diesel;Automat sequentiell
7025037;VW Touran 1.4 TSI Highline DSG (Kompaktvan / Minivan);CHF 8'900.–;140 PS;11.201;108'000 km;Benzin;Automatisiertes Schaltgetriebe
7350895;PEUGEOT 508 SW 2.0 Blue HDI Active Business EAT8 (Kombi);CHF 34'900.–;161 PS;9.2019;3'500 km;Diesel;Automat sequentiell
7394619;MERCEDES-BENZ Vito 116 BlueTec Tourer Pro L 7G-Tronic (Limousine);CHF 27'500.–;163 PS;7.2015;50'000 km;Diesel;Schaltgetriebe
7192181;MERCEDES-BENZ CLS 400 d AMG Line 4Matic 9G-Tronic (Limousine);CHF 89'608.–;340 PS;12.2018;14'990 km;Diesel;Automat sequentiell
7438617;AUDI SQ5 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 34'990.–;313 PS;7.2014;65'000 km;Diesel;Automat sequentiell
7438620;BMW 750i L xDrive (Limousine);CHF 19'900.–;408 PS;9.201;134'000 km;Benzin;Automat sequentiell
7336696;CITROEN Berlingo 1.6 BlueHDi Feel (Kompaktvan / Minivan);CHF 15'000.–;100 PS;2.2017;37'000 km;Diesel;Schaltgetriebe manuell
7335831;SEAT Ibiza SC 1.4 TSI Cupra DSG (Kleinwagen);CHF 6'300.–;180 PS;10.2009;167'729 km;Benzin;Automatisiertes Schaltgetriebe
7438364;BMW 650i Coupé xDrive (Coupé);CHF 31'500.–;408 PS;10.2011;73'000 km;Benzin;Automat sequentiell
7332722;AUDI A5 Sportback 2.0 TDI quattro (Limousine);CHF 11'350.–;170 PS;10.2009;130'000 km;Diesel;Schaltgetriebe manuell
7438281;BMW 320i Cabriolet (Cabriolet);CHF 8'500.–;170 PS;4.2008;169'000 km;Benzin;Schaltgetriebe manuell
7254565;MERCEDES-BENZ S 500 L 4Matic 7G-Tronic (Limousine);CHF 37'100.–;455 PS;4.2015;183'360 km;Benzin;Automat sequentiell
7437878;MERCEDES-BENZ S 560 L 4Matic 9G-Tronic (Limousine);CHF 109'990.–;469 PS;3.2019;29'990 km;Benzin;Automat sequentiell
7260188;MERCEDES-BENZ GLE 500 e 4Matic 7G-Tronic (SUV / Geländewagen);CHF 39'900.–;449 PS;11.2017;110'000 km;Plug-in-Hybrid Benzin/Elektro;Automat sequentiell
7434549;PORSCHE Cayenne S (SUV / Geländewagen);CHF 8'800.–;340 PS;9.2003;155'000 km;Benzin;Automat
7146566;MERCEDES-BENZ V 250 d Swiss Edition kompakt 4Matic 7G-Tronic (Kompaktvan / Minivan);CHF 38'900.–;190 PS;12.2015;78'000 km;Diesel;Automat sequentiell
7437633;LAND ROVER Range Rover Evoque 2.0 Si4 Dynamic AT6 (SUV / Geländewagen);CHF 21'999.–;241 PS;11.2013;110'000 km;Benzin;Automat sequentiell
7437203;MERCEDES-BENZ R 350 CDI L 4Matic 7G-Tronic (Kombi);CHF 17'900.–;265 PS;11.201;122'000 km;Diesel;Automat sequentiell
7437547;VW Golf 1.4 TSI Allstar DSG (Limousine);CHF 15'900.–;125 PS;11.2016;63'000 km;Benzin;Automatisiertes Schaltgetriebe
6589278;VW Scirocco 2.0 TSI (Coupé);CHF 8'500.–;211 PS;1.201;190'000 km;Benzin;Schaltgetriebe manuell
7437268;MERCEDES-BENZ Viano 3.0 CDI Blue Efficiency Ambiente A (Kombi);CHF 22'900.–;224 PS;4.2012;121'000 km;Diesel;Automat
7437279;VW Eos 2.0 TSI DSG (Cabriolet);CHF 12'900.–;211 PS;1.2011;83'000 km;Benzin;Automatisiertes Schaltgetriebe
7437010;BMW M135i xDrive Steptronic (Limousine);CHF 19'900.–;320 PS;12.2012;134'500 km;Benzin;Automat sequentiell
7341643;MERCEDES-BENZ GLC Coupé 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen);CHF 69'900.–;367 PS;10.2018;17'000 km;Benzin;Automat sequentiell
7436797;ASTON MARTIN V12 Vantage 5.9 (Coupé);CHF 118'000.–;517 PS;2.2011;34'000 km;Benzin;Schaltgetriebe manuell
6977099;PORSCHE 911 Cabrio Carrera 4 PDK (Cabriolet);CHF 84'999.–;350 PS;6.2015;44'000 km;Benzin;Automatisiertes Schaltgetriebe
7429554;MERCEDES-BENZ GLE 43 AMG 4Matic 9G-Tronic (SUV / Geländewagen);CHF 68'800.–;390 PS;7.2018;29'000 km;Benzin;Automat sequentiell
7436011;VW Polo 1.4 16V Young&Fresh (Kleinwagen);CHF 6'300.–;80 PS;10.2007;49'950 km;Benzin;Schaltgetriebe manuell
7432642;MINI Cooper S Cabriolet (Cabriolet);CHF 7'100.–;170 PS;7.2004;101'000 km;Benzin;Schaltgetriebe manuell
7387455;VW T5 Multivan 2.0 Bi-TDI CR Family Cup 4Motion DSG (Bus);CHF 31'900.–;180 PS;2.2014;102'500 km;Diesel;Automatisiertes Schaltgetriebe
7435157;AUDI RS4 Avant 4.2 FSI V8 quattro S-tronic (Kombi);CHF 37'900.–;450 PS;5.2013;90'000 km;Benzin;Automatisiertes Schaltgetriebe
6820825;VOLVO V40 T4 Momentum R-Design (Limousine);CHF 23'000.–;190 PS;1.2017;15'000 km;Benzin;Schaltgetriebe manuell
7434787;VW Passat Variant 2.0T FSI Highline (Kombi);CHF 8'500.–;200 PS;9.2009;126'800 km;Benzin;Schaltgetriebe manuell
7408340;BMW X5 xDrive 40d Steptronic (SUV / Geländewagen);CHF 71'000.–;313 PS;4.2014;8'500 km;Diesel;Automat sequentiell
6586579;LAND ROVER Range Rover Evoque 2.0 TD4 SE Dynamic AT9 (SUV / Geländewagen);CHF 31'000.–;180 PS;12.2016;78'000 km;Diesel;Automat sequentiell
7434720;AUDI Q5 2.0 TDI quattro S-tronic (SUV / Geländewagen);CHF 29'900.–;190 PS;5.2016;60'000 km;Diesel;Automatisiertes Schaltgetriebe
7434666;BMW 116i (Limousine);CHF 11'000.–;136 PS;2.2012;76'406 km;Benzin;Schaltgetriebe manuell
7434423;AUDI A3 Sportback 2.0 FSI Ambiente (Limousine);CHF 7'499.–;150 PS;4.2005;108'000 km;Benzin;Automat
7434353;MITSUBISHI Lancer Evo X MR TC-SST (Limousine);CHF 28'000.–;295 PS;6.2011;95'500 km;Benzin;Automatisiertes Schaltgetriebe
7431419;VW Golf 2.0 TSI R 4Motion DSG (Limousine);CHF 33'000.–;301 PS;10.2016;28'000 km;Benzin;Automatisiertes Schaltgetriebe
6954397;SKODA Octavia Combi 2.0 TDI Ambition DSG (Kombi);CHF 9'400.–;150 PS;6.2013;157'200 km;Diesel;Automatisiertes Schaltgetriebe
7433835;MERCEDES-BENZ A 45 AMG Yellow Night Edition 4Matic 7G-DCT (Limousine);CHF 51'790.–;381 PS;2.2018;30'200 km;Benzin;Automatisiertes Schaltgetriebe
7433469;SUZUKI Swift 1.2i 16V GL Top (Kleinwagen);CHF 5'100.–;94 PS;12.2011;118'000 km;Benzin;Schaltgetriebe manuell
7432612;AUDI A3 Cabriolet 1.8 TFSI Style (Cabriolet);CHF 6'500.–;160 PS;4.201;156'000 km;Benzin;Schaltgetriebe manuell
7433628;VW Golf R32 4Motion (Limousine);CHF 14'900.–;250 PS;9.2006;178'000 km;Benzin;Schaltgetriebe manuell
7433191;OPEL Omega 3.0i MV6 A (Kombi);CHF 1'500.–;211 PS;6.1997;175'000 km;Benzin;Automat
7432862;PORSCHE Cayenne Diesel (SUV / Geländewagen);CHF 37'900.–;245 PS;12.2011;119'000 km;Diesel;Automat sequentiell
7433013;BMW M135i xDrive Steptronic (Limousine);CHF 56'500.–;306 PS;11.2019;5'500 km;Benzin;Automat sequentiell
6862175;BMW 118i Steptronic (Limousine);CHF 18'500.–;136 PS;9.2017;11'200 km;Benzin;Automat sequentiell
7432738;FORD Tourneo Connect M1 200 TDCi S Trend (Limousine);CHF 5'900.–;90 PS;10.2009;70'000 km;Diesel;Schaltgetriebe manuell
7432525;NISSAN 370 Z nismo (Coupé);CHF 29'200.–;344 PS;4.2017;32'000 km;Benzin;Schaltgetriebe manuell
7432075;AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 57'000.–;272 PS;12.2016;52'000 km;Diesel;Automat sequentiell
7347179;TOYOTA 4-Runner 2.4 (SUV / Geländewagen);CHF 36'000.–;112 PS;6.1989;140'000 km;Benzin;Schaltgetriebe manuell
7432048;BMW 335i Cabriolet DSG (Cabriolet);CHF 20'900.–;306 PS;7.2012;94'800 km;Benzin;Automatisiertes Schaltgetriebe
7432027;JEEP Grand Cherokee 6.4 V8 HEMI SRT8 Automatic (SUV / Geländewagen);CHF 46'900.–;468 PS;8.2016;62'500 km;Benzin;Automat sequentiell
7431331;MERCEDES-BENZ C 200 AMG Line 7G-Tronic (Limousine);CHF 26'850.–;184 PS;2.2016;51'900 km;Benzin;Automat sequentiell
7431961;BMW X1 xDrive 23d Steptronic (SUV / Geländewagen);CHF 10'500.–;204 PS;11.201;212'000 km;Diesel;Automat sequentiell
7431882;AUDI RS6 Avant 4.0 TFSI V8 quattro Tiptronic - CAPRISTO (Kombi);CHF 71'600.–;560 PS;5.2016;81'000 km;Benzin;Automat sequentiell
7431955;DACIA Duster TCe 125 Prestige 4x4 (SUV / Geländewagen);CHF 15'900.–;125 PS;4.2018;35'237 km;Benzin;Schaltgetriebe manuell
7431889;TOYOTA Yaris 1.0 Linea Luna (Kleinwagen);CHF 3'800.–;65 PS;3.2005;145'000 km;Benzin;Schaltgetriebe manuell
7408748;DS AUTOMOBILES DS3 1.6 THP Sport Chic (Kleinwagen);CHF 7'399.–;156 PS;11.2012;94'600 km;Benzin;Schaltgetriebe manuell
7431906;LAND ROVER Range Rover Sport 3.0 V6 SC HSE Automatic (SUV / Geländewagen);CHF 39'900.–;340 PS;5.2014;63'000 km;Benzin;Automat sequentiell
7431897;VW Golf 2.0 TFSI GTI (Limousine);CHF 4'999.–;200 PS;12.2006;198'000 km;Benzin;Schaltgetriebe manuell
7431635;AUDI Q7 3.0 TDI quattro tiptronic (SUV / Geländewagen);CHF 57'450.–;272 PS;1.2017;31'000 km;Diesel;Automat sequentiell
7431633;MERCEDES-BENZ SLK 230 Kompressor (Cabriolet);CHF 9'200.–;193 PS;5.1999;92'000 km;Benzin;Schaltgetriebe manuell
7220426;SKODA Superb Combi 2.0 TSI Sport Line DSG 4x4 (Kombi);CHF 31'500.–;280 PS;6.2017;68'000 km;Benzin;Automatisiertes Schaltgetriebe
7401056;AUDI S4 3.0 TFSI quattro S-tronic (Limousine);CHF 30'000.–;400 PS;4.201;65'288 km;Benzin;Automatisiertes Schaltgetriebe
7431334;FIAT Bravo 1.4 16V Turbo Sport (Limousine);CHF 8'300.–;140 PS;11.2013;33'000 km;Benzin;Schaltgetriebe manuell
7431398;TOYOTA Land Cruiser 300 3.0 TD VX (SUV / Geländewagen);CHF 7'900.–;163 PS;5.2002;299'000 km;Diesel;Schaltgetriebe manuell
7431308;MERCEDES-BENZ GLC 220 d AMG Line 4Matic 9G-Tronic (SUV / Geländewagen);CHF 66'900.–;194 PS;1.202;3'230 km;Diesel;Automat sequentiell
7134698;JAGUAR F-Pace 2.0d R-Sport AWD Automatik (SUV / Geländewagen);CHF 38'990.–;180 PS;12.2017;50'304 km;Diesel;Automat sequentiell
7431031;MERCEDES-BENZ E 350 CGI BlueEfficiency 7G-Tronic (Coupé);CHF 11'500.–;292 PS;6.2009;130'000 km;Benzin;Automat sequentiell
7273325;LEXUS RX 450h Edition AWD Automatic (SUV / Geländewagen);CHF 21'900.–;250 PS;1.2011;69'800 km;Voll-Hybrid Benzin/Elektro;Automat stufenlos
7340621;AUDI S3 Sportback 2.0 TFSI quattro S-tronic (Limousine);CHF 28'000.–;301 PS;12.2014;64'000 km;Benzin;Automatisiertes Schaltgetriebe
7251425;SKODA Octavia Combi 2.0 TDI RS DSG (Kombi);CHF 33'400.–;184 PS;3.2019;14'000 km;Diesel;Automatisiertes Schaltgetriebe
6844498;AUDI Q5 3.0 TDI clean quattro S-tronic (SUV / Geländewagen);CHF 32'980.–;258 PS;7.2015;65'000 km;Diesel;Automatisiertes Schaltgetriebe
7430359;AUDI S3 2.0 TFSI quattro (Coupé);CHF 34'500.–;310 PS;11.2017;34'500 km;Benzin;Schaltgetriebe manuell
7430224;AUDI S6 5.2 V10 quattro tiptronic (Limousine);CHF 10'900.–;435 PS;11.2006;218'000 km;Benzin;Automat sequentiell
7387313;AUDI A5 Cabriolet 2.0 TFSI multitronic (Cabriolet);CHF 16'800.–;211 PS;4.201;85'000 km;Benzin;Automat stufenlos, sequentiell
7175007;VW T5 Multivan 2.0 TDI CR Comfortline Cup DSG (Bus);CHF 29'900.–;140 PS;11.2015;93'500 km;Diesel;Automatisiertes Schaltgetriebe
7429665;PORSCHE 911 Carrera S (Coupé);CHF 36'900.–;355 PS;5.2005;136'000 km;Benzin;Schaltgetriebe manuell
7429613;VW Golf Variant 2.0 TSI R 4 Motion DSG (Kombi);CHF 33'900.–;301 PS;6.2015;27'000 km;Benzin;Automatisiertes Schaltgetriebe
7429503;OPEL Zafira 1.9 CDTI Automatic (Kompaktvan / Minivan);CHF 4'200.–;120 PS;9.2009;132'443 km;Diesel;Automat sequentiell
7429266;AUDI A6 Avant 3.0 TFSI quattro tiptronic (Kombi);CHF 9'800.–;290 PS;12.201;245'000 km;Benzin;Automat sequentiell
7277551;AUDI A4 allroad 2.0 TFSI quattro (Kombi);CHF 14'900.–;270 PS;6.201;122'000 km;Benzin;Automatisiertes Schaltgetriebe
7429202;TESLA Model S 85 D (Limousine);CHF 39'000.–;525 PS;4.2015;134'000 km;Elektro;Automatisiertes Schaltgetriebe
7425289;CHEVROLET Corvette 6.2 Automatic (Coupé);CHF 25'000.–;437 PS;5.201;99'621 km;Benzin;Automat sequentiell
7429059;JAGUAR E-Pace 2.0 P250 R-Dynamic HSE AWD (SUV / Geländewagen);CHF 41'000.–;249 PS;5.2018;29'600 km;Benzin;Automat sequentiell
7428978;VW Tiguan 2.0 TSI Sport&Style DSG (SUV / Geländewagen);CHF 15'950.–;170 PS;1.2011;97'000 km;Benzin;Automatisiertes Schaltgetriebe
7428917;MERCEDES-BENZ GLE 350 d Executive 4Matic 9G-Tronic (SUV / Geländewagen);CHF 31'500.–;258 PS;12.2015;147'500 km;Diesel;Automat sequentiell
7428888;MITSUBISHI Lancer Evo IX GSR (Limousine);CHF 34'500.–;280 PS;8.2007;87'000 km;Benzin;Schaltgetriebe manuell
7428825;BMW 550i Touring Steptronic (Kombi);CHF 6'800.–;367 PS;5.2008;267'000 km;Benzin;Automat sequentiell
7428807;AUDI TT Roadster 2.0 TFSI quattro S-tronic (Cabriolet);CHF 24'799.–;211 PS;2.2014;69'000 km;Benzin;Automatisiertes Schaltgetriebe
7428691;MERCEDES-BENZ GLE 350 d Executive 4Matic 9G-Tronic (SUV / Geländewagen);CHF 64'500.–;258 PS;10.2017;37'000 km;Diesel;Automat sequentiell
7428635;AUDI A5 Sportback 2.0 TFSI quattro (Limousine);CHF 19'900.–;211 PS;1.2012;66'800 km;Benzin;Schaltgetriebe manuell
6975969;CHRYSLER 300C Platinum (Limousine);CHF 17'000.–;240 PS;5.2013;69'000 km;Diesel;Automatik-Getriebe
7428632;LAND ROVER Range Rover 5.0 V8 SC SV Autobiography Dynamic Aut (SUV / Geländewagen);CHF 119'000.–;550 PS;2.2018;36'000 km;Benzin;Automat sequentiell
7271229;SUBARU Impreza 2.0 Turbo 4WD WRX STI (Limousine);CHF 29'000.–;265 PS;4.2004;84'000 km;Benzin;Schaltgetriebe manuell
7428555;AUDI Q7 (SUV / Geländewagen);CHF 37'500.–;245 PS;7.2014;70'000 km;Diesel;Automatik-Getriebe
7428488;AUDI RS5 Coupé 4.2 FSI quattro S-tronic (Coupé);CHF 24'900.–;450 PS;2.2011;141'000 km;Benzin;Automatisiertes Schaltgetriebe
7427298;LAND ROVER Range Rover Sport 3.0 SDV6 HSE Dynamic Automatic (SUV / Geländewagen);CHF 50'900.–;306 PS;12.2016;77'000 km;Diesel;Automat sequentiell
7428332;VW Golf Cabriolet 1800 GL Quartett/Special/White (Cabriolet);CHF 10'800.–;98 PS;7.1987;202'500 km;Benzin;Schaltgetriebe manuell
6938943;VW Golf 1800 GTI (Limousine);CHF 22'500.–;107 PS;5.199;161'500 km;Benzin;Schaltgetriebe manuell
7428273;SUBARU Levorg 1.6DIT Swiss S AWD Lineartronic (Kombi);CHF 25'800.–;170 PS;3.2017;22'200 km;Benzin;Automat stufenlos, sequentiell
7428201;VW Golf 1.2 TSI Lounge (Limousine);CHF 15'900.–;110 PS;11.2015;29'700 km;Benzin;Schaltgetriebe manuell
6894838;SKODA Kodiaq 2.0 TDI CR Style 4x4 DSG (SUV / Geländewagen);CHF 32'900.–;190 PS;12.2017;32'000 km;Diesel;Automatisiertes Schaltgetriebe
7428009;FORD Kuga 1.5 SCTi Business 2WD (SUV / Geländewagen);CHF 17'500.–;150 PS;12.2017;42'800 km;Benzin;Schaltgetriebe manuell
