,web-scraper-order,address_raw,rooms,area,luxurious,price,price_per_m2,lat,lon,bfs_number,bfs_name,pop,pop_dens,frg_pct,emp,mean_taxable_income
131,1693998294-528,"8048 Zürich, ZH",2.5,48.0,0,2340.0,48.75,47.38897705078125,8.486362457275392,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
132,1693998297-530,"Meientalstrasse 71, 8048 Zürich, ZH",6.5,151.0,0,4950.0,32.78,47.386108398437514,8.477628707885742,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
133,1693998297-531,"Meientalstrasse 71a, 8048 Zürich, ZH",3.5,64.0,0,3000.0,46.88,47.38596725463867,8.477527618408203,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
134,1693998297-534,"8038 Zürich, ZH",4.0,90.0,0,3790.0,42.11,47.341087341308594,8.535780906677246,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
135,1693998297-535,"8008 Zürich, ZH",2.5,101.0,0,4800.0,47.52,47.354148864746094,8.56063747406006,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
136,1693998297-539,"Badenerstrasse 803, 8048 Zürich, ZH",3.5,88.0,0,2740.0,31.14,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
137,1693998297-540,"Badenerstrasse 803, 8048 Zürich, ZH",2.5,56.0,0,2490.0,44.46,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
138,1693998297-541,"Badenerstrasse 803, 8048 Zürich, ZH",3.5,77.0,0,2760.0,35.84,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
139,1693998297-542,"Badenerstrasse 803, 8048 Zürich, ZH",2.5,56.0,0,2450.0,43.75,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
140,1693998297-543,"Badenerstrasse 803, 8048 Zürich, ZH",2.5,56.0,0,2470.0,44.11,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
141,1693998297-544,"Badenerstrasse 803, 8048 Zürich, ZH",3.5,77.0,0,2740.0,35.58,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
142,1693998297-545,"Badenerstrasse 803, 8048 Zürich, ZH",2.5,56.0,0,2450.0,43.75,47.39271926879884,8.47480869293213,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
143,1693998297-551,"Butzenstrasse 1, 8038 Zürich, ZH",4.0,86.0,0,2950.0,34.3,47.34123229980469,8.530150413513184,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
144,1693998301-554,"Universitätstrasse 84, 8006 Zürich, ZH",3.5,88.0,0,3190.0,36.25,47.38287734985351,8.548396110534668,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
145,1693998301-555,"Robert-Stephenson-Weg  47, 8004 Zürich, ZH",4.5,148.0,0,6820.0,46.08,47.37981033325195,8.530495643615724,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
146,1693998301-556,"Aemtlerstrasse 76, 8003 Zürich, ZH",4.0,90.0,0,2950.0,32.78,47.37344741821289,8.514222145080566,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
147,1693998301-558,"Butzenstrasse 17, 8038 Zürich, ZH",4.0,126.0,0,3800.0,30.16,47.341339111328125,8.528195381164553,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
148,1693998301-560,"Badenerstr. 136, 8004 Zürich, ZH",1.5,36.0,0,1909.0,53.03,47.374614715576165,8.522954940795898,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
149,1693998301-575,"Treichlerstrasse 3, 8032 Zürich, ZH",3.5,97.0,0,3739.0,38.55,47.370853424072266,8.557756423950195,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
150,1693998301-576,"Nelkenstrasse 7, 8006 Zürich, ZH",4.0,90.0,0,3450.0,38.33,47.3819465637207,8.546003341674806,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
151,1693998305-577,"Schulhausstr. 17, 8002 Zürich, ZH",3.5,160.0,0,4250.0,26.56,47.36077499389649,8.530658721923828,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
152,1693998305-580,"Quellenstrasse 34, 8005 Zürich, ZH",3.5,70.0,0,3050.0,43.57,47.385372161865234,8.528522491455078,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
153,1693998305-582,"Grosswiesenstrasse 40, 8051 Zürich, ZH",4.0,60.0,0,1640.0,27.33,47.40307235717773,8.584342002868652,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
154,1693998305-585,"Steinstrasse 35, 8003 Zürich, ZH",1.0,15.0,0,1500.0,100.0,47.36699676513672,8.520323753356934,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
155,1693998305-590,"Badenerstrasse 250, 8004 Zürich, ZH",2.5,58.0,0,2900.0,50.0,47.3759880065918,8.516037940979004,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
156,1693998305-591,"Riedgrabenweg 28, 8050 Zürich, ZH",4.5,81.0,0,3200.0,39.51,47.40773391723633,8.558954238891602,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
157,1693998305-594,"Dachslernstrasse 184, 8048 Zürich, ZH",3.5,74.0,0,2180.0,29.46,47.39279556274414,8.470620155334474,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
158,1693998305-596,"Steinstrasse 27, 8003 Zürich, ZH",1.0,23.0,0,1818.0,79.04,47.367523193359375,8.51997470855713,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
159,1693998305-597,"Steinstrasse 27, 8003 Zürich, ZH",2.5,48.0,0,2690.0,56.04,47.367523193359375,8.51997470855713,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
160,1693998305-598,"Steinstrasse 27, 8003 Zürich, ZH",1.5,30.0,0,2075.0,69.17,47.367523193359375,8.51997470855713,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
161,1693998305-599,"Merkurstrasse 18, 8032 Zürich, ZH",3.5,66.0,0,3200.0,48.48,47.366748809814446,8.553874969482422,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
162,1693998309-602,"Hohlstr. 52, 8004 Zürich, ZH",1.0,30.0,0,1170.0,39.0,47.377811431884766,8.525679588317873,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
163,1693998309-603,"Ekkehardstrasse 32, 8006 Zürich, ZH",1.0,23.0,0,1270.0,55.22,47.38648223876953,8.544576644897463,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
164,1693998309-604,"Michelstrasse 15, 8049 Zürich, ZH",3.5,88.0,0,2460.0,27.95,47.40548706054688,8.494178771972656,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
165,1693998309-605,"Michelstrasse 15, 8049 Zürich, ZH",4.5,91.0,0,2575.0,28.3,47.40548706054688,8.494178771972656,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
166,1693998309-612,"8057 Zürich, ZH",1.5,30.0,0,2550.0,85.0,47.393585205078125,8.539556503295898,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
167,1693998309-614,"Rümlangstrasse 70, 8052 Zürich, ZH",3.5,99.0,0,3150.0,31.82,47.42987823486328,8.541399955749512,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
168,1693998309-615,"Stampfenbachplatz 4, 8006 Zürich, ZH",3.5,97.0,0,3700.0,38.14,47.380401611328125,8.542487144470217,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
169,1693998309-618,"Sternenstrasse 29, 8002 Zürich, ZH",2.5,55.0,0,2718.0,49.42,47.35980987548828,8.532320976257324,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
170,1693998309-620,"Buchholzstrasse, 8053 Zürich, ZH",3.5,85.0,0,2245.0,26.41,47.35992813110351,8.584486961364746,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
171,1693998309-621,"Baurstrasse 29, 8008 Zürich, ZH",1.5,30.0,0,3890.0,129.67,47.35592269897461,8.554497718811035,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
172,1693998309-623,"Freiestrasse 178, 8032 Zürich, ZH",4.0,106.0,0,3710.0,35.0,47.36241149902344,8.563772201538086,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
173,1693998309-624,"Kleinertstrasse 2, 8037 Zürich, ZH",3.5,81.0,0,3673.0,45.35,47.39432907104492,8.523425102233888,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
174,1693998313-625,"8048 Zürich, ZH",3.5,86.0,0,3310.0,38.49,47.38897705078125,8.486362457275392,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
175,1693998313-635,"Streitholzstrasse 14, 8057 Zürich, ZH",2.5,67.0,0,2860.0,42.69,47.39865493774414,8.553853034973146,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
176,1693998313-636,"Streitholzstrasse 14, 8057 Zürich, ZH",3.5,75.0,0,3460.0,46.13,47.39865493774414,8.553853034973146,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
177,1693998313-637,"Vulkanstrasse 110a, 8048 Zürich, ZH",1.5,43.0,0,1894.0,44.05,47.39344024658203,8.485149383544922,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
178,1693998313-638,"Steinstrasse 27, 8003 Zürich, ZH",2.5,56.0,0,3430.0,61.25,47.367523193359375,8.51997470855713,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
179,1693998313-639,"Steinstrasse 27, 8003 Zürich, ZH",3.5,77.0,0,4290.0,55.71,47.367523193359375,8.51997470855713,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
180,1693998313-640,"Glattstegweg 5, 8051 Zürich, ZH",3.5,81.0,0,2410.0,29.75,47.40656661987305,8.57335662841797,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
181,1693998313-644,"Klosbachstrasse 44, 8032 Zürich, ZH",2.0,45.0,0,2462.0,54.71,47.36623764038086,8.557329177856445,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
182,1693998317-649,"Grosswiesenstrasse 147, 8051 Zürich, ZH",2.5,58.0,0,2273.0,39.19,47.403602600097656,8.588092803955078,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
183,1693998317-653,"8001 Zürich, ZH",4.5,137.0,0,16.0,0.12,47.37496566772461,8.543989181518556,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
184,1693998317-656,"Wannerstr. 43, 8045 Zürich, ZH",4.5,91.0,0,2670.0,29.34,47.357181549072266,8.517454147338867,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
185,1693998317-658,"8004 Zürich, ZH",1.0,10.0,0,1499.0,149.9,47.380416870117195,8.525351524353027,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
186,1693998317-659,"Carmenstrasse 2, 8032 Zürich, ZH",5.5,138.0,0,6650.0,48.19,47.37083435058594,8.561092376708984,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
187,1693998317-661,"Vulkanstrasse 110b, 8048 Zürich, ZH",3.5,84.0,0,3199.0,38.08,47.393604278564446,8.484579086303713,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
188,1693998317-668,"Nebelbachstrasse 5, 8008 Zürich, ZH",1.0,36.0,0,1655.0,45.97,47.35296249389649,8.558126449584963,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
189,1693998317-672,"Renggerstrasse 57, 8038 Zürich, ZH",4.0,100.0,0,2610.0,26.1,47.34476089477539,8.532867431640627,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
190,1693998321-674,"Gräbligasse 3, 8001 Zürich, ZH",1.0,14.0,0,965.0,68.93,47.37565612792969,8.544196128845217,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
191,1693998321-675,"Untere Zäune 7, 8001 Zürich, ZH",4.5,107.0,0,4860.0,45.42,47.37126922607422,8.546184539794922,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
192,1693998321-682,"Güetliweg 5, 8050 Zürich, ZH",2.0,46.0,0,1475.0,32.07,47.41283798217773,8.53046989440918,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
193,1693998321-683,"Neptunstrasse 42, 8032 Zürich, ZH",1.0,23.0,0,1200.0,52.17,47.36663818359375,8.556288719177246,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
194,1693998321-691,"Steinhaldenstrasse 46, 8002 Zürich, ZH",3.5,93.0,0,4365.0,46.94,47.35947036743164,8.527507781982422,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
195,1693998321-693,"Nordstrasse 166, 8037 Zürich, ZH",1.0,26.0,0,1500.0,57.69,47.391727447509766,8.532544136047363,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
196,1693998321-696,"Grosswiesenstrasse 145, 8051 Zürich, ZH",2.5,58.0,0,2115.0,36.47,47.403369903564446,8.588055610656738,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
197,1693998326-699,"Vulkanstrasse 110a, 8048 Zürich, ZH",2.5,58.0,0,2227.0,38.4,47.39344024658203,8.485149383544922,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
198,1693998326-702,"Hohenbühlstrasse 7, 8032 Zürich, ZH",5.5,183.0,0,10.0,0.05,47.36630630493164,8.551867485046388,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
199,1693998326-706,"Viktoriastrasse 29, 8057 Zürich, ZH",1.5,23.0,0,1460.0,63.48,47.40406799316406,8.55045223236084,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
200,1693998326-707,"Viktoriastrasse 29, 8057 Zürich, ZH",1.5,23.0,0,1460.0,63.48,47.40406799316406,8.55045223236084,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
201,1693998326-709,"Vulkanstrasse 110c, 8048 Zürich, ZH",3.5,86.0,0,3067.0,35.66,47.393749237060554,8.484014511108398,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
202,1693998326-714,"Winterthurerstrasse 300, 8057 Zürich, ZH",1.0,32.0,0,1750.0,54.69,47.402847290039055,8.555103302001953,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
203,1693998326-716,"Saumstrasse 39, 8003 Zürich, ZH",2.0,51.0,0,1742.0,34.16,47.37188720703125,8.512154579162598,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
204,1693998326-718,"Nordstrasse 166, 8037 Zürich, ZH",1.0,26.0,0,1520.0,58.46,47.391727447509766,8.532544136047363,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
205,1693998326-719,"Schlössliweg 9, 8044 Zürich, ZH",6.5,250.0,0,7200.0,28.8,47.383346557617195,8.558879852294922,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
206,1693998326-720,"Grosswiesenstrasse 8, 8051 Zürich, ZH",2.0,41.0,0,1320.0,32.2,47.403358459472656,8.582974433898926,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
207,1693998330-721,"Ferdinand Hodler-Str. 14, 8049 Zürich, ZH",3.5,68.0,0,2669.0,39.25,47.40437698364258,8.500596046447754,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
208,1693998330-722,"Hofwiesenstrasse 234, 8057 Zürich, ZH",4.0,85.0,0,2300.0,27.06,47.40403366088867,8.537086486816406,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
209,1693998330-729,"Nürenbergstrasse 23, 8037 Zürich, ZH",1.0,27.0,0,1171.0,43.37,47.39301681518555,8.533440589904785,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
210,1693998330-740,"Stadelhoferstrasse 12, 8001 Zürich, ZH",3.5,96.0,0,3390.0,35.31,47.36679458618164,8.547520637512209,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
211,1693998335-746,"Stettbachstrasse 43, 8051 Zürich, ZH",3.5,82.0,0,3095.0,37.74,47.40340423583984,8.572907447814941,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
212,1693998335-747,"Eugen-Huber-Str. 115, 8048 Zürich, ZH",1.5,42.0,0,2040.0,48.57,47.38724899291992,8.475160598754885,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
213,1693998335-748,"Genferstr. 24, 8002 Zürich, ZH",2.5,66.0,0,3617.0,54.8,47.365352630615234,8.534263610839844,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
214,1693998335-754,"Schaffhauserstrasse 363, 8050 Zürich, ZH",4.5,148.0,0,4180.0,28.24,47.41106796264649,8.546546936035156,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
215,1693998335-755,"Sempacherstrasse 20, 8032 Zürich, ZH",3.0,70.0,0,2880.0,41.14,47.362770080566406,8.56649684906006,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
216,1693998340-771,"Carmenstrasse 2, 8032 Zürich, ZH",5.5,138.0,0,6450.0,46.74,47.37083435058594,8.561092376708984,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
217,1693998340-777,"Feldstrasse 46, 8004 Zürich, ZH",1.0,16.0,0,1375.0,85.94,47.3762855529785,8.521571159362795,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
218,1693998340-778,"Seestrasse 324, 8038 Zürich, ZH",3.0,50.0,0,1840.0,36.8,47.34787368774414,8.532529830932617,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
219,1693998340-780,"Grabenwies 2, 8057 Zürich, ZH",2.5,67.0,0,2490.0,37.16,47.40153503417969,8.536803245544434,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
220,1693998340-786,"Edenstrasse 9, 8045 Zürich, ZH",2.0,67.0,0,2400.0,35.82,47.35978317260742,8.52168083190918,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
221,1693998344-803,"Birmensdorferstrasse 470, 8055 Zürich, ZH",5.0,110.0,0,3690.0,33.55,47.36862182617188,8.498102188110352,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
222,1693998344-810,"Wehntalerstrasse 424, 8046 Zürich, ZH",4.5,105.0,0,3500.0,33.33,47.41547775268555,8.515069961547852,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
223,1693998349-822,"Speerstrasse 47, 8038 Zürich, ZH",3.0,59.0,0,2001.0,33.92,47.34088516235351,8.528155326843262,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
224,1693998349-824,"Birmensdorferstrasse 541, 8055 Zürich, ZH",4.5,100.0,0,4595.0,45.95,47.366729736328125,8.492531776428224,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
225,1693998349-828,"Manessestrasse 8, 8003 Zürich, ZH",3.5,80.0,0,3500.0,43.75,47.36951446533203,8.526852607727053,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
226,1693998349-832,"Ottostrasse 17, 8005 Zürich, ZH",3.5,90.0,0,3990.0,44.33,47.38629531860351,8.525397300720217,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
227,1693998349-833,"Grossackerstrasse 75, 8041 Zürich, ZH",4.5,128.0,0,3020.0,23.59,47.323917388916016,8.509812355041504,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
228,1693998349-837,"Lindenstrasse 21, 8008 Zürich, ZH",3.5,111.0,0,5300.0,47.75,47.357616424560554,8.550992965698242,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
229,1693998349-840,"Riedenhaldenstrasse 54, 8046 Zürich, ZH",2.0,52.0,0,1788.0,34.38,47.41622543334961,8.515331268310549,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
230,1693998354-842,"Vulkanstrasse 110c, 8048 Zürich, ZH",2.5,58.0,0,2268.0,39.1,47.393749237060554,8.484014511108398,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
231,1693998354-844,"Geissbergweg 21, 8006 Zürich, ZH",2.5,62.0,0,2335.0,37.66,47.38663864135742,8.550338745117188,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
232,1693998354-846,"Grosswiesenstrasse 30, 8051 Zürich, ZH",4.0,58.0,0,1590.0,27.41,47.40300369262695,8.583836555480959,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
233,1693998354-847,"Sihlhallenstrasse 19, 8004 Zürich, ZH",1.0,28.0,0,1484.0,53.0,47.37994003295898,8.526269912719728,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
234,1693998354-854,"Riedenhaldenstrasse 80, 8046 Zürich, ZH",2.0,43.0,0,1797.0,41.79,47.41686248779297,8.514750480651855,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
235,1693998354-855,"Genferstr. 24, 8002 Zürich, ZH",3.5,90.0,0,5310.0,59.0,47.365352630615234,8.534263610839844,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
236,1693998354-860,"Buchholzstrasse 100, 8053 Zürich, ZH",3.0,69.0,0,1890.0,27.39,47.36025619506836,8.588074684143066,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
237,1693998354-862,"Turbinenstrasse 35, 8005 Zürich, ZH",3.5,143.0,0,4200.0,29.37,47.38687896728516,8.514894485473635,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
238,1693998360-865,"Südstrasse 3, 8008 Zürich, ZH",1.5,37.0,0,1875.0,50.68,47.355262756347656,8.561944961547852,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
239,1693998360-871,"Herbstweg 5, 8050 Zürich, ZH",1.0,22.0,0,1336.0,60.73,47.40534591674805,8.556075096130373,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
240,1693998360-885,"Bernerstrasse Süd 169, 8048 Zürich, ZH",1.5,23.0,0,1900.0,82.61,47.39453125,8.486136436462402,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
241,1693998360-886,"Bernerstrasse Süd 169, 8048 Zürich, ZH",1.5,23.0,0,1900.0,82.61,47.39453125,8.486136436462402,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
242,1693998360-888,"Zurlindenstrasse 31, 8003 Zürich, ZH",1.5,38.0,0,1890.0,49.74,47.368438720703125,8.5217924118042,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
243,1693998364-889,"Sternenstrasse 16, 8002 Zürich, ZH",4.0,135.0,0,4540.0,33.63,47.36030197143555,8.533720016479492,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
244,1693998364-890,"Heerenschürlistrasse 1, 8051 Zürich, ZH",3.5,92.0,0,2937.0,31.92,47.40034866333008,8.590806007385254,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
245,1693998364-892,"Hofwiesenstrasse 232, 8057 Zürich, ZH",2.0,52.0,0,1690.0,32.5,47.403823852539055,8.536986351013184,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
246,1693998364-894,"Feldstrasse 46, 8004 Zürich, ZH",1.5,22.0,0,1720.0,78.18,47.3762855529785,8.521571159362795,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
247,1693998364-897,"Eggbühlstrasse 26, 8050 Zürich, ZH",2.5,63.0,0,2900.0,46.03,47.41639709472656,8.542954444885254,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
248,1693998364-902,"Vulkanstrasse 110a, 8048 Zürich, ZH",2.5,61.0,0,2370.0,38.85,47.39344024658203,8.485149383544922,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
249,1693998364-911,"Bauherrenstrasse 11, 8049 Zürich, ZH",3.5,86.0,0,3290.0,38.26,47.39942169189453,8.500960350036623,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
250,1693998369-913,"Zollikerstrasse 164, 8008 Zürich, ZH",2.5,70.0,0,2990.0,42.71,47.354106903076165,8.561359405517578,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
251,1693998369-921,"Berninastrasse 57, 8057 Zürich, ZH",3.5,100.0,0,3250.0,32.5,47.40406036376953,8.545023918151855,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
252,1693998369-927,"Untere Zäune 20, 8001 Zürich, ZH",3.5,80.0,0,3150.0,39.38,47.37178421020508,8.545750617980959,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
253,1693998369-935,"Baslerstrasse 77, 8048 Zürich, ZH",4.0,101.0,0,4179.0,41.38,47.386112213134766,8.496638298034668,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
254,1693998369-936,"Dienerstrasse 8, 8004 Zürich, ZH",2.5,30.0,0,2220.0,74.0,47.37765502929688,8.528881072998049,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
255,1693998373-941,"Albisriederstrasse 278, 8047 Zürich, ZH",5.5,135.0,0,3655.0,27.07,47.37786483764649,8.491551399230959,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
256,1693998373-945,"Caspar-Wüst-Strasse 57, 8052 Zürich, ZH",2.0,53.0,0,1632.0,30.79,47.430469512939446,8.542308807373049,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
257,1693998373-946,"Hohenklingenstrasse 45, 8049 Zürich, ZH",4.5,120.0,0,3549.0,29.58,47.40235137939453,8.490530014038086,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
258,1693998373-948,"Oetenbachgasse 11, 8001 Zürich, ZH",1.5,75.0,0,3300.0,44.0,47.373901367187514,8.539582252502441,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
259,1693998373-954,"Leutschenbachstrasse 40, 8050 Zürich, ZH",2.5,59.0,0,2320.0,39.32,47.41581344604492,8.55447292327881,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
260,1693998373-955,"Albisriederstrasse 181, 8047 Zürich, ZH",2.5,56.0,0,1690.0,30.18,47.377540588378906,8.498313903808594,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
261,1693998373-956,"Baslerstrasse 107, 8048 Zürich, ZH",3.5,80.0,0,2750.0,34.38,47.387561798095696,8.492484092712402,261,Zürich,420217,4778.9946548391,32.4584678868,491193.0,82932.737704245
