,type,id,lat,lon,brand,shop,addr:city,addr:housenumber,addr:postcode,geometry,index_right,bfs_name,bfs_number,pop,pop_dens,frg_pct,emp
489,node,4838594323,47.407888,8.5964595,Denner,supermarket,Wallisellen,99,8301.0,POINT (8.5964595 47.407888),1380,Wallisellen,69,16841,2623.2087227414,31.0135977674,20325.0
490,node,4841545904,47.4082866,8.595021599999999,Alnatura,supermarket,Wallisellen,99,8304.0,POINT (8.595021599999999 47.4082866),1380,Wallisellen,69,16841,2623.2087227414,31.0135977674,20325.0
491,node,6446172109,47.4045843,8.6027754,Aldi,supermarket,Wallisellen,7/9,8304.0,POINT (8.6027754 47.4045843),1380,Wallisellen,69,16841,2623.2087227414,31.0135977674,20325.0
492,node,264072829,47.4673262,8.293462,VOI Migros Partner,supermarket,Baden,142,5400.0,POINT (8.293462 47.4673262),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
493,node,266285317,47.4544839,8.2816488,Spar,supermarket,Dättwil,,5405.0,POINT (8.2816488 47.4544839),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
494,node,282874901,47.4768338,8.3085492,Migros,supermarket,Baden,40/42,5400.0,POINT (8.3085492 47.4768338),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
495,node,654520932,47.4737709,8.2965687,,supermarket,,,,POINT (8.2965687 47.4737709),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
496,node,1537366975,47.4766098,8.3068478,Coop,supermarket,,5,,POINT (8.3068478 47.4766098),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
497,node,3743824399,47.4735138,8.3072298,,supermarket,,,,POINT (8.3072298 47.4735138),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
498,node,7794436351,47.4769147,8.3080789,Lidl,supermarket,Baden,31,5400.0,POINT (8.3080789 47.4769147),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
499,node,8465280711,47.4769216,8.3080433,Aldi,supermarket,Baden,31,5400.0,POINT (8.3080433 47.4769216),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
500,node,8465305334,47.4774391,8.3081431,Alnatura,supermarket,,,,POINT (8.3081431 47.4774391),768,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
501,node,295440192,47.4386309,8.2714315,,supermarket,,,,POINT (8.2714315 47.4386309),2289,Baden,4021,19547,1484.2065299924,26.7867191896,29475.0
502,node,264793445,47.4133066,8.6189038,Coop,supermarket,,,,POINT (8.6189038 47.4133066),1741,Dietlikon,54,7847,1846.3529411765,25.7678093539,5808.0
503,node,264795737,47.423028,8.6186163,Spar,supermarket,,,,POINT (8.6186163 47.423028),1741,Dietlikon,54,7847,1846.3529411765,25.7678093539,5808.0
504,node,649318758,47.4219581,8.6186754,,supermarket,,,,POINT (8.6186754 47.4219581),1741,Dietlikon,54,7847,1846.3529411765,25.7678093539,5808.0
505,node,1370921194,47.4120314,8.6192722,Migros-Outlet,supermarket,Dietlikon,31,8305.0,POINT (8.6192722 47.4120314),1741,Dietlikon,54,7847,1846.3529411765,25.7678093539,5808.0
506,node,6573932287,47.4122424,8.6191875,Aldi,supermarket,,,,POINT (8.6191875 47.4122424),1741,Dietlikon,54,7847,1846.3529411765,25.7678093539,5808.0
507,node,265064208,46.5066342,6.6712555,Denner,supermarket,,,,POINT (6.6712555 46.5066342),2303,Paudex,5588,1529,3120.4081632653,31.458469588,1129.0
508,node,265332275,47.5957395,8.9546224,,supermarket,,,,POINT (8.9546224 47.5957395),734,Pfyn,4841,2071,157.6103500761,14.5823273781,789.0
509,node,266013105,47.4763679,7.6585305,,supermarket,,,,POINT (7.6585305 47.4763679),1441,Gempen,2474,901,150.4173622705,17.6470588235,421.0
510,node,266571580,47.4821521,8.2094058,Migros,supermarket,Brugg,1,5200.0,POINT (8.2094058 47.4821521),1132,Brugg,4095,12575,1522.397094431,28.7475149105,9929.0
511,node,896790649,47.4817627,8.2087864,Coop,supermarket,,,,POINT (8.2087864 47.4817627),1132,Brugg,4095,12575,1522.397094431,28.7475149105,9929.0
512,node,1027327185,47.48455,8.207135,,supermarket,,,,POINT (8.207135 47.48455),1132,Brugg,4095,12575,1522.397094431,28.7475149105,9929.0
513,node,1458568876,47.4822336,8.2095001,Denner,supermarket,Brugg,,5200.0,POINT (8.2095001 47.4822336),1132,Brugg,4095,12575,1522.397094431,28.7475149105,9929.0
514,node,8171324317,47.4818461,8.209298,,supermarket,,2,5200.0,POINT (8.209298 47.4818461),1132,Brugg,4095,12575,1522.397094431,28.7475149105,9929.0
515,node,266812253,47.5017295,8.5947692,Volg,supermarket,,,,POINT (8.5947692 47.5017295),753,Embrach,56,9421,741.811023622,28.0437320879,3591.0
516,node,430766710,47.5109061,8.5941475,,supermarket,Embrach,138,8424.0,POINT (8.5941475 47.5109061),753,Embrach,56,9421,741.811023622,28.0437320879,3591.0
517,node,4697887290,47.5165537,8.5943967,Aldi,supermarket,Embrach,4,8424.0,POINT (8.5943967 47.5165537),753,Embrach,56,9421,741.811023622,28.0437320879,3591.0
518,node,8664411211,47.5125084,8.5934707,,supermarket,,,,POINT (8.5934707 47.5125084),753,Embrach,56,9421,741.811023622,28.0437320879,3591.0
519,node,266864510,47.3896784,8.6173594,,supermarket,,1,,POINT (8.6173594 47.3896784),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
520,node,449001826,47.3973132,8.616708599999999,Coop,supermarket,,,,POINT (8.616708599999999 47.3973132),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
521,node,561017124,47.3979838,8.6177326,Migros,supermarket,Dübendorf,7,8600.0,POINT (8.6177326 47.3979838),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
522,node,561017126,47.3983439,8.618082,Denner,supermarket,,,,POINT (8.618082 47.3983439),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
523,node,670971371,47.4019787,8.6034305,,supermarket,,,,POINT (8.6034305 47.4019787),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
524,node,3077355645,47.4010731,8.6035456,Migros,supermarket,Dübendorf,83,8600.0,POINT (8.6035456 47.4010731),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
525,node,4993937721,47.3969856,8.6259788,,supermarket,,,,POINT (8.6259788 47.3969856),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
526,node,8286494178,47.3968758,8.5970455,Migros,supermarket,Dübendorf,5,8600.0,POINT (8.5970455 47.3968758),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
527,node,9407870937,47.3838514,8.5996043,,supermarket,Gockhausen,2,8044.0,POINT (8.5996043 47.3838514),705,Dübendorf,191,29303,2151.4684287812,35.9451250725,20104.0
528,node,269050379,47.3544624,8.7132591,Migros,supermarket,Uster,18,8610.0,POINT (8.7132591 47.3544624),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
529,node,269108913,47.3516553,8.7161267,,supermarket,,,,POINT (8.7161267 47.3516553),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
530,node,354543032,47.349994,8.7151342,Migros,supermarket,Uster,20,8610.0,POINT (8.7151342 47.349994),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
531,node,2387118294,47.3405245,8.7273752,,supermarket,Uster,7,8610.0,POINT (8.7273752 47.3405245),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
532,node,2852664945,47.3564499,8.7074407,,supermarket,Uster,46,8610.0,POINT (8.7074407 47.3564499),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
533,node,2859768404,47.3519178,8.7191667,,supermarket,,,,POINT (8.7191667 47.3519178),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
534,node,2859821771,47.3550255,8.713509,,supermarket,Uster,60,8610.0,POINT (8.713509 47.3550255),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
535,node,2859830047,47.3415444,8.7155264,,supermarket,Uster,5,8610.0,POINT (8.7155264 47.3415444),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
536,node,2989236592,47.3589148,8.709029,,supermarket,Uster,22,8610.0,POINT (8.709029 47.3589148),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
537,node,3097962207,47.343969,8.7016769,,supermarket,Uster,5,8610.0,POINT (8.7016769 47.343969),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
538,node,3115568662,47.3502682,8.7154415,Denner,supermarket,Uster,14,8610.0,POINT (8.7154415 47.3502682),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
539,node,4176799676,47.3551942,8.7130633,,supermarket,Uster,22,8610.0,POINT (8.7130633 47.3551942),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
540,node,6763613317,47.3497418,8.7158766,Alnatura,supermarket,Uster,20,8610.0,POINT (8.7158766 47.3497418),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
541,node,8626761858,47.3484775,8.7199037,,supermarket,,,,POINT (8.7199037 47.3484775),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
542,node,9673788630,47.348567,8.7167858,,supermarket,Uster,1,8610.0,POINT (8.7167858 47.348567),323,Uster,198,35007,1228.7469287469,23.0096837775,17237.0
543,node,269616490,46.5104626,6.4978122,Coop,supermarket,Morges,4,1110.0,POINT (6.4978122 46.5104626),1823,Morges,5642,15844,4136.8146214099,36.2471598081,10625.0
544,node,269616499,46.5098409,6.4944953,Migros,supermarket,Morges,19,1110.0,POINT (6.4944953 46.5098409),1823,Morges,5642,15844,4136.8146214099,36.2471598081,10625.0
545,node,3016736475,46.5100158,6.496933,,supermarket,Morges,,1110.0,POINT (6.496933 46.5100158),1823,Morges,5642,15844,4136.8146214099,36.2471598081,10625.0
546,node,3060713371,46.5095675,6.4996964,,supermarket,,,,POINT (6.4996964 46.5095675),1823,Morges,5642,15844,4136.8146214099,36.2471598081,10625.0
547,node,3491063193,46.5097858,6.4944771,Denner,supermarket,,,,POINT (6.4944771 46.5097858),1823,Morges,5642,15844,4136.8146214099,36.2471598081,10625.0
548,node,8879699918,46.5118158,6.4954972,Lidl,supermarket,,,,POINT (6.4954972 46.5118158),1823,Morges,5642,15844,4136.8146214099,36.2471598081,10625.0
549,node,270593547,46.334173,6.1568928,,supermarket,,,,POINT (6.1568928 46.334173),2004,Chavannes-de-Bogis,5707,1366,477.6223776224,35.5783308931,1225.0
550,node,4409368895,46.3334808,6.1572202,,supermarket,,,,POINT (6.1572202 46.3334808),2004,Chavannes-de-Bogis,5707,1366,477.6223776224,35.5783308931,1225.0
551,node,272768861,47.3863257,9.2787226,Coop,supermarket,,,,POINT (9.2787226 47.3863257),359,Herisau,3001,15763,625.5158730159,22.4830298801,10023.0
552,node,1795622332,47.387203,9.2767202,Denner,supermarket,,,,POINT (9.2767202 47.387203),359,Herisau,3001,15763,625.5158730159,22.4830298801,10023.0
553,node,273529120,46.8468335,7.1920809,Migros,supermarket,,,,POINT (7.1920809 46.8468335),301,Düdingen,2293,8181,265.9622886866,14.2280894756,3982.0
554,node,816519383,46.8500382,7.190638,,supermarket,,,,POINT (7.190638 46.8500382),301,Düdingen,2293,8181,265.9622886866,14.2280894756,3982.0
555,node,914233856,46.8596633,7.2014808,,supermarket,,,,POINT (7.2014808 46.8596633),301,Düdingen,2293,8181,265.9622886866,14.2280894756,3982.0
556,node,1015716220,46.8472991,7.1917223,Denner,supermarket,,,,POINT (7.1917223 46.8472991),301,Düdingen,2293,8181,265.9622886866,14.2280894756,3982.0
557,node,274079274,46.5059315,6.6885514,Coop,supermarket,Lutry,2,1095.0,POINT (6.6885514 46.5059315),1103,Lutry,5606,10348,1223.1678486998,26.5558562041,3019.0
558,node,6718534575,46.5009194,6.6956748,Coop,supermarket,,7,,POINT (6.6956748 46.5009194),1103,Lutry,5606,10348,1223.1678486998,26.5558562041,3019.0
559,node,9094754186,46.5051749,6.6832659,,supermarket,Lutry,109,1095.0,POINT (6.6832659 46.5051749),1103,Lutry,5606,10348,1223.1678486998,26.5558562041,3019.0
560,node,9197869540,46.5133549,6.6769123,Migros,supermarket,La Conversion,,1093.0,POINT (6.6769123 46.5133549),1103,Lutry,5606,10348,1223.1678486998,26.5558562041,3019.0
561,node,274597962,47.4935876,7.5934065,Coop,supermarket,,,,POINT (7.5934065 47.4935876),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
562,node,274598110,47.4926707,7.5943412,Migros,supermarket,Reinach BL,11,4153.0,POINT (7.5943412 47.4926707),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
563,node,279806422,47.4904784,7.5892098,Denner,supermarket,,,,POINT (7.5892098 47.4904784),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
564,node,295259613,47.5062751,7.6000165,Coop,supermarket,,,,POINT (7.6000165 47.5062751),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
565,node,295262648,47.5024247,7.5960558,Migros,supermarket,Reinach BL,1,4153.0,POINT (7.5960558 47.5024247),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
566,node,1606625232,47.5022689,7.5970566,Denner,supermarket,,,,POINT (7.5970566 47.5022689),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
567,node,1687173680,47.4926766,7.592983999999999,Denner,supermarket,,,,POINT (7.592983999999999 47.4926766),1288,Reinach (BL),2773,19181,2751.9368723099,23.5180647516,12051.0
568,node,274716412,47.4200323,7.501762,Migros,supermarket,Laufen,4,4242.0,POINT (7.501762 47.4200323),854,Laufen,2787,5643,495.0,25.5006202375,4003.0
569,node,3679166121,47.4189681,7.5019872,,supermarket,,,,POINT (7.5019872 47.4189681),854,Laufen,2787,5643,495.0,25.5006202375,4003.0
570,node,6868376005,47.4201711,7.5001953,,supermarket,Laufen,24,4242.0,POINT (7.5001953 47.4201711),854,Laufen,2787,5643,495.0,25.5006202375,4003.0
571,node,9591901485,47.4200829,7.5019171,Denner,supermarket,,,,POINT (7.5019171 47.4200829),854,Laufen,2787,5643,495.0,25.5006202375,4003.0
572,node,277204947,47.1755809,8.9022254,Coop,supermarket,Siebnen,1,8854.0,POINT (8.9022254 47.1755809),316,Schübelbach,1346,9190,316.7873147191,29.8150163221,2965.0
573,node,277204951,47.1759674,8.901942,Denner,supermarket,Siebnen,43,8854.0,POINT (8.901942 47.1759674),316,Schübelbach,1346,9190,316.7873147191,29.8150163221,2965.0
574,node,1635306340,47.1753504,8.900457,VOI,supermarket,Siebnen,36,8854.0,POINT (8.900457 47.1753504),316,Schübelbach,1346,9190,316.7873147191,29.8150163221,2965.0
575,node,1814667113,47.173469,8.957314,Denner,supermarket,Buttikon SZ,2,8863.0,POINT (8.957314 47.173469),316,Schübelbach,1346,9190,316.7873147191,29.8150163221,2965.0
576,node,6810431764,47.1753518,8.9121709,ALDI,supermarket,Siebnen,4,8854.0,POINT (8.9121709 47.1753518),316,Schübelbach,1346,9190,316.7873147191,29.8150163221,2965.0
577,node,277469387,47.7027188,8.6457825,Coop,supermarket,,,,POINT (8.6457825 47.7027188),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
578,node,704656423,47.6988386,8.6340912,Migros,supermarket,Schaffhausen,56-58,8200.0,POINT (8.6340912 47.6988386),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
579,node,845054102,47.7059522,8.618996899999999,Denner,supermarket,,,,POINT (8.618996899999999 47.7059522),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
580,node,845054109,47.7039544,8.6155171,Coop,supermarket,,,,POINT (8.6155171 47.7039544),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
581,node,1454517271,47.7214999,8.666126,Coop,supermarket,,,,POINT (8.666126 47.7214999),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
582,node,1454517274,47.7202328,8.6637223,Migros,supermarket,Schaffhausen,4,8207.0,POINT (8.6637223 47.7202328),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
583,node,1454517276,47.7223443,8.6553246,,supermarket,,,,POINT (8.6553246 47.7223443),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
584,node,2117630366,47.7156168,8.6470609,,supermarket,Schaffhausen,294,8200.0,POINT (8.6470609 47.7156168),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
585,node,2647221548,47.695659,8.6402801,,supermarket,,,,POINT (8.6402801 47.695659),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
586,node,2955574973,47.7203909,8.6646002,Denner,supermarket,,,,POINT (8.6646002 47.7203909),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
587,node,3856230594,47.6990879,8.6323301,Denner,supermarket,,,,POINT (8.6323301 47.6990879),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
588,node,4171428057,47.6962696,8.63329,,supermarket,Schaffhausen,8,8200.0,POINT (8.63329 47.6962696),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
589,node,4436281783,47.6963318,8.633796199999999,Coop,supermarket,,,,POINT (8.633796199999999 47.6963318),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
590,node,4511043985,47.6988638,8.6358893,,supermarket,,,,POINT (8.6358893 47.6988638),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
591,node,4839263780,47.698245,8.6364048,,supermarket,Schaffhausen,11,8200.0,POINT (8.6364048 47.698245),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
592,node,6511997186,47.6982782,8.6341272,,supermarket,,,,POINT (8.6341272 47.6982782),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
593,node,6678004205,47.7152914,8.6457873,Denner,supermarket,Schaffhausen,295,,POINT (8.6457873 47.7152914),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
594,node,9308473847,47.7169665,8.6615375,,supermarket,Schaffhausen,16,,POINT (8.6615375 47.7169665),214,Schaffhausen,2939,36604,874.8565965583,28.1444650858,27255.0
595,node,277730181,47.4986607,8.7975435,,supermarket,,,,POINT (8.7975435 47.4986607),1149,Elsau,219,3647,451.9206939281,17.3293117631,1052.0
596,node,8957257034,47.5001307,8.7861334,Landi,supermarket,Elsau,6,8352.0,POINT (8.7861334 47.5001307),1149,Elsau,219,3647,451.9206939281,17.3293117631,1052.0
597,node,277945554,47.4732061,9.4691748,Volg,supermarket,,,9403.0,POINT (9.4691748 47.4732061),1651,Goldach,3213,9504,2017.8343949045,25.484006734,4147.0
598,node,1737756889,47.474122,9.481277,,supermarket,,8,9400.0,POINT (9.481277 47.474122),1651,Goldach,3213,9504,2017.8343949045,25.484006734,4147.0
599,node,2454146852,47.4743882,9.4658688,Spar,supermarket,,15,9403.0,POINT (9.4658688 47.4743882),1651,Goldach,3213,9504,2017.8343949045,25.484006734,4147.0
600,node,4659639654,47.4737868,9.4669954,,supermarket,Goldach,1,9403.0,POINT (9.4669954 47.4737868),1651,Goldach,3213,9504,2017.8343949045,25.484006734,4147.0
601,node,6514709958,47.4733855,9.4692897,Landi,supermarket,,,,POINT (9.4692897 47.4733855),1651,Goldach,3213,9504,2017.8343949045,25.484006734,4147.0
602,node,9027713618,47.479409,9.4698251,Coop,supermarket,,,9403.0,POINT (9.4698251 47.479409),1651,Goldach,3213,9504,2017.8343949045,25.484006734,4147.0
603,node,279155943,47.1661059,8.2914109,Migros,supermarket,Hochdorf,5,6280.0,POINT (8.2914109 47.1661059),936,Hochdorf,1031,9884,1025.3112033195,21.8231485229,5139.0
604,node,1685063941,47.1658102,8.2914455,Denner,supermarket,Hochdorf,5,6280.0,POINT (8.2914455 47.1658102),936,Hochdorf,1031,9884,1025.3112033195,21.8231485229,5139.0
605,node,2371548090,47.1715583,8.2865452,,supermarket,,,,POINT (8.2865452 47.1715583),936,Hochdorf,1031,9884,1025.3112033195,21.8231485229,5139.0
606,node,2634189179,47.1689071,8.2886251,Coop,supermarket,Hochdorf,6,6280.0,POINT (8.2886251 47.1689071),936,Hochdorf,1031,9884,1025.3112033195,21.8231485229,5139.0
607,node,2934107784,47.1678727,8.2921118,Spar,supermarket,,,,POINT (8.2921118 47.1678727),936,Hochdorf,1031,9884,1025.3112033195,21.8231485229,5139.0
608,node,279310856,46.6001273,6.5378702,,supermarket,,,,POINT (6.5378702 46.6001273),1822,Penthaz,5496,1760,458.3333333333,24.4886363636,725.0
609,node,279370613,47.4881565,8.2924516,Migros,supermarket,Nussbaumen AG,,5415.0,POINT (8.2924516 47.4881565),1115,Obersiggenthal,4038,8628,1032.0574162679,31.1196105702,2015.0
610,node,9429565329,47.4883389,8.291974100000001,Coop,supermarket,,,,POINT (8.291974100000001 47.4883389),1115,Obersiggenthal,4038,8628,1032.0574162679,31.1196105702,2015.0
611,node,9429565330,47.4885422,8.292549,Denner,supermarket,,,,POINT (8.292549 47.4885422),1115,Obersiggenthal,4038,8628,1032.0574162679,31.1196105702,2015.0
612,node,279818318,47.2023497,8.9418092,Volg,supermarket,,,,POINT (8.9418092 47.2023497),638,Tuggen,1347,3293,243.9259259259,17.1879744913,1469.0
613,node,280528081,46.9561025,7.4467039,Migros,supermarket,Bern,9,3013.0,POINT (7.4467039 46.9561025),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
614,node,280528117,46.956452,7.431997,Coop,supermarket,,,,POINT (7.431997 46.956452),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
615,node,287001910,46.9483633,7.4449955,Migros,supermarket,,,,POINT (7.4449955 46.9483633),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
616,node,312385262,46.9494937,7.4417109,Coop,supermarket,,,,POINT (7.4417109 46.9494937),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
617,node,371215417,46.9507635,7.3922189,,supermarket,,,,POINT (7.3922189 46.9507635),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
618,node,436571594,46.9393949,7.4369994,Coop,supermarket,,,,POINT (7.4369994 46.9393949),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
619,node,438261303,46.955334,7.433628,Migros,supermarket,Bern,43,3012.0,POINT (7.433628 46.955334),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
620,node,454141500,46.9411222,7.4185719,VOI,supermarket,Bern,60,3008.0,POINT (7.4185719 46.9411222),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
621,node,489771088,46.9422469,7.4531136,Migros,supermarket,Bern,18,3005.0,POINT (7.4531136 46.9422469),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
622,node,514589840,46.9592975,7.4551531,Coop,supermarket,Bern,2,3014.0,POINT (7.4551531 46.9592975),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
623,node,529952282,46.9369871,7.4750949,Migros,supermarket,Bern,1,3006.0,POINT (7.4750949 46.9369871),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
624,node,534632457,46.9374546,7.4760187,,supermarket,Bern,20,3015.0,POINT (7.4760187 46.9374546),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
625,node,536764783,46.9394084,7.4808596,,supermarket,Bern,15,3015.0,POINT (7.4808596 46.9394084),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
626,node,536764788,46.9395786,7.4812674,Migros,supermarket,Bern,15,3015.0,POINT (7.4812674 46.9395786),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
627,node,537955670,46.9454179,7.4724026,,supermarket,,,,POINT (7.4724026 46.9454179),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
628,node,537955675,46.9455422,7.4724059,,supermarket,,,,POINT (7.4724059 46.9455422),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
629,node,540597931,46.9613051,7.4529884,,supermarket,,,,POINT (7.4529884 46.9613051),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
630,node,540757239,46.9657564,7.4636343,Migros,supermarket,Bern,71,3014.0,POINT (7.4636343 46.9657564),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
631,node,558568861,46.9534012,7.4325035,,supermarket,,,,POINT (7.4325035 46.9534012),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
632,node,563138869,46.9454484,7.4628317,VOI Migros Partner,supermarket,Bern,16,3006.0,POINT (7.4628317 46.9454484),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
633,node,583655442,46.9536697,7.4546054,VOI Migros Partner,supermarket,Bern,49,3013.0,POINT (7.4546054 46.9536697),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
634,node,602151989,46.9597459,7.4586111,,supermarket,Bern,9,3014.0,POINT (7.4586111 46.9597459),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
635,node,602498883,46.9575274,7.4535985,,supermarket,,,,POINT (7.4535985 46.9575274),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
636,node,614862188,46.9635406,7.4651959,,supermarket,Bern,85,3014.0,POINT (7.4651959 46.9635406),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
637,node,635745470,46.9399952,7.4409008,ALDI,supermarket,Bern,82,3007.0,POINT (7.4409008 46.9399952),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
638,node,663576422,46.9410821,7.431434,Coop,supermarket,,,,POINT (7.431434 46.9410821),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
639,node,666998648,46.9364877,7.4327684,Denner,supermarket,,,,POINT (7.4327684 46.9364877),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
640,node,667410777,46.9400687,7.4319625,Migros,supermarket,Bern,1,3007.0,POINT (7.4319625 46.9400687),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
641,node,671908257,46.943091,7.4264204,,supermarket,Bern,44,3007.0,POINT (7.4264204 46.943091),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
642,node,679787398,46.944952,7.426814,Denner,supermarket,Bern,22-24,,POINT (7.426814 46.944952),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
643,node,704348054,46.9440191,7.4212627,Denner,supermarket,,,,POINT (7.4212627 46.9440191),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
644,node,802904454,46.9471962,7.4088818,,supermarket,Bern,60,3008.0,POINT (7.4088818 46.9471962),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
645,node,892818865,46.9486381,7.4373157,,supermarket,Bern,4b,3008.0,POINT (7.4373157 46.9486381),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
646,node,1714599215,46.9488065,7.39425,,supermarket,,1,3027.0,POINT (7.39425 46.9488065),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
647,node,1722681316,46.9393448,7.3899387,Migros,supermarket,Bern,7,3018.0,POINT (7.3899387 46.9393448),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
648,node,1918200363,46.9450069,7.3744929,Migros,supermarket,,,,POINT (7.3744929 46.9450069),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
649,node,2212710376,46.9481457,7.4459907,Coop,supermarket,,,,POINT (7.4459907 46.9481457),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
650,node,2277983292,46.9491034,7.409353,ALDI,supermarket,Bern,143,3008.0,POINT (7.409353 46.9491034),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
651,node,2319554752,46.947613,7.40041,,supermarket,Bern,22a,3027.0,POINT (7.40041 46.947613),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
652,node,2319568957,46.9444056,7.3996636,,supermarket,,,,POINT (7.3996636 46.9444056),165,Bern,351,134591,2607.3421154591,24.8627322778,188252.0
