type,id,lat,lon,brand,shop,addr:city,addr:housenumber,addr:postcode,opening_hours
node,805177065,46.1753807,8.8108981,Migros,supermarket,,,,"Mo-We, Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-17:00"
node,805177095,46.1750758,8.8124197,Coop,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,805177100,46.1754061,8.8100648,Denner,supermarket,,,,
node,805177106,46.1673272,8.7624523,Coop,supermarket,Losone,30,6616,
node,805177186,46.1648085,8.768714899999999,,supermarket,Losone,1,6616,
node,805884912,46.1684821,8.7824406,Migros,supermarket,,,,
node,805885072,46.1693347,8.7811263,Coop,supermarket,,,,
node,806598496,46.1541722,8.7737223,Migros,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:30
node,806830594,47.6446555,9.1860515,Spar,supermarket,,,,Mo-Sa 06:00-22:00; Su 08:00-20:00
node,809917411,46.3338275,6.8904907,Coop,supermarket,,,,"Mo-Th 07:30-18:30; Fr 07:30-19:30; Sa 07:30-17:00; Su,PH closed"
node,811027945,46.2540164,6.9517507,Migros,supermarket,,,,
node,814693804,47.1686258,8.515911299999999,,supermarket,,,,Mo-Fr 06:30-19:00; Th 06:30-20:00; Sa 08:00-17:00
node,816519383,46.8500382,7.190638,,supermarket,,,,Mo-Th 07:00-19:00;Fr 07:00-20:00;Sa 07:00-16:00;Su off
node,820927432,46.8897421,7.3142468,,supermarket,,,,
node,821376496,46.8158114,7.2167431,,supermarket,,,,
node,821385170,46.015136,8.965160000000001,,supermarket,,,,
node,823721572,46.6998807,10.0935563,,supermarket,,,,Sa 08:00-17:00; Mo-Fr 08:00-18:30
node,831519648,46.9405621,7.7783321999999995,Coop,supermarket,,,,
node,831519655,46.9398302,7.7876463,Migros,supermarket,Langnau i. E.,1a,3550,"Mo-We 08:00-19:00, Th 08:00-20:00, Fr 08:00-21:30, Sa 07:30-17:00; PH off"
node,831743350,46.2076488,6.8638098,,supermarket,,,,
node,831775970,47.3005016,8.3126826,Volg,supermarket,Boswil,22,5623,Mo-Sa 06:00-20:00
node,833359581,46.7999002,6.7453686,Coop,supermarket,Yvonand,16,1462,Tu-Fr 07:30-18:30; Sa 07:30-17:00
node,835610427,47.0977177,9.3527532,ALDI,supermarket,Flums,18,8890,
node,835891169,46.7294906,6.4138996,,supermarket,,,,
node,836113909,46.2223926,7.5943692,,supermarket,St-Luc,16,3961,"Mo-Fr 08:30-12:30,14:30-19:00; Sa 08:00-12:30,14:00-19:00; Su 08:00-12:30,14:30-18:30"
node,837957539,47.6420848,9.1957519,Migros,supermarket,Kreuzlingen,15,8280,
node,838077703,46.0129829,8.9328906,,supermarket,,,,
node,838253792,46.0813722,7.213234,Migros,supermarket,,,,
node,838559192,47.4886446,8.9037262,Volg,supermarket,,,,Mo-Sa 06:00-21:00
node,840913865,46.5283611,8.610678,Coop,supermarket,Airolo,41,6780,"Mo-Fr 08:00-12:30, 14:00-19:00; Sa 08:00-18:30"
node,841975023,47.3850141,8.4221039,Migros,supermarket,Urdorf,87,8902,Mo-Sa 08:00-20:00; PH off
node,842943819,47.3654237,7.1551713,Coop,supermarket,,,,Mo-Fr 07:30-18:30; Sa 07:30-17:00
node,843198454,47.3907031,8.5183213,,supermarket,Zürich,18,8005,Mo-Fr 07:00-20:00; Sa 08:00-18:00
node,845054102,47.7059522,8.618996899999999,Denner,supermarket,,,,Mo-Fr 08:00-20:00; Sa 08:00-18:00; Su off
node,845054109,47.7039544,8.6155171,Coop,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:00; Su off
node,845498625,46.2323514,6.0825033,,supermarket,,,,
node,845500113,46.2273448,6.0851364,,supermarket,,,,Mo-We 09:15-19:00; Th 09:15-20:00; Fr 09:15-19:30; Sa 09:15-18:00
node,847024491,46.5308968,6.6345902,Coop,supermarket,Lausanne,3,1018,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,847518306,46.5437951,6.6470484,Denner,supermarket,,,,
node,848522910,46.7778443,6.6419145,,supermarket,Yverdon-les-Bains,2,1400,"Mo-Fr 08:30-12:00,13:30-18:30; Sa 08:00-14:00"
node,849788487,46.2505448,7.3522935,Migros,supermarket,,,,Mo-Th 07:30-18:30; Fr 07:30-19:30; Sa 07:30-17:00
node,850629367,46.7618198,6.8904797,Coop,supermarket,,,,
node,850911832,47.4982654,8.2616859,,supermarket,,,,
node,853419948,46.0943549,7.9573555,Volg,supermarket,,,,Mo-Su 07:00-19:00
node,853419954,46.1248107,7.9370750999999995,,supermarket,,,,Mo-Sa 08:00-18:30; Su 15:00-18:30
node,859258146,46.8342849,10.3794792,Volg,supermarket,,,,"Mo-Tu 08:00-11:30,14:30-18:30; We 08:00-11:30; Th-Fr 08:00-11:30,14:30-18:30; Sa 08:00-11:30,14:30-17:30"
node,859708798,47.2096404,6.9998959,,supermarket,,24,,
node,859708799,47.2544734,7.0006861,Migros,supermarket,,,,
node,860658012,46.2823794,7.5110673,,supermarket,,,,Mo-Th 09:00-18:30; Fr 09:00-21:00; Sa 08:00-17:00
node,861391136,46.3230381,7.9892174,Coop,supermarket,,,,
node,861795391,47.2911866,8.5377315,Denner,supermarket,,,,
node,862942472,47.0924335,9.0585806,ALDI,supermarket,Näfels,54,8752,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,863376940,46.4614307,9.9351996,,supermarket,,,,
node,865090321,47.3246549,8.2066428,Volg,supermarket,Seengen,20,5707,
node,868369556,47.3476817,8.1616576,,supermarket,,,,
node,870284506,46.2268663,6.074154,,supermarket,Meyrin,14,,
node,870284513,46.227072,6.0756696,Jumbo,supermarket,Meyrin,12,1217,Mo-We 08:30-19:00; Th 08:30-20:30; Fr 08:30-19:30; Sa 08:00-18:00
node,870967108,47.0532293,7.6204645,Denner,supermarket,,,,
node,871827511,47.4490174,7.7650243,,supermarket,,,,
node,875362377,46.2285104,6.0725738,Coop,supermarket,Meyrin,,1217,
node,878639867,46.7580445,7.6314673,,supermarket,,,,
node,880838966,46.2455532,8.7053665,Migros,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:30
node,881410105,46.7664157,6.6503122,Migros,supermarket,,,,
node,883218919,46.7573829,7.6297856,Coop,supermarket,,,,
node,883456577,47.0042717,6.9557712,Migros,supermarket,,,,
node,885569234,46.8761316,7.7971932,,supermarket,,,3537,
node,886099069,46.3112491,7.6414568,Migros,supermarket,,,,
node,890727503,46.8197654,6.5020486,Migros,supermarket,,,,
node,891896182,47.3508913,8.6431507,Migros,supermarket,Ebmatingen,108,8123,Mo-Sa 08:00-20:00; PH off
node,891896183,47.3512297,8.6423169,Coop,supermarket,,,,"Mo-We,Fr,Sa 07:30-20:00"
node,892472921,47.460634,8.2463921,,supermarket,,,,Mo-Fr 08:30-19:00
node,892818865,46.9486381,7.4373157,,supermarket,Bern,4b,3008,Mo-Fr 09:00-20:00; Sa 09:00-17:00
node,892939870,46.2149955,6.1342617,Denner,supermarket,,,,
node,893110866,46.2164323,7.8278227,,supermarket,,,,
node,893342584,47.1007762,7.5705928,,supermarket,,,,
node,894824105,47.4828239,8.2276861,,supermarket,,,,
node,895808079,47.0597535,8.8023233,Volg,supermarket,Unteriberg,6,8842,
node,895808166,47.0587594,8.8007297,,supermarket,Unteriberg,5,8842,
node,896790649,47.4817627,8.2087864,Coop,supermarket,,,,
node,897238528,47.252907,8.6959699,,supermarket,,,,
node,897667906,46.0097799,8.9390942,Migros,supermarket,,,,
node,898008635,46.6853834,7.8558964,Coop,supermarket,,,,Mo-Su 07:00-22:30
node,898174751,47.346669,7.9094486,Migros,supermarket,Olten,20,4600,Mo-Fr 08:00-18:30; Th 08:00-20:00; Sa 08:00-18:00; PH off
node,898174786,47.3469953,7.9086739,Coop,supermarket,,,,Mo-We 07:30-18:30; Fr 07:30-18:30; Th 07:30-20:00; Sa 07:30-18:00
node,903622917,46.7473993,7.625974,ALDI,supermarket,Thun,46C;46a,3600,Mo-Fr 08:00-20:00; Sa 08:00-17:00; Su off
node,906804973,47.4351785,8.7171314,Volg,supermarket,,1,,Mo-Fr 06:30-19:30; Sa 07:30-17:00
node,909070437,46.0121236,8.9351674,,supermarket,,,,
node,910839781,46.3987905,8.1473797,Volg,supermarket,Ernen,8,3995,Mo-Su 07:00-19:00
node,911115979,46.5227215,6.6302822,Coop,supermarket,,,,Mo-Fr 08:30-19:00; Sa 08:00-18:00
node,914233856,46.8596633,7.2014808,,supermarket,,,,Mo-Fr 09:00-18:30; Sa 08:00-16:00; Su Off
node,917957376,46.3981642,6.925489,Coop,supermarket,,,,
node,918370719,47.3607025,8.0522798,Coop,supermarket,,,,
node,919564544,47.6031374,9.2873015,Volg,supermarket,,,,Mo-Sa 06:00-22:00; Su 08:00-20:00
node,921188281,46.893384,7.4975955,Coop,supermarket,Belp,3,3123,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00
node,922264262,46.1843035,6.1341019,,supermarket,Carouge,32,,Mo-We 08:30-19:00; Th 08:30-21:00; Fr 08:30-19:30; Sa 08:00-18:00
node,922264343,46.1824564,6.1344159,Migros,supermarket,Carouge,29,1227,"Mo-We, Fr 08:30-19:00; Sa 08:30-18:00; Th 08:30-20:00"
node,922783656,46.8966085,7.4931656,Migros,supermarket,Belp,28,3123,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,925101595,47.4896179,8.2449485,Coop,supermarket,Gebenstorf,,5412,Mo-Fr. 08:00-20:00 / Sa 07:30-18:00
node,925352312,46.2021414,6.1543125,,supermarket,,,,
node,926918972,47.4103223,8.5456832,,supermarket,Zürich,11,8050,Mo-Fr 09:00-20:00; Sa 09:00-18:00
node,926957905,47.407567,8.5491079,Coop,supermarket,,,,Mo-Sa 07:00-20:00
node,927180538,46.3119413,7.4839626,Coop,supermarket,,,,
node,927225200,46.2007379,6.159064,Migros,supermarket,Genève,,,
node,927273112,47.4645347,8.969272,,supermarket,,,,
node,930881799,46.7535745,7.6150975,,supermarket,Thun,18,3600,
node,932356619,47.3235181,9.5689044,,supermarket,Oberriet,2,9463,
node,935144988,47.2297668,8.527212,Denner,supermarket,Kappel am Albis,8,8926,
node,936779857,46.9224985,7.4596282,Migros,supermarket,,,,"Mo-We 08:00-19:00; Th,Fr 08:00-20:00; Sa 07:30-17:00; Su,PH closed"
node,937843131,46.1946669,6.1524505,Coop,supermarket,Genève,8c,,"Mo-We 08:00-19:00, Th 08:00-20:00, Fr 08:00-19:30, Sa 08:00-18:00, Su off"
node,939538216,47.1823722,8.4615913,Denner,supermarket,Cham,,6330,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; PH off
node,939538237,47.1825379,8.4612037,Migros,supermarket,Cham,15-17,6330,Mo-Th 08:00-19:00; Fr 08:00-20:00; Sa 07:30-17:00; PH off
node,942559640,47.0184251,7.5007399,,supermarket,,,,
node,943123460,47.2516626,8.1821425,Coop,supermarket,,,,
node,943969789,46.1802002,6.1279232,Coop,supermarket,,,,
node,949572922,46.2079804,6.1372916,Coop,supermarket,,18,1201,
node,952008860,46.5985698,7.907353,Coop,supermarket,,,,Mo-Sa 07:30-19:00; Su 08:00-19:00
node,956199310,47.4126594,9.1858853,Migros,supermarket,Flawil,10,9230,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,956494681,47.2532311,8.7734457,Coop,supermarket,,2,,Mo-Sa 08:00-20:00; Su off
node,956504667,47.2569854,8.8012248,,supermarket,Wolfhausen,1,8633,Mo-Fr 06:30-20:00; Sa 06:30-19:00; Su off
node,957273041,46.5152376,6.6313853,Coop,supermarket,,,,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,957273044,46.5157876,6.626509,Denner,supermarket,,,,Mo-Fr 07:00-19:00; Sa 08:00-18:00
node,958154999,47.2259117,8.8182095,Migros,supermarket,Rapperswil,19,8640,"Mo-Fr 07:00-20:00, Sa 07:00-18:00; PH off"
node,963198491,47.1381682,8.5793078,Migros,supermarket,Unterägeri,32,6314,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,963198496,47.1378292,8.5812784,Coop,supermarket,Unterägeri,2,6314,
node,963957055,46.2018572,6.1548434,,supermarket,,,,
node,970516568,47.2642376,8.9601292,,supermarket,,,,
node,970651005,47.3602011,8.5947159,,supermarket,Zürich,409,8053,Mo-Sa 07:30-20:00
node,983971502,47.0498728,8.2602561,Migros-Outlet,supermarket,Luzern,14,6014,"Mo-Fr 09:00-18:00, Sa 09:00-17:00; PH off"
node,984079108,46.2041853,6.0970937,Migros,supermarket,,,,
node,990202156,46.9964751,6.9326148,,supermarket,,,,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,991908896,47.1464245,8.5062225,Volg,supermarket,,,,
node,992881767,46.285069,7.798316,Volg,supermarket,,,,Mo-Su 07:00-19:00
node,995471959,47.3793846,8.5594679,Migros,supermarket,Zürich,73,8044,Mo-Sa 07:30-20:00; PH off
node,996260881,46.9273007,7.3777432,,supermarket,Köniz,10,3172,
node,996908091,46.6805441,8.775531,,supermarket,Sedrun,57,7188,
node,997576717,47.2569212,6.9993286999999995,,supermarket,,,,
node,1003935154,47.402848,9.3367154,,supermarket,St. Gallen,2,9014,
node,1004502006,47.4028716,8.5465484,Spar,supermarket,Zürich,239,8057,Mo-Fr 07:00-21:00; Sa 07:00-21:00
node,1005308983,47.5754838,7.6467891,,supermarket,Riehen,81,4125,"Mo-Fr 08:00-19:00, Sa 08:00-18:00, Su 09:00-17:00"
node,1005732653,46.9959473,7.1076666,Landi,supermarket,,,,
node,1005822879,47.5467857,7.952488,Denner,supermarket,,,,
node,1008618186,46.4758406,7.1351712,,supermarket,,,,"Mo-Fr 06:00-12:30,14:00-18:00; Sa 07:30-17:00; PH,Su 07:00-12:30"
node,1012741733,47.6481071,9.1758628,Migros,supermarket,Kreuzlingen,63,8280,"Mo-Fr 07:30-19:00, Sa 07:30-18:00; PH off"
node,1015716220,46.8472991,7.1917223,Denner,supermarket,,,,Mo-Th 08:00-19:00;Fr 08:00-21:00;Sa 07:30-16:00;Su off
node,1018441660,46.0810082,7.2137649,,supermarket,,,,"Mo-Fr 09:00-12:00,14:30-18:00;Sa 09:00-12:00,14:30-17:00"
node,1019965154,47.1125788,7.3011413,,supermarket,Studen,65,2557,Mo-Fr 07:00-18:45; Sa 07:00-17:00; PH off
node,1020096341,47.3059156,8.7574256,Coop,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-17:00
node,1022612040,46.9232213,7.4142401,Migros,supermarket,Köniz,10,3098,"Mo-Th 08:00-20:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,1024090983,47.4040846,8.547921,,supermarket,Zürich,269,8057,Mo-Fr 09:00-19:00; Sa 09:00-18:30
node,1027136881,47.4256283,8.4969763,Coop,supermarket,Zürich,199,8046,Mo-Sa 08:00-20:00
node,1027327185,47.48455,8.207135,,supermarket,,,,"Mo-Fr: 08:00-18:30 (Fr: -20:00), Sa: 08:00-16:00, So: no"
node,1027856250,46.9402421,7.7855331,,supermarket,,,,
node,1033657727,47.6061948,8.7678888,Volg,supermarket,,13,8526,Mo-Fr 06:30-19:30; Sa 06:30-16:00
node,1036935972,46.9568283,7.495875,Migros,supermarket,,,,"Mo-Th 08:00-19:00; Fr 08:00-21:00; Sa 07:30-17:00; Su,PH closed"
node,1041063962,46.5139141,6.6471599,,supermarket,Lausanne,15,1006,"Mo-Fr 07:30-19:00, Sa 07:30-18:00"
node,1044553874,47.2421864,8.6556101,Coop,supermarket,Au,26,8804,Mo-Sa 07:30-20:00
node,1052078781,47.4193147,8.5568084,ALDI,supermarket,Zürich,77,8052,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1053855927,47.1733025,8.5171183,Denner,supermarket,Zug,22,6300,Mo-Fr 08:00-19:00;Th 08:00-21:00;Sa 08:00-17:00;PH closed
node,1054471303,46.9443296,6.8429267,Migros,supermarket,,,,
node,1057414921,46.9584422,7.4913675,,supermarket,Ostermundigen,79,3072,
node,1069059529,47.0461309,8.3072505,Migros,supermarket,Luzern,58,6003,Mo-Fr 08:00-19:00; Fr 08:00-20:00; Sa 08:00-17:00; PH off
node,1069059588,47.0465392,8.3068307,Coop,supermarket,Luzern,56,6000,"Mo-We,Fr 07:00-19:00; Th 07:00-20:00; Sa 07:00-17:00; PH,Su off"
node,1071363912,46.7742639,7.5748501,,supermarket,Uetendorf,16,3661,
node,1072910460,47.4400546,8.2083483,Migros,supermarket,Lupfig,17,5242,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,1072912520,47.4401163,8.2068902,,supermarket,,10,5242,
node,1072915164,47.4412766,8.2023895,,supermarket,,,,
node,1075617174,45.9322608,7.098813,,supermarket,,,,
node,1077316887,47.1360843,8.1356322,Landi,supermarket,,14,6207,
node,1077327038,47.1359194,8.1348987,,supermarket,,11a,6207,
node,1077327040,47.1364083,8.1338097,Denner,supermarket,Nottwil,15,6207,
node,1077362729,46.7792559,9.5441326,Coop,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:00; Su 09:00-18:00
node,1078854160,47.2944073,8.5640512,Denner,supermarket,,,,Mo-Sa 08:00-20:00
node,1080559663,47.0767246,8.3007278,Spar,supermarket,,,,"Mo,Tu,Th 07:00-18:30; We 07:00-19:30; Sa 07:00-16:00"
node,1080951354,47.096447,8.4629726,Volg,supermarket,,,,Mo-Fr 06:00-19:00; Sa-Su 07:00-19:00
node,1083855663,47.019095,8.309215,Migros,supermarket,Horw,14-15,6048,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1083855709,47.0196454,8.3106581,Coop,supermarket,Horw,100,6048,
node,1086339665,46.7791866,7.5905701,,supermarket,,,,Mo-Th 09:00-18:30; Fr 09:00-21:00; Sa 08:00-16:00
node,1086729164,46.8090957,9.8404625,Spar,supermarket,,1,,Mo-Fr 07:00-19:00; Sa 07:00-18:00; Su 13:00-18:00
node,1091932089,47.4105662,9.6267555,,supermarket,Heerbrugg,9,9435,Mo-Tu 08:00-19:00; Fr 08:00-19:00; Sa 08:00-17:00; PH off
node,1091985152,47.4111966,9.6266147,,supermarket,Heerbrugg,4,9435,Mo-Th 08:30-19:00; Fr 08:30-20:00; Sa 08:30-17:00
node,1095049107,47.0176249,8.303642,Landi,supermarket,,,,
node,1095049115,47.0185428,8.3090515,Denner,supermarket,Horw,,6048,
node,1098426813,47.3349329,8.3003082,Volg,supermarket,,,,
node,1100335848,47.3374585,8.474882,,supermarket,Wettswil,2,8907,Mo-Sa 06:30-20:00
node,1101655331,47.3501898,8.2703578,Coop,supermarket,,,,
node,1102007447,47.3472005,8.2906339,,supermarket,,,,
node,1102007452,47.3472015,8.289759,,supermarket,,,,
node,1102204085,47.3502581,8.2695788,Denner,supermarket,,,,Mo-Fr 08:00-20:00; Sa 07:30-20:00; PH closed
node,1104592579,47.3100205,8.3229768,Volg,supermarket,,,,
node,1106779865,47.3062848,8.5562559,Spar,supermarket,,,,
node,1107499836,47.3110339,8.2512248,,supermarket,,,,
node,1108221061,47.400032,8.5878428,,supermarket,Zürich,271,8051,"Mo-Sa 08:00-20:00, PH closed"
node,1112081225,46.9573602,8.3653005,,supermarket,Stans,9,,"Mo-Fr 06:30-12:15,13:30-18:30; Sa 06:30-16:00; Su 08:00-12:30"
node,1115495439,46.2823443,7.5126886,,supermarket,,,,
node,1116628655,47.3858565,9.656460299999999,Migros,supermarket,,1,,"Mo-Fr 07:00-19:00; PH,Su off; Sa 07:00-17:00"
node,1116914472,47.5641297,9.3677946,Denner,supermarket,,,,Mo-Th 08:30-19:00; Fr 08:30-20:00; Sa 08:00-17:00; PH off
node,1117040140,47.415018,9.6319404,,supermarket,,,,
node,1117100863,46.9589912,10.3979615,,supermarket,,,,Mo-Sa 08:30-18:30; Su 13:00-18:00; PH 13:00-18:00
node,1120204904,47.5706836,9.3650717,Aldi,supermarket,Romanshorn,9,8590,Mo-Sa 07:30-20:00
node,1126757422,47.2644414,8.5859578,,supermarket,,,,
node,1128613697,47.0778669,8.2747874,Denner,supermarket,Emmenbrücke,1,6020,
node,1132281754,47.1413045,7.2174728,,supermarket,,,,"Mo-Fr 08:00-12:00, 16:15-19:00; Sa 08:00-12:00; Su,PH 08:00-10:00"
node,1137607248,47.5596693,8.0601215,,supermarket,,,,Mo-Fr 08:00-19:00; Sa 08:00-18:00
node,1139385119,47.1752994,8.6654156,Volg,supermarket,Hütten,26,8825,"Mo-Fr 07:30-12:15, 14:00-19:00; Sa 07:30-14:00"
node,1139545722,46.2762002,7.4049549,,supermarket,Botyre,38,1966,"Mo-Fr 08:30-12:30,14:00-18:30; Sa 08:00-17:00"
node,1142280066,47.1135161,7.8401905,Migros,supermarket,Huttwil,6,4950,"Mo-Th 08:00-19:00, Fr 08:00-21:00, Sa 07:30-17:00; PH off"
node,1143558142,47.5217589,8.8894944,,supermarket,Hagenbuch,9,8523,"Mo-Fr 06:30-18:30, Sa 06:30-16:00"
node,1145599832,47.0751893,8.2871675,,supermarket,,,,
node,1145599864,47.0737083,8.2922426,Migros,supermarket,Emmenbrücke,50,6020,"Mo-Th 09:00-19:00, Fr 09:00-21:00, Sa 08:00-17:00; PH off"
node,1149868307,47.4436367,9.5317965,Coop,supermarket,,2,,Mo-Th 07:30-19:00; Fr 07:30-20:00; Sa 07:30-18:00
node,1149868870,47.4272572,9.4824463,Volg,supermarket,,,,
node,1152954613,47.0658293,8.4081594,,supermarket,,,,
node,1156328601,47.093926,8.2690493,Denner,supermarket,Rothenburg,9,6023,Mo-Sa 08:00-18:30
node,1157308051,46.7808287,7.0889977,Coop,supermarket,,,,
node,1163216043,46.195004,7.8386402,Denner,supermarket,,,,"Mo-Fr 08:00-12:30,14:00-18:30; Sa 08:00-12:30,14:00-17:00; Su 15:00-18:00"
node,1163216083,46.1963508,7.8392064,Volg,supermarket,,,,Mo-Su 06:30-19:30
node,1165255718,47.416306,8.1665132,Migros,supermarket,Wildegg,11c,5103,"Mo-Fr 08:00-19:00, Sa 08:00-18:00; PH off"
node,1168833492,47.5469654,7.5643633,Migros,supermarket,Basel,7,4054,Mo-Fr 08:00-19:00; Sa 08:00-18:00; PH off
node,1170699750,47.5577775,7.5596342,,supermarket,Allschwil,1,4123,"Mo-Fr 07:30-19:00, Sa 07:30-18:00, Su 09:00-18:00"
node,1170699799,47.5584264,7.5601118,Coop,supermarket,,,,Mo-Fr 07:30-19:00; Sa 07:30-18:00
node,1174159731,46.6680987,6.8009322,,supermarket,,,,
node,1175598094,46.9012844,8.2757488,Coop,supermarket,,,,
node,1183119243,46.5282737,6.5673452,Denner,supermarket,,,,
node,1191792633,47.0898165,8.2738856,Migros,supermarket,Emmenbrücke,3,6020,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-17:00; PH off"
node,1195750627,47.6506092,9.1726711,Coop,supermarket,,,,
node,1201325118,47.015424,7.4841326,Denner,supermarket,Moosseedorf,11a,3302,"Mo-Fr 08:00-12:30,14:00-19:00; Sa 08:00-17:00; Su,PH off"
node,1208191503,47.1910129,7.7903012,Volg,supermarket,,,,
node,1210602981,47.1922277,8.6445691,Volg,supermarket,,,,
node,1213912708,47.0372758,8.308466899999999,Coop,supermarket,Luzern,,6005,
node,1216746469,46.6943034,9.4398988,Migros,supermarket,,,,
node,1225871563,47.0803129,9.4770766,Volg,supermarket,Azmoos,52,9478,
node,1228361395,46.5221069,6.6313104,,supermarket,,,,Mo 09:00-19:00;Tu-Fr 08:30-19:00;Sa 8:00-18:00
node,1234617599,47.4804478,8.4643849,Migros,supermarket,Dielsdorf,2,8175,Mo-Sa 08:00-20:00; PH off
node,1242864993,47.0510053,8.2709761,Coop,supermarket,Littau,88,6014,
node,1247707400,47.521026,8.7901783,Volg,supermarket,,,,
node,1247732761,47.6566367,9.1329532,Coop,supermarket,,,,
node,1249802351,47.4929891,8.1878848,Volg,supermarket,Riniken,4,5223,"Mo-Fr 07:00-12:15,14:00-19:00; Sa 07:00-16:00"
node,1254632069,47.0372902,8.3287849,Coop,supermarket,Luzern,23,6005,
node,1254632070,47.0374219,8.3282536,Migros,supermarket,Luzern,23,6005,"Mo-Th 08:30-19:00, Fr 08:30-21:00, Sa 08:00-17:00; PH off"
node,1260438019,46.7063812,8.5993817,Volg,supermarket,,,,Mo-Fr 07:00-19:00; Sa 07:00-17:00
node,1260497484,46.2528558,9.0227383,Coop,supermarket,,,,
node,1261950339,46.1946672,9.0248877,Coop,supermarket,,,,
node,1263360166,46.5222351,6.6273244,Migros,supermarket,,,,
node,1263651484,47.484908,7.5476011,Migros,supermarket,Ettingen,9,4107,"Mo-Fr 08:00-19:00, Sa 08:00-17:00; PH off"
node,1268406164,47.2567943,8.7040481,Volg,supermarket,,2,8708,"Mo-Fr 07:30-19:30; Sa,Su 08:00-18:00"
node,1278535198,47.1413116,8.4287189,Migros,supermarket,Rotkreuz,1,6343,"Mo-Th 07:30-19:00, Fr 07:30-20:00, Sa 07:30-17:00; PH off"
node,1286988156,47.3896823,8.0704133,Coop,supermarket,,,,
node,1287226888,47.0787878,7.3039734,Migros,supermarket,Lyss,28,3250,Mo-We 8:00-19:00; Th 8:00-20:00; Fr 8:00-21:00; Sa 7:30-17:00
node,1287601534,47.3986111,8.4593802,ALDI,supermarket,Schlieren,20,8952,Mo-Fr 09:00-20:00; Sa 09:00-18:00
node,1289140729,47.5021259,8.748357500000001,Denner,supermarket,,,,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1289493510,46.9226841,7.414845,ALDI,supermarket,Köniz,4,3098,Mo-Fr 08:00-20:00; Sa 08:00-17:00
node,1291687161,47.0420298,9.4335724,Aldi,supermarket,Mels,61,8887,
node,1296183512,47.4621586,8.3104016,Lidl Schweiz,supermarket,Wettingen,29,5430,
node,1297534861,47.4951343,7.0148473,,supermarket,,,,
node,1298322275,46.9287343,6.812411,,supermarket,,,,
node,1300463358,47.3970551,8.4490051,Coop,supermarket,Schlieren,6,8952,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1300473573,47.3980225,8.4510633,,supermarket,,,,
node,1300703150,47.567165,7.8402247,,supermarket,Möhlin,,4313,Mo-Sa 07:00-19:30
node,1300703154,47.556334,7.8467796,Migros,supermarket,Möhlin,91,4313,"Mo-Th 08:00-19:00, Fr 08:00-20:00, Sa 08:00-18:00; PH off"
node,1301279165,47.3968583,8.4490817,Denner,supermarket,Schlieren,9,8952,Mo-Fr 08:00-20:00; Sa 08:00-18:00
node,1302026588,47.0374484,8.3287776,Denner,supermarket,Luzern,23,6005,
node,1305544887,46.9592917,7.5002934,Coop,supermarket,,,,"Mo-Fr 07:00-20:00; Sa 07:00-17:00; Su,PH closed"
node,1305642720,47.46598,8.3273545,Aldi,supermarket,Wettingen,99,5430,08:00-20:00; Sa 08:00-18:00; Su off
node,1305792137,47.464416,8.3286964,Spar,supermarket,,,,Mo-Fr 07:00-21:00; Sa 07:00-20:00; PH closed
node,1309304667,46.1755185,7.8016381,Denner,supermarket,,,,
node,1310863960,46.8617706,9.8925538,Spar,supermarket,Klosters,96,7250,
node,1311513812,47.4455363,8.3604745,,supermarket,,,,"Mo-Fr 08:00-12:00,13:30-18:30;Sa 07:30-17:00;PH closed"
node,1311957978,47.5628797,7.5970323,Coop,supermarket,,,,
node,1315132974,47.560088,7.5674708,Coop,supermarket,,,,Mo-Fr 07:30-20:00; Sa 07:30-18:00
node,1319939980,46.52118,6.6336175,,supermarket,,,,
node,1322305936,47.5452203,7.5887101999999995,Coop,supermarket,Basel,125,4053,Mo-Sa 07:00-22:00
node,1324179735,47.559808,7.8439041,Denner,supermarket,,,,
