web-scraper-order,address_raw,datetime,rooms,area,luxurious,price_per_m2,lat,lon
1693998243-256,"Hammerweg 1, 8404 Winterthur, ZH",2023-09-06 15:10:34,3.0,77.0,0,25.03,47.504638671875,8.749406814575195
1693998243-257,"Schlossbachstrasse 24, 8620 Wetzikon ZH, ZH",2023-09-06 15:10:34,5.5,114.0,0,21.67,47.32216262817383,8.79813003540039
1693998243-258,"Limmatstrasse 260, 8005 Zürich, ZH",2023-09-06 15:10:34,3.5,146.0,0,38.01,47.38913345336914,8.52584171295166
1693998243-259,"Kanzleistrasse 15, 8418 Schlatt ZH, ZH",2023-09-06 15:10:34,4.5,122.0,0,25.41,47.46413803100586,8.845952033996582
1693998243-261,"Weidstrasse 2, 8607 Aathal-Seegräben, ZH",2023-09-06 15:10:34,3.5,72.0,0,35.69,,
1693998243-262,"Bühlstrasse 5, 8125 Zollikerberg, ZH",2023-09-06 15:10:34,5.5,137.0,0,32.22,47.3474235534668,8.605626106262207
1693998243-263,"Bahnhofstr. 57, 8902 Urdorf, ZH",2023-09-06 15:10:34,3.5,74.0,0,25.68,47.385955810546875,8.427886009216309
1693998247-265,"8053 Zürich, ZH",2023-09-06 15:10:34,4.5,174.0,0,45.4,47.35861587524414,8.578998565673828
1693998247-266,"Heidwiesen 19, 8051 Zürich, ZH",2023-09-06 15:10:34,4.5,100.0,0,35.0,47.407493591308594,8.575970649719238
1693998247-267,"8002 Zürich, ZH",2023-09-06 15:10:34,2.5,89.0,0,43.82,47.361061096191406,8.532576560974121
1693998247-269,"Huebwisstrasse 12, 8117 Fällanden, ZH",2023-09-06 15:10:34,3.5,88.0,0,32.39,47.37641525268555,8.640762329101562
1693998247-270,"Murzlenstrasse 5, 8166 Niederweningen, ZH",2023-09-06 15:10:34,5.5,150.0,0,19.0,47.506591796875,8.37654972076416
1693998247-271,"Altstetterstrasse 288, 8047 Zürich, ZH",2023-09-06 15:10:34,3.5,64.0,0,32.58,47.37856674194336,8.483046531677246
1693998247-272,"8955 Oetwil an der Limmat, ZH",2023-09-06 15:10:34,3.5,82.0,0,26.83,,
1693998247-274,"Chrüzlerstrasse 20, 8545 Rickenbach Sulz, ZH",2023-09-06 15:10:34,4.5,123.0,0,23.51,,
1693998247-275,"Chrüzlerstrasse 20, 8545 Rickenbach Sulz, ZH",2023-09-06 15:10:34,4.5,140.0,0,25.89,,
1693998247-276,"8910 Affoltern am Albis, ZH",2023-09-06 15:10:34,6.5,151.0,0,33.05,47.27145767211914,8.438882827758789
1693998247-278,"8184 Bachenbülach, ZH",2023-09-06 15:10:34,3.5,126.0,0,30.56,47.500953674316406,8.54443645477295
1693998247-279,"Sonnenrainweg 9, 8824 Schönenberg ZH, ZH",2023-09-06 15:10:34,3.5,71.0,0,27.32,47.19355010986328,8.643131256103516
1693998247-280,"8181 Höri, ZH",2023-09-06 15:10:34,4.5,100.0,0,18.0,47.509178161621094,8.503972053527832
1693998247-281,"8603 Schwerzenbach, ZH",2023-09-06 15:10:34,4.5,122.0,0,24.43,47.38341522216797,8.66242504119873
1693998247-283,"Immenhauserstrasse 10, 8600 Dübendorf, ZH",2023-09-06 15:10:34,3.0,69.0,0,25.51,47.39925003051758,8.628621101379395
1693998247-284,"Glatttalstrasse 163, 8052 Zürich, ZH",2023-09-06 15:10:34,1.5,31.0,0,51.61,47.431304931640625,8.543539047241211
1693998247-285,"In der Höh 5, 8604 Volketswil, ZH",2023-09-06 15:10:34,4.5,116.0,0,22.37,47.384586334228516,8.669207572937012
1693998247-286,"8053 Zürich, ZH",2023-09-06 15:10:34,2.5,60.0,0,46.33,47.35861587524414,8.578998565673828
1693998247-287,"8115 Hüttikon, ZH",2023-09-06 15:10:34,4.5,144.0,0,20.49,47.445335388183594,8.388300895690918
1693998247-288,"Oberwiesenstrasse 67, 8050 Zürich, ZH",2023-09-06 15:10:34,2.5,66.0,0,38.89,47.41167449951172,8.531891822814941
1693998252-289,"Hammerstrasse 54b, 8032 Zürich, ZH",2023-09-06 15:10:34,4.5,126.0,0,31.75,47.36020278930664,8.562192916870117
1693998252-290,"Hinterdorfstrasse 2, 8914 Aeugst am Albis, ZH",2023-09-06 15:10:34,3.5,140.0,0,22.86,47.2681884765625,8.4852933883667
1693998252-291,"Römerhof 1, 8353 Elgg, ZH",2023-09-06 15:10:34,6.5,175.0,0,28.29,47.50267791748047,8.858933448791504
1693998252-292,"Scheideggstrasse 70, 8002 Zürich, ZH",2023-09-06 15:10:34,7.5,205.0,0,26.32,47.353271484375,8.528915405273438
1693998252-293,"Vogtmühlestrasse 2, 8173 Neerach, ZH",2023-09-06 15:10:34,2.5,68.0,0,30.29,47.51044464111328,8.469561576843262
1693998252-294,"Glärnischstrasse 62, 8618 Oetwil am See, ZH",2023-09-06 15:10:34,4.5,98.0,0,20.05,47.27785873413086,8.720203399658203
1693998252-295,"Am Balsberg 32, 8302 Kloten, ZH",2023-09-06 15:10:34,1.0,29.0,0,39.66,47.44306945800781,8.576788902282715
1693998252-296,"Posilipostrasse 10, 8800 Thalwil, ZH",2023-09-06 15:10:34,1.0,35.0,0,45.71,47.28444290161133,8.574564933776855
1693998252-297,"Langenweg 12, 8428 Teufen ZH, ZH",2023-09-06 15:10:34,6.5,180.0,0,18.89,47.54861068725586,8.57026481628418
1693998252-298,"Hauptstrasse 1e, 8544 Attikon, ZH",2023-09-06 15:10:34,3.5,109.0,0,25.23,47.53627014160156,8.795984268188477
1693998252-299,"8048 Zürich, ZH",2023-09-06 15:10:34,3.5,85.0,0,41.16,47.384281158447266,8.486992835998535
1693998252-300,"8055 Zürich, ZH",2023-09-06 15:10:34,1.5,40.0,0,53.55,47.36334991455078,8.505910873413086
1693998252-301,"Friesenbergstrasse 221, 8055 Zürich, ZH",2023-09-06 15:10:34,3.5,70.0,0,58.71,47.36202621459961,8.50424575805664
1693998252-302,"Obere Kirchgasse 8, 8706 Meilen, ZH",2023-09-06 15:10:34,3.5,105.0,0,23.81,47.271297454833984,8.641959190368652
1693998252-303,"Fritz-Fleiner-Weg, 8044 Zürich, ZH",2023-09-06 15:10:34,3.0,100.0,0,42.0,47.381935119628906,8.560834884643555
1693998252-304,"Ringstrasse 1, 8952 Schlieren, ZH",2023-09-06 15:10:34,4.5,97.0,0,26.7,47.398223876953125,8.447646141052246
1693998252-305,"Schärenmoosstrasse 78, 8057 Zürich, ZH",2023-09-06 15:10:34,2.5,70.0,0,84.29,,
1693998252-306,"Seestrasse 13, 8800 Thalwil, ZH",2023-09-06 15:10:34,3.5,130.0,0,49.92,47.28257369995117,8.578234672546387
1693998252-307,"Kirchenweg 2, 8000 Zürich, ZH",2023-09-06 15:10:34,2.5,65.0,0,127.54,,
1693998252-308,"Rosengartenstrasse 55, 8037 Zürich, ZH",2023-09-06 15:10:34,2.5,75.0,0,92.0,47.3958854675293,8.529154777526855
1693998252-309,"8046 Zürich, ZH",2023-09-06 15:10:34,2.5,58.0,0,29.05,47.4151725769043,8.527069091796875
1693998252-310,"Hegnaustrasse 33, 8602 Wangen b. Dübendorf, ZH",2023-09-06 15:10:34,2.5,46.0,0,35.22,47.408363342285156,8.647035598754883
1693998252-311,"Friedrichstrasse 24, 8051 Zürich, ZH",2023-09-06 15:10:34,1.5,41.0,0,46.59,47.405006408691406,8.569589614868164
1693998252-312,"8600 Dübendorf, ZH",2023-09-06 15:10:34,2.5,55.0,1,43.95,47.40385437011719,8.601037979125977
1693998256-313,"Edikerstrasse 14, 8635 Dürnten, ZH",2023-09-06 15:10:34,4.5,132.0,0,23.48,47.2805290222168,8.843474388122559
1693998256-315,"Rietstrasse 7A, 8700 Küsnacht ZH, ZH",2023-09-06 15:10:34,4.0,88.0,0,36.36,47.329193115234375,8.60510540008545
1693998256-316,"Rainstrasse 80, 8712 Stäfa, ZH",2023-09-06 15:10:34,4.5,148.0,0,29.73,47.248626708984375,8.720181465148926
1693998256-317,"Vulkanstrasse 110c, 8048 Zürich, ZH",2023-09-06 15:10:34,3.5,93.0,0,51.61,47.39374923706055,8.484014511108398
1693998256-318,"Kanzleistrasse 15, 8418 Schlatt ZH, ZH",2023-09-06 15:10:34,3.5,110.0,0,24.55,47.46413803100586,8.845952033996582
1693998256-319,"Dübendorfstrasse 22, 8602 Wangen b. Dübendorf, ZH",2023-09-06 15:10:34,2.5,86.0,0,23.26,47.40997314453125,8.642498970031738
1693998256-320,"Obstgartenstr. 30, 8136 Gattikon, ZH",2023-09-06 15:10:34,3.5,88.0,0,27.84,47.283905029296875,8.549808502197266
1693998256-321,"Rütenenweg 14, 8245 Feuerthalen, ZH",2023-09-06 15:10:34,3.5,78.0,0,20.9,47.68825149536133,8.642364501953125
1693998256-322,"Leingrüeblerstrasse 12, 8542 Wiesendangen, ZH",2023-09-06 15:10:34,4.5,100.0,0,33.5,47.52568054199219,8.78139877319336
1693998256-323,"Grüningerstrasse 6, 8133 Esslingen, ZH",2023-09-06 15:10:34,3.5,70.0,0,24.0,47.28868865966797,8.712890625
1693998256-324,"Gartematt 12, 8180 Bülach, ZH",2023-09-06 15:10:34,2.5,69.0,0,24.35,47.51938247680664,8.542832374572754
1693998256-325,"Seidenstr. 12, 8600 Dübendorf, ZH",2023-09-06 15:10:34,2.5,129.0,0,17.29,47.4046630859375,8.606596946716309
1693998256-326,"Wildenbühlstr. 15, 8135 Langnau am Albis, ZH",2023-09-06 15:10:34,5.5,145.0,0,21.38,47.28489303588867,8.53511905670166
1693998256-327,"Grosswiesenstr. 67, 8422 Pfungen, ZH",2023-09-06 15:10:34,3.5,74.0,0,21.89,47.517433166503906,8.640844345092773
1693998256-328,"Albisstrasse 10, 8038 Zürich, ZH",2023-09-06 15:10:34,4.0,95.0,0,27.19,47.344886779785156,8.5330810546875
1693998256-329,"Gerichtshausstr. 3, 8340 Hinwil, ZH",2023-09-06 15:10:34,4.5,92.0,0,20.98,47.304405212402344,8.845050811767578
1693998256-330,"Endlikerstrasse 65, 8400 Winterthur, ZH",2023-09-06 15:10:34,4.5,117.0,0,19.4,47.489295959472656,8.748123168945312
1693998256-331,"Widenweg 14, 8630 Rüti ZH, ZH",2023-09-06 15:10:34,3.0,58.0,0,25.69,47.25366973876953,8.85399341583252
1693998256-332,"Wolframplatz 1, 8045 Zürich, ZH",2023-09-06 15:10:34,2.0,57.0,0,84.6,47.362281799316406,8.52219295501709
1693998261-339,"8932 Mettmenstetten, ZH",2023-09-06 15:10:34,4.5,101.0,0,28.22,47.24298858642578,8.45803451538086
1693998261-340,"Hofwiesenstrasse 165, 8057 Zürich, ZH",2023-09-06 15:10:34,3.5,114.0,0,35.96,47.40107727050781,8.533770561218262
1693998261-341,"8152 Opfikon, ZH",2023-09-06 15:10:34,3.5,120.0,0,32.08,47.43075180053711,8.577886581420898
1693998261-342,"8004 Zürich, ZH",2023-09-06 15:10:34,2.5,50.0,0,58.0,47.37947082519531,8.515318870544434
1693998261-343,"Püntenstrasse 12, 8143 Stallikon, ZH",2023-09-06 15:10:34,3.5,107.0,0,22.43,47.325531005859375,8.489510536193848
1693998261-345,"8404 Winterthur, ZH",2023-09-06 15:10:34,5.5,200.0,0,28.0,47.51652908325195,8.75711727142334
1693998261-346,"Oberer Graben 34, 8400 Winterthur, ZH",2023-09-06 15:10:34,3.5,102.0,0,32.25,47.499420166015625,8.731341361999512
1693998261-347,"8032 Zürich, ZH",2023-09-06 15:10:34,4.5,146.0,0,40.41,47.36512756347656,8.553799629211426
1693998261-349,"Zimmergasse 8, 8008 Zürich, ZH",2023-09-06 15:10:34,2.0,60.0,0,65.0,47.36309051513672,8.550751686096191
1693998261-350,"Steinmaurstrasse 19B, 8173 Neerach, ZH",2023-09-06 15:10:34,5.5,191.0,0,17.8,47.51190185546875,8.470452308654785
1693998261-351,"Steig 37, 8193 Eglisau, ZH",2023-09-06 15:10:34,5.5,140.0,0,22.86,47.577667236328125,8.520560264587402
1693998261-352,"Auhofstrasse 5, 8051 Zürich, ZH",2023-09-06 15:10:34,3.5,84.0,0,27.62,47.4066276550293,8.56872844696045
1693998261-353,"Witikonerstrasse 54, 8032 Zürich, ZH",2023-09-06 15:10:34,2.5,60.0,0,39.72,47.361976623535156,8.568775177001953
1693998261-354,"Seestrasse 25, 8002 Zürich, ZH",2023-09-06 15:10:34,2.5,66.0,0,47.65,47.363529205322266,8.5315523147583
1693998261-355,"Schaffhauserstrasse 129, 8152 Glattbrugg, ZH",2023-09-06 15:10:34,1.0,16.0,0,46.88,47.435264587402344,8.56745433807373
1693998261-356,"Mülibachstr. 52/Haus I, 8107 Buchs ZH, ZH",2023-09-06 15:10:34,2.5,81.0,0,24.81,,
1693998261-357,"Schlosshofstrasse 19, 8400 Winterthur, ZH",2023-09-06 15:10:34,4.5,113.0,0,23.89,47.495174407958984,8.711337089538574
1693998261-358,"Bassersdorferstrasse 9, 8305 Dietlikon, ZH",2023-09-06 15:10:34,7.5,200.0,0,23.5,47.42808151245117,8.619171142578125
1693998261-360,"Gernstrasse 32, 8409 Winterthur, ZH",2023-09-06 15:10:34,5.5,153.0,0,19.99,47.50617218017578,8.774675369262695
1693998265-362,"Nauenstrasse 42, 8632 Tann, ZH",2023-09-06 15:10:34,4.5,99.0,0,20.91,47.2729606628418,8.856590270996094
1693998265-363,"Zurlindenstrasse, 8003 Zürich, ZH",2023-09-06 15:10:34,4.0,92.0,0,37.99,47.36738967895508,8.523022651672363
1693998265-364,"Seefeldstrasse, 8008 Zürich, ZH",2023-09-06 15:10:34,2.0,53.0,0,47.64,47.365238189697266,8.548137664794922
1693998265-365,"Gustav-Gull-Platz 4, 8004 Zürich, ZH",2023-09-06 15:10:34,4.5,140.0,0,71.07,47.37947082519531,8.531120300292969
1693998265-366,"Engweg 8, 8006 Zürich, ZH",2023-09-06 15:10:34,4.5,140.0,0,65.5,47.3852653503418,8.53763198852539
1693998265-368,"Zollikerstrasse 227, 8008 Zürich, ZH",2023-09-06 15:10:34,2.5,75.0,1,92.0,47.348854064941406,8.565671920776367
1693998265-369,"Gotthelfstrasse 41, 8003 Zürich, ZH",2023-09-06 15:10:34,4.5,115.0,0,73.83,47.368507385253906,8.521334648132324
1693998265-370,"Albisstrasse 51, 8134 Adliswil, ZH",2023-09-06 15:10:34,3.5,85.0,0,24.65,47.30401611328125,8.522690773010254
1693998265-371,"Möslistrasse 6, 8155 Niederhasli, ZH",2023-09-06 15:10:34,3.5,88.0,0,23.69,47.48141098022461,8.49641227722168
1693998265-372,"Trichtenhauserstrasse 29, 8125 Zollikerberg, ZH",2023-09-06 15:10:34,3.5,93.0,0,23.44,,
1693998265-373,"Forchstrasse 84, 8008 Zürich, ZH",2023-09-06 15:10:34,2.5,53.0,0,70.38,47.36206817626953,8.559245109558105
1693998265-374,"Landstrasse 28, 8450 Andelfingen, ZH",2023-09-06 15:10:34,3.5,75.0,0,21.2,47.59244155883789,8.679210662841797
1693998265-375,"Pfarrhausweg 3, 8914 Aeugst am Albis, ZH",2023-09-06 15:10:34,2.5,60.0,0,31.17,47.267799377441406,8.486969947814941
1693998265-378,"8304 Wallisellen, ZH",2023-09-06 15:10:34,2.5,70.0,0,52.57,47.41829299926758,8.58899974822998
1693998265-379,"Gumpenwisenstrasse 10, 8166 Niederweningen, ZH",2023-09-06 15:10:34,4.5,112.0,0,22.28,47.509517669677734,8.378198623657227
1693998265-380,"Schwyzerstr. 7, 8805 Richterswil, ZH",2023-09-06 15:10:34,3.0,63.0,0,23.25,47.20464324951172,8.70793628692627
1693998265-381,"Rain 1, 8630 Rüti ZH, ZH",2023-09-06 15:10:34,4.0,118.0,0,27.46,47.25983428955078,8.851704597473145
1693998265-382,"8153 Rümlang, ZH",2023-09-06 15:10:34,2.0,48.0,0,59.38,47.4549560546875,8.524186134338379
1693998265-383,"Forchstrasse 129b, 8127 Forch, ZH",2023-09-06 15:10:34,5.5,159.0,0,32.08,47.323524475097656,8.656710624694824
1693998265-384,"Zelglistrasse 5a, 8175 Windlach, ZH",2023-09-06 15:10:34,5.5,160.0,0,21.88,47.537742614746094,8.467618942260742
1693998272-385,"Kirchweg 91, 8245 Feuerthalen, ZH",2023-09-06 15:10:34,4.5,113.0,0,20.97,47.68903732299805,8.649232864379883
1693998272-386,"Alte Dorfstrasse 28, 8910 Affoltern am Albis, ZH",2023-09-06 15:10:34,3.5,91.0,0,29.34,47.27804946899414,8.454066276550293
1693998272-387,"Sonnhaldenstrasse 2, 8032 Zürich, ZH",2023-09-06 15:10:34,3.0,60.0,0,46.67,47.36660385131836,8.561936378479004
1693998272-388,"Plattenstr. 34, 8032 Zürich, ZH",2023-09-06 15:10:34,4.5,165.0,0,38.14,47.37311553955078,8.553730964660645
1693998272-389,"Luegislandstrasse 80, 8051 Zürich, ZH",2023-09-06 15:10:34,3.0,97.0,0,24.95,47.406776428222656,8.568400382995605
1693998272-390,"Limmattalstrasse 244, 8049 Zürich, ZH",2023-09-06 15:10:34,2.0,43.0,0,42.56,47.402870178222656,8.493392944335938
1693998272-392,"Grubenackerstrasse 71, 8052 Zürich, ZH",2023-09-06 15:10:34,2.0,46.0,0,51.74,47.4189338684082,8.552834510803223
1693998272-393,"Grubenackerstrasse 71, 8052 Zürich, ZH",2023-09-06 15:10:34,1.0,28.0,0,67.14,47.4189338684082,8.552834510803223
1693998272-394,"Hinter Zünen 9, 8702 Zollikon, ZH",2023-09-06 15:10:34,3.5,100.0,0,49.5,47.341434478759766,8.575063705444336
1693998272-395,"Säntisstrasse 6, 8302 Kloten, ZH",2023-09-06 15:10:34,4.5,111.0,0,27.16,47.45159149169922,8.592599868774414
1693998272-397,"Rickenstrasse 5, 8634 Hombrechtikon, ZH",2023-09-06 15:10:34,3.0,58.0,0,27.16,47.25240707397461,8.78077220916748
1693998272-398,"Ernst-Jung-Gasse 18, 8400 Winterthur, ZH",2023-09-06 15:10:34,4.5,112.0,0,35.45,47.49562072753906,8.714487075805664
1693998272-399,"Schaffhauserstrasse 129, 8152 Glattbrugg, ZH",2023-09-06 15:10:34,1.0,15.0,0,50.0,47.435264587402344,8.56745433807373
1693998272-400,"Badenerstrasse 110, 8952 Schlieren, ZH",2023-09-06 15:10:34,4.5,110.0,0,25.85,47.397884368896484,8.431954383850098
1693998272-402,"Max Bill Platz 5, 8050 Zürich, ZH",2023-09-06 15:10:34,2.0,122.0,0,26.15,47.41380310058594,8.539403915405273
1693998272-403,"Tösstalstrasse 45 - 51, 8636 Wald ZH, ZH",2023-09-06 15:10:34,1.5,19.0,0,41.05,,
1693998272-404,"Kalkbreitestrasse 117, 8003 Zürich, ZH",2023-09-06 15:10:34,1.0,18.0,0,45.56,47.371150970458984,8.515456199645996
1693998272-405,"Soodstrasse 14, 8134 Adliswil, ZH",2023-09-06 15:10:34,1.0,16.0,0,43.12,47.31591796875,8.525667190551758
1693998272-406,"Neumarkt 7, 8400 Winterthur, ZH",2023-09-06 15:10:34,2.0,61.0,0,32.62,47.49863052368164,8.726170539855957
1693998272-407,"Hettlingerstrasse 1, 8472 Seuzach, ZH",2023-09-06 15:10:34,2.5,52.0,0,30.58,47.537349700927734,8.72927188873291
1693998272-408,"8426 Lufingen, ZH",2023-09-06 15:10:34,5.5,120.0,0,29.17,47.48335266113281,8.588809967041016
1693998276-410,"Bodenacherstrasse 18, 8121 Benglen, ZH",2023-09-06 15:10:34,4.5,102.0,0,24.51,47.36153793334961,8.635826110839844
1693998276-412,"Am Holbrig 12, 8049 Zürich, ZH",2023-09-06 15:10:34,3.5,93.0,0,29.57,47.40464401245117,8.496613502502441
1693998276-413,"Spichergasse 3, 8185 Winkel, ZH",2023-09-06 15:10:34,4.5,96.0,0,26.46,47.49074935913086,8.554258346557617
1693998276-414,"Chüngstrasse 31, 8424 Embrach, ZH",2023-09-06 15:10:34,3.5,100.0,0,27.0,47.504940032958984,8.60265064239502
1693998276-415,"Bergstrasse 76, 8032 Zürich, ZH",2023-09-06 15:10:34,7.0,170.0,0,37.65,47.371089935302734,8.562350273132324
1693998276-417,"Nordstrasse 15, 8180 Bülach, ZH",2023-09-06 15:10:34,1.5,26.0,0,57.69,47.522823333740234,8.536430358886719
1693998276-418,"Reismühlestr. 3, 8409 Winterthur, ZH",2023-09-06 15:10:34,3.5,76.0,0,25.61,47.506622314453125,8.76766586303711
1693998276-419,"Bachtelstrasse 24b, 8630 Rüti ZH, ZH",2023-09-06 15:10:34,3.0,66.0,0,21.97,47.26611328125,8.86687183380127
1693998276-420,"Aspbachstrasse 2, 8426 Lufingen, ZH",2023-09-06 15:10:34,4.5,113.0,0,24.69,47.4869384765625,8.592018127441406
1693998276-421,"Seestrasse 27, 8002 Zürich, ZH",2023-09-06 15:10:34,3.5,126.0,0,52.18,47.36330032348633,8.53154182434082
1693998276-422,"Blumenweg 17, 8810 Horgen, ZH",2023-09-06 15:10:34,3.5,66.0,0,28.02,47.255271911621094,8.60622787475586
1693998276-423,"Genferstr. 24, 8002 Zürich, ZH",2023-09-06 15:10:34,3.5,90.0,0,57.33,47.365352630615234,8.534263610839844
1693998276-425,"Am Wasser 161, 8049 Zürich, ZH",2023-09-06 15:10:34,1.5,22.0,0,97.73,47.399436950683594,8.495816230773926
1693998276-426,"Badenerstrasse 250, 8004 Zürich, ZH",2023-09-06 15:10:34,1.5,25.0,0,84.0,47.3759880065918,8.516037940979004
1693998276-428,"Am Wasser 161, 8049 Zürich, ZH",2023-09-06 15:10:34,1.5,32.0,0,70.31,47.399436950683594,8.495816230773926
1693998276-429,"Wässerwiesenstrasse 22, 8408 Winterthur, ZH",2023-09-06 15:10:34,2.5,65.0,0,29.69,47.50918960571289,8.689857482910156
1693998276-430,"Brown Boveri-Str. 12, 8050 Zürich, ZH",2023-09-06 15:10:34,4.5,135.0,0,28.44,47.41577911376953,8.536843299865723
1693998276-431,"Kasernenstrasse 70, 8180 Bülach, ZH",2023-09-06 15:10:34,3.0,63.0,0,29.37,47.516326904296875,8.531111717224121
1693998276-432,"Birchstrasse 98, 8050 Zürich, ZH",2023-09-06 15:10:34,1.0,64.0,0,38.56,47.407814025878906,8.536985397338867
1693998280-433,"8907 Wettswil, ZH",2023-09-06 15:10:34,4.5,120.0,0,32.08,47.34062576293945,8.472490310668945
1693998280-434,"Neugasse 40, 8005 Zürich, ZH",2023-09-06 15:10:34,1.0,11.0,0,101.82,47.382469177246094,8.530179977416992
1693998280-435,"Alte Zwillikerstrasse 9, 8908 Hedingen, ZH",2023-09-06 15:10:34,3.5,89.0,0,25.73,47.29549026489258,8.447139739990234
1693998280-436,"Wurmbühlstrasse 10, 8405 Winterthur, ZH",2023-09-06 15:10:34,4.5,92.0,0,20.96,47.4893913269043,8.761971473693848
1693998280-437,"8810 Horgen, ZH",2023-09-06 15:10:34,4.5,122.0,0,35.9,47.259979248046875,8.598672866821289
1693998280-438,"Bachwiesenstr. 119, 8047 Zürich, ZH",2023-09-06 15:10:34,4.5,108.0,0,22.04,47.376949310302734,8.484875679016113
1693998280-440,"Sägereistrasse 12, 8135 Langnau am Albis, ZH",2023-09-06 15:10:34,5.0,120.0,0,25.79,47.29189682006836,8.524370193481445
1693998280-441,"Neuhausstrasse 11, 8044 Zürich, ZH",2023-09-06 15:10:34,2.5,100.0,0,35.85,47.37740707397461,8.564168930053711
1693998280-443,"Robert-Walser-Strasse 46, 8820 Wädenswil, ZH",2023-09-06 15:10:34,8.0,160.0,0,34.38,47.235713958740234,8.653085708618164
1693998280-444,"Schweizäckerstrasse 12, 8955 Oetwil an der Limmat, ZH",2023-09-06 15:10:34,1.5,33.0,0,43.64,47.42401885986328,8.403019905090332
1693998280-445,"Felmisstrasse 48, 8494 Bauma, ZH",2023-09-06 15:10:34,6.5,120.0,0,15.83,47.37550735473633,8.854137420654297
1693998280-446,"Brandrietstrasse 27, 8307 Effretikon, ZH",2023-09-06 15:10:34,3.5,77.0,0,22.34,47.42490005493164,8.687599182128906
1693998280-447,"Grabenwiese 2, 8484 Weisslingen, ZH",2023-09-06 15:10:34,6.5,585.0,0,5.56,47.426780700683594,8.767585754394531
1693998280-448,"Letzacherstrasse 4, 8117 Fällanden, ZH",2023-09-06 15:10:34,5.5,199.0,0,19.1,47.373619079589844,8.634839057922363
1693998280-449,"Am Wasser, 8049 Zürich, ZH",2023-09-06 15:10:34,2.5,42.0,0,70.24,47.39522171020508,8.512446403503418
1693998280-450,"Döltschiweg 39, 8055 Zürich, ZH",2023-09-06 15:10:34,2.0,53.0,0,46.6,47.367286682128906,8.508193969726562
1693998280-451,"Zurlindenstrasse 111, 8003 Zürich, ZH",2023-09-06 15:10:34,2.5,97.0,1,36.87,47.37103271484375,8.518729209899902
1693998280-452,"8606 Nänikon, ZH",2023-09-06 15:10:34,3.5,132.0,0,19.55,47.37018585205078,8.692326545715332
1693998280-453,"Dienerstrasse 59, 8004 Zürich, ZH",2023-09-06 15:10:34,3.5,93.0,0,41.94,47.378807067871094,8.52612590789795
1693998280-454,"Rohrstrasse 26, 8152 Opfikon, ZH",2023-09-06 15:10:34,3.5,78.0,0,34.87,47.435585021972656,8.564109802246094
1693998280-455,"Rohrstrasse 26, 8152 Opfikon, ZH",2023-09-06 15:10:34,2.5,62.0,0,33.23,47.435585021972656,8.564109802246094
1693998280-456,"Allmendstrasse 32, 8180 Bülach, ZH",2023-09-06 15:10:34,3.0,59.0,0,26.78,47.51484298706055,8.533146858215332
1693998285-457,"Surbgasse 9, 8166 Niederweningen, ZH",2023-09-06 15:10:34,4.5,102.0,0,25.98,47.508914947509766,8.37470531463623
1693998285-459,"Meientalstrasse 71, 8048 Zürich, ZH",2023-09-06 15:10:34,2.5,45.0,0,51.11,47.3861083984375,8.477628707885742
1693998285-460,"Meientalstrasse 71, 8048 Zürich, ZH",2023-09-06 15:10:34,2.5,43.0,0,51.16,47.3861083984375,8.477628707885742
1693998285-463,"Engstringerstr.  Gebäude F 5,, 8952 Schlieren, ZH",2023-09-06 15:10:34,3.5,100.0,0,24.3,,
1693998285-464,"8548 Ellikon an der Thur, ZH",2023-09-06 15:10:34,3.5,128.0,0,21.09,,
1693998285-466,"Fronwaldweg 22, 8046 Zürich, ZH",2023-09-06 15:10:34,3.5,104.0,0,29.33,47.4239616394043,8.50998592376709
1693998285-467,"8618 Oetwil am See, ZH",2023-09-06 15:10:34,5.5,140.0,0,32.79,47.27054977416992,8.739869117736816
1693998285-468,"8912 Obfelden, ZH",2023-09-06 15:10:34,4.5,104.0,0,30.77,47.269859313964844,8.424585342407227
1693998285-469,"8175 Windlach, ZH",2023-09-06 15:10:34,4.5,160.0,0,14.94,47.54396438598633,8.486028671264648
1693998285-472,"Plattenstrasse 5, 8152 Glattbrugg, ZH",2023-09-06 15:10:34,1.0,22.0,0,58.64,47.43585968017578,8.565537452697754
1693998285-475,"Universitätstrasse 41, 8006 Zürich, ZH",2023-09-06 15:10:34,4.5,140.0,0,64.21,47.38043975830078,8.547943115234375
1693998285-476,"Ritterhausstrasse 21, 8712 Stäfa, ZH",2023-09-06 15:10:34,3.5,107.0,1,36.92,,
1693998285-477,"Birchstrasse 183A, 8050 Zürich, ZH",2023-09-06 15:10:34,3.5,116.0,0,25.09,47.41421127319336,8.537707328796387
1693998285-478,"Im Zentrum 12, 8634 Hombrechtikon, ZH",2023-09-06 15:10:34,2.5,78.0,0,24.03,47.252498626708984,8.767959594726562
1693998285-479,"8162 Steinmaur, ZH",2023-09-06 15:10:34,2.0,72.0,0,25.69,47.48539733886719,8.444293975830078
1693998285-480,"Hasenbühlweg 12, 8302 Kloten, ZH",2023-09-06 15:10:34,3.0,68.0,0,22.43,47.443511962890625,8.580924987792969
1693998289-481,"Höglerstr. 32, 8600 Dübendorf, ZH",2023-09-06 15:10:34,3.5,99.0,0,22.61,47.39236831665039,8.61337661743164
