web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw,rooms,area,price,description_raw_len,text_raw_len,luxurious,moebliert,price_per_m2,area_cat,datetime
1693998313-643,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=16,"4,5 Zimmer, 94 m², CHF 1945.—","Heusserstrasse 17, 8634 Hombrechtikon, ZH",CHF 1945.—,"«FAMILIENLEBEN NEU DEFINIERT: WOHNEN, SPIELEN, ERHOLEN AM LÜTZELSEE»","4,5 ZIMMER, 94 M², CHF 1945.—HEUSSERSTRASSE 17, 8634 HOMBRECHTIKON, ZH«FAMILIENLEBEN NEU DEFINIERT: WOHNEN, SPIELEN, ERHOLEN AM LÜTZELSEE»WILLKOMMEN IN IHRER NEUEN FAMILIENOASE! WIR PRÄSENTIEREN IHNEN EINE GEMÜTLICHE WOHNUNG, EINGEBETTET IN EINE KINDERFREUNDLICHE SIEDLUNG MIT EINEM WEITLÄUFIGEN SPIELPLATZ IN DER NÄHE DES MALERISCHEN LÜTZELSEES. DIESE WOHNGEGEND, ERSCHLOSSEN DURCH EINE IDYLLISCHE QUARTIERSTRASSE, VERSPRICHT UNGESTÖRTE RUHE UND ERHOLUNG. NEBEN EINEM FRISCHEN ANSTRICH ERWARTET SIE HIER EINE ATTRAKTIVE WOHNUNG, DIE INSBESONDERE FÜR FAMILIEN PERFEKT ZUGESCHNITTEN IST UND MIT EINER FÜLLE VON VORZÜGEN AUFWARTET:- WOHN-/ESSZIMMER MIT PARKETTBODEN - ZIMMER MIT PARKETTBODEVIRTUELLE TOURANBIETER KONTAKTIERENKONTAKTIEREN",4.5,94.0,1945.0,68,735,0,0,20.69,50 - 99,2023-09-06 15:10:34
1693998313-644,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=16,"2 Zimmer, 45 m², CHF 2462.—","Klosbachstrasse 44, 8032 Zürich, ZH",CHF 2462.—,«SCHÖNE ZENTRALE 2.0-ZIMMERWOHNUNG IN DER NÄHE VOM KREUZPLATZ»,"2 ZIMMER, 45 M², CHF 2462.—KLOSBACHSTRASSE 44, 8032 ZÜRICH, ZH«SCHÖNE ZENTRALE 2.0-ZIMMERWOHNUNG IN DER NÄHE VOM KREUZPLATZ»WIR VERMIETEN PER 01.10.2023 ODER NACH VEREINBARUNG EINE 2.0-ZIMMERWOHNUNG IM 2. OG AN DER KLOSBACHSTRASSE 44 IN ZÜRICH.DIE LIEGENSCHAFT WURDE 2022 SANIERTDIE WOHNUNG IST GUT UNTERTEILBAR UND VERFÜGT ÜBER:DUSCHE / WCEINBAUKÜCHEGUTE ÖV-VERBINDUNGENHABEN WIR IHR INTERESSE GEWECKT?DIE WOHNUNGSBESICHTIGUNG FINDET WIE FOLGT STATT:DIENSTAG, 05.09.2023 ZWISCHEN 18.00 -18.30 UHRFREITAG, 08.09.2023 ZWISCHEN 18.00 -18.30 UHRBITTE KLINGELN SIE BEI HERR UND FRAU APAFI.DIE BILDER KÖNNEN VOM ORIGINAL LEICHT ABWEICHEN.ANBIETER KONTAKTIERENKONTAKTIEREN",2.0,45.0,2462.0,62,666,0,0,54.71,0 - 49,2023-09-06 15:10:34
1693998313-646,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=16,"6,5 Zimmer, 140 m², CHF 3950.—","Tannenweg 12, 8908 Hedingen, ZH",CHF 3950.—,«FRISCH SANIERTES REIHENECKHAUS IN DER NÄHE VON ZÜRICH MIT AUSSICHT»,"6,5 ZIMMER, 140 M², CHF 3950.—TANNENWEG 12, 8908 HEDINGEN, ZH«FRISCH SANIERTES REIHENECKHAUS IN DER NÄHE VON ZÜRICH MIT AUSSICHT»FRISCH RENOVIERTES REIHENECKHAUS, AN RUHIGER HANGLAGE MIT AUSSICHT, ABENDSONNE UND PRIVATSPHÄRE. GROSSZÜGIGE RASENFLÄCHE MIT GEDECKTER TERRASSE SOWIE ABGESCHIRMTEM GARTENSITZPLATZ UND OPTIONALEM GEMÜSEGARTEN.NEBENKOSTEN:HEIZÖL IM ANGEGEBENEN MIETPREIS INBEGRIFFEN, WASSER / STROM NACH AUFWANDUMGEBUNG:NÄHE ZU NATUR/WALD/NAHERHOLUNG UND 7 MINUTEN FUSSWEG ZUM HEDINGER WEIHER (BADESEE).SEHR GUTE ANBINDUNG AN ÖFFENTLICHEM VERKEHR NACH ZÜRICH UND ZUG.ZÜRICH: AUTO (SIHLCITY 12MIN, ENGE 15MIN, ZENTRUM 19MIN) / ÖV (POSTAUTO / BAHN) CA. 30MINZUG: AUTO 20M",6.5,140.0,3950.0,68,679,0,0,28.21,100 - 500,2023-09-06 15:10:34
1693998313-647,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=16,"1 Zimmer, 8 m², CHF 86.—","Bahnhofstrasse 55, 8600 Dübendorf, ZH",CHF 86.—,"«MANSARDE ALS BASTELRAUM, ABSTELLRAUM (NICHT ALS WOHNUNG ZU BENUTZEN)»","1 ZIMMER, 8 M², CHF 86.—BAHNHOFSTRASSE 55, 8600 DÜBENDORF, ZH«MANSARDE ALS BASTELRAUM, ABSTELLRAUM (NICHT ALS WOHNUNG ZU BENUTZEN)»WIR VERMIETEN PER SOFORT ODER NACH VEREINBARUNG EINE MANSARDE 8 M2 IM DACH EINES MEHRFAMILIENHAUSES. EIN WC/LAVABO STEHT DEN MIETERN DES DACHGESCHOSSES ZUR VERFÜGUNG, MUSS JEDOCH SELBER GEREINIGT WERDEN. BITTE BEACHTEN SIE, DASS DIE MANSARDE NICHT ALS WOHNUNG VERMIETET WERDEN KANN.",1.0,8.0,86.0,70,413,0,0,10.75,0 - 49,2023-09-06 15:10:34
1693998313-648,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=16,"4,5 Zimmer, 107 m², CHF 1750.—","Wässerwiesenstrasse 65, 8408 Winterthur, ZH",CHF 1750.—,«GROSSZÜGIG UND TEILSANIERT»,"4,5 ZIMMER, 107 M², CHF 1750.—WÄSSERWIESENSTRASSE 65, 8408 WINTERTHUR, ZH«GROSSZÜGIG UND TEILSANIERT»NÄCHSTE SAMMELBESICHTIGUNG (OHNE VORANMELDUNG):- MITTWOCH, 13. SEPTEMBER 2023 AB 18.00 UHR BIS 19.00 UHR- BITTE KLINGELN SIE BEI FRAU JENKALPER 16. NOVEMBER 2023 VERMIETEN WIR EINE GROSSZÜGIGE 4.5 ZIMMERWOHNUNG IN WÜLFLINGEN. DIE WOHNUNG VERFÜGT ÜBER: GERÄUMIGE KÜCHE MIT SÄMTLICHEN KÜCHENGERÄTEMODERNES BADEZIMMERWOHNZIMMER MIT PARKETTKORRIDOR MIT PRAKTISCHEN WANDSCHRÄNKENSEP. REDUITBALKON MIT ABENDSONNE UND WEITBLICKLIFTEIGENES KELLERABTEIL EIN PARKPLATZ ODER EINSTELLPLATZ KANN AUF WUNSCH DAZUGEMIETET WERDEN. HABNEU",4.5,107.0,1750.0,28,622,0,0,16.36,100 - 500,2023-09-06 15:10:34
1693998317-649,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"2,5 Zimmer, 58 m², CHF 2273.—","Grosswiesenstrasse 147, 8051 Zürich, ZH",CHF 2273.—,«MODERNER GRUNDRISS MIT OFFENEM WOHN- UND KÜCHENBEREICH»,"2,5 ZIMMER, 58 M², CHF 2273.—GROSSWIESENSTRASSE 147, 8051 ZÜRICH, ZH«MODERNER GRUNDRISS MIT OFFENEM WOHN- UND KÜCHENBEREICH»PER 16. OKTOBER 2023 VERMIETEN WIR DIESE MODERNE 2.5-ZIMMERWOHNUNG MIT PARKETT IN DEN WOHN- UND SCHLAFRÄUMEN.EINKAUFSMÖGLICHKEITEN UND ÖFFENTLICHE VERKEHRSMITTEL BEFINDEN SICH IN NÄCHSTER NÄHE.ZUSÄTZLICH BIETET DIE WOHNUNG FOLGENDEN KOMFORT:- GROSSE FENSTERFRONTEN- ELEKTRISCHE JALOUSIEN- MODERNE OFFENE KÜCHE- EIGENER WASCHTURM- OFFENE LOGGIA- KELLERABTEILBESICHTIGUNGSTERMINE:MO, 04.09.2023 VON 18.30 UHR BIS 19.30 UHRDI, 05.09.2023 VON 18.30 UHR BIS 19.30 UHRBITTE BEI M. KÖTTER KLINGELN. EINE VORANMELDUNG IST NICHT NOTWENDIG. HAUSTIERE:BITTE BEA",2.5,58.0,2273.0,56,674,0,0,39.19,50 - 99,2023-09-06 15:10:34
1693998317-650,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"3 Zimmer, 73 m², CHF 1825.—","Schulstrasse 5, 8157 Dielsdorf, ZH",CHF 1825.—,«3 ZIMMER GARTENWOHNUNG MIT 2 TERRASSEN IM HERZEN VON DIELSDORF»,"3 ZIMMER, 73 M², CHF 1825.—SCHULSTRASSE 5, 8157 DIELSDORF, ZH«3 ZIMMER GARTENWOHNUNG MIT 2 TERRASSEN IM HERZEN VON DIELSDORF»IM HERZEN VON DIELSDORF VERMIETEN WIR PER 1. OKTOBER ODER NACH VEREINBARUNG EINE NEU RENOVIERTE 3 ZIMMER GARTENWOHNUNG. EINKAUFSMÖGLICHKEITEN UND ÖFFENTLICHER VEREKHR SIND IN UNMITTELBARER GEHDISTANZ ZU ERREICHEN.. OFFENE WOHNKÜCHE. PARKETT IM WOHN- / SCHLAFBEREICH. NASSZELLE MIT DUSCHE, WC, FENSTER. 2 TERRASSEN. EIGENER GARTENTEIL. AUSSENPARKPLATZ KANN DAZUGEMIETET WERDENGERNE STEHEN WIR IHNEN FÜR WEITERE INFORMATIONEN ZUR VERFÜGUNG.HINWEIS:DIE GEMACHTEN ANGABEN DIENEN DER ALLGEMEINEN INFORMATION UND ERFOLGEN OHNE GEWÄHR. SIE BILDEN NICHT BEST",3.0,73.0,1825.0,64,675,0,0,25.0,50 - 99,2023-09-06 15:10:34
1693998317-651,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"3,5 Zimmer, 72 m², CHF 2050.—","Urdorferstrasse 40b, 8952 Schlieren, ZH",CHF 2050.—,«VICINOS - DEINE WOHNUNG IN SCHLIEREN»,"3,5 ZIMMER, 72 M², CHF 2050.—URDORFERSTRASSE 40B, 8952 SCHLIEREN, ZH«VICINOS - DEINE WOHNUNG IN SCHLIEREN»BESICHTIGUNGSTERMIN:DIENSTAG, 05.09.2023 VON 19:00-19:30 UHR. BEI MIETER RICARDO FERREIRA KLINGELN.PER 01. NOVEMBER 2023 VERMIETEN WIR DIESE TOTALSANIERTE 3.5-ZIMMERWOHNUNG MIT FOLGENDEN VORZÜGEN:KÜCHE MIT INDUKTIONSHERD, GESCHIRRSPÜLERALLE ZIMMER MIT PARKETTWASCHTURM IN BADEZIMMERGARDEROBE UND EINBAUSCHRÄNKEBALKON LIFTSEHR ATTRAKTIVE, ZENTRUMSNAHE WOHNLAGE MIT VIEL RUHE UND GEMÜTLICHKEITLEBENSQUALITÄT DURCH SCHNELLE ERREICHBARKEIT VON ÖV, AUTOBAHN UND DIVERSER FREIZEIT- UND SPORTANGEBOTEEFFIZIENTE UND PLATZOPTIMIERENDE GRUNDRISSEFAHRRAD-, KINDANBIETER KONTAKTIERENKONTAKTIEREN",3.5,72.0,2050.0,38,689,0,0,28.47,50 - 99,2023-09-06 15:10:34
1693998317-652,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"4,5 Zimmer, 94 m², CHF 2072.—","Heusserstrasse 3, 8634 Hombrechtikon, ZH",CHF 2072.—,«SCHÖNE SIEDLUNG MIT GEPFLEGTEM GARTEN»,"4,5 ZIMMER, 94 M², CHF 2072.—HEUSSERSTRASSE 3, 8634 HOMBRECHTIKON, ZH«SCHÖNE SIEDLUNG MIT GEPFLEGTEM GARTEN»IN RUHIG GELEGENER ÜBERBAUUNG IN HOMBRECHTIKON VERMIETEN WIR DIESE SONNIGE WOHNUNG MIT BALKON.DIE WOHNUNG BIETET FOLGENDE ANNEHMLICHKEITEN:- WOHN-/ESSZIMMER PARKETT- ÜBRIGE ZIMMER LINOLEUM- ENTRÉE MIT EINBAUSCHRÄNKE- SONNIGER BALKON MIT REDUIT- MODERNE GROSSE KÜCHE- GLASKERAMIKHERD- GESCHIRRSPÜLER- GROSSER KÜHLSHRANK- MODERNES BAD - SEP. WC BEI DEN FOTOS HANDELT ES SICH UM MUSTERFOTOS!EINEN EINSTELLPLÄTZ KANN FÜR CHF 125.00 MONATLICH DAZUGEMIETET WERDEN.DIE FAMILIENFREUNDLICHE ÜBERBAUUNG LIEGT MITTEN IM GRÜNEN. SCHULEN UND KINDERGARTEN SIND IN ANBIETER KONTAKTIERENKONTAKTIEREN",4.5,94.0,2072.0,39,691,0,0,22.04,50 - 99,2023-09-06 15:10:34
1693998317-653,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"4,5 Zimmer, 137 m², CHF 16 875.—","8001 Zürich, ZH",CHF 16 875.—,«HISTORISCH MIT PRIVATER SONNENTERRASSE IM ZENTRUM»,"4,5 ZIMMER, 137 M², CHF 16 875.—8001 ZÜRICH, ZH«HISTORISCH MIT PRIVATER SONNENTERRASSE IM ZENTRUM»DIREKT NEBEN DER BAHNHOFSTRASSE MITTEN IM ZENTRUM VON ZÜRICH VERMIETEN WIR ZWEI LUXURIÖSE APARTMENTS MIT PRIVATER SONNENTERRASSE, ZWEI ODER DREI GROSSEN SCHLAFZIMMER, ZWEI MODERNEN BADEZIMMER SOWIE EINEM SCHÖNEN WOHNBEREICH UND EINER VOLLAUSGESTATTETEN, GROSSEN DESIGNER-KÜCHE. DIESE APARTMENTS LASSEN KEINE WÜNSCHE OFFEN UND WURDEN HOCHWERTIG MIT DESIGNER-MÖBEL EINGERICHTET. HIER WOHNEN SIE IN EINEM HISTORISCHEN GEBÄUDE MIT STUCKATUR. MIT DEM LIFT GELANGEN SIE DIREKT IN DIE WOHNUNG. DIVERSE CAFÉS, RESTAURANTS & SHOPS IN UNMITTELBARER NÄHE. NUR 5ANBIETER KONTAKTIERENKONTAKTIEREN",4.5,137.0,16.0,51,681,0,0,0.12,100 - 500,2023-09-06 15:10:34
1693998317-654,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"3,5 Zimmer, 70 m², CHF 1849.—","Zürcherstrasse 27, 8102 Oberengstringen, ZH",CHF 1849.—,«SCHÖNE FAMILIENWOHNUNG AN GRÜNER LAGE!»,"3,5 ZIMMER, 70 M², CHF 1849.—ZÜRCHERSTRASSE 27, 8102 OBERENGSTRINGEN, ZH«SCHÖNE FAMILIENWOHNUNG AN GRÜNER LAGE!»WIR SIND AUF DER SUCHE NACH NEUEN MIETERN FÜR DIESE ATTRAKTIVE UND SCHÖNE 3.5-ZIMMERWOHNUNG, WELCHE SICH BESTENS FÜR KLEINE FAMILIEN EIGNET.NEBST DEM ANSPRECHENDEN GRUNDRISS VERFÜGT DIESES OBJEKT ÜBER FOLGENDEN AUSBAUSTANDARD:- HELLES WOHNZIMMER - MIT PARKETTBODEN- GERÄUMIGE SCHLAFZIMMER - MIT PARKETTBODEN- MODERNE KÜCHE - MIT GLASKERAMIKHERD - UND PLATTENBODEN- BADEZIMMER/WC- KORRIDOR MIT NOVILONBODEN - UND EINBAUSCHRANK- HELLE WOHNRÄUME - SONNIGER BALKON- KELLERBEI DEN FOTOS HANDELT ES SICH UM MUSTERBILDER, DIE DEN AUSBAUSTANDARD DARSTELLEN UANBIETER KONTAKTIERENKONTAKTIEREN",3.5,70.0,1849.0,40,695,0,0,26.41,50 - 99,2023-09-06 15:10:34
1693998317-655,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"3 Zimmer, 56 m², CHF 1690.—","Kaiserstuhlstrasse 47, 8172 Niederglatt ZH, ZH",CHF 1690.—,«GEMÜTLICHE WOHNUNG NÄHE FLUGHAFEN»,"3 ZIMMER, 56 M², CHF 1690.—KAISERSTUHLSTRASSE 47, 8172 NIEDERGLATT ZH, ZH«GEMÜTLICHE WOHNUNG NÄHE FLUGHAFEN»WIR VERMIETEN PER 01. OKTOBER 2023 ODER NACH VEREINBARUNG EINE GEMÜTLICHE 3.0-ZIMMERWOHNUNG IM HOCHPARTERRE MIT BALKON.AUSSTATTUNG:NEUWERTIGER PARKETTBODEN IM WOHN-, SCHLAFZIMMER UND KORRIDORPFLEGELEICHTER PLATTENBODEN IN DER KÜCHE UND IM BADEZIMMERKÜCHE MIT GLASKERAMIKKOCHFELD, BACKOFEN UND GESCHIRRSPÜLERBADEZIMMER MIT BADEWANNE, WC, LAVABO UND SPIEGELSCHRANKKORRIDOR MIT EINBAUSCHRANKGEMÜTLICHER BALKONKEIN LIFT VORHANDEN-----------------------------------------------------------------------------------------------------------------------------",3.0,56.0,1690.0,35,658,0,0,30.18,50 - 99,2023-09-06 15:10:34
1693998317-656,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"4,5 Zimmer, 91 m², CHF 2670.—","Wannerstr. 43, 8045 Zürich, ZH",CHF 2670.—,«CHARMANTE 4.5-ZIMMERWOHNUNG IM BRUNAUPARK SUCHT MIETER!»,"4,5 ZIMMER, 91 M², CHF 2670.—WANNERSTR. 43, 8045 ZÜRICH, ZH«CHARMANTE 4.5-ZIMMERWOHNUNG IM BRUNAUPARK SUCHT MIETER!»WIR VERMIETEN AB DEM 01.10.2023 EINE 4.5-ZIMMERWOHNUNG MIT FOLGENDEN ECKDATEN:- WOHN- UND EINGANGSBEREICH MIT PARKETT- KÜCHE UND BADEZIMMER MIT STEINPLATTEN - KÜCHE MIT GRANITABDECKUNG, GESCHIRRSPÜLER UND GLASKERAMIK- BAD/WC MIT BADEWANNE - GROSSZÜGIGER BALKON MIT BLICK INS GRÜNE- EINBAUSCHRÄNKE IM KORRIDOR- LIFT VORHANDEN, DIREKTER ANSCHLUSS ZUR TIEFGARAGE- DIVERSE EINKAUFSMÖGLICHKEITEN IN UNMITTELBARER UMGEBUNG- GUTE ÖV-VERBINDUNGEN (TRAM UND BAHNHOF SIHLCITY)- EINSTELLPLATZ KANN FÜR FR. 280.00/MONAT DAZU GEMIETET WERDENHABEN WIR IHR INTERESSANBIETER KONTAKTIERENKONTAKTIEREN",4.5,91.0,2670.0,57,699,0,0,29.34,50 - 99,2023-09-06 15:10:34
1693998317-657,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"5,5 Zimmer, 171 m², CHF 4354.—","Riedstr. 28, 8604 Volketswil, ZH",CHF 4354.—,«WOHNTRÄUME WERDEN WIRKLICHKEIT»,"5,5 ZIMMER, 171 M², CHF 4354.—RIEDSTR. 28, 8604 VOLKETSWIL, ZH«WOHNTRÄUME WERDEN WIRKLICHKEIT»IN EINEM KLEINEN, GEPFLEGTEM 5-FAMILIENHAUS VERMIETEN WIR DIESE GROSSFLÄCHIGE, LICHTDURCHFLUTETE ATTIKAWOHNUNG MIT FOLGENDEN MERKMALEN:BODENTIEFE FENSTERFRONTENOFFENE WOHNKÜCHE MIT MODERNEN V-ZUG APPARATEN (GLASKERAMIKKOCHFELD, GESCHIRRSPÜLER, HOCHLIEGENDER BACKOFEN UND SEP. STEAMER)WOHNZIMMER UND SCHLAFRÄUME MIT PARKETTBODENKÜCHE/KORRIDOR/NASSZELLEN MIT KERAMIKBODENPLATTENEN SUITE BAD MIT DOPPELLAVABO, BADEWANNE UND DUSCHESEP. DUSCHE/WCGROSSZÜGIGE, GEGEN DEN SÜDWESTEN AUSGERICHTETE TERRASSEEINGANGSBEREICH MIT WANDSCHRÄNKENDIREKTER LIFTZUGANGKE",5.5,171.0,4354.0,32,644,0,0,25.46,100 - 500,2023-09-06 15:10:34
1693998317-658,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"1 Zimmer, 10 m², CHF 1499.—","8004 Zürich, ZH",CHF 1499.—,"«STUDIO, ZÜRICH ZENTRUM, UNBEFRISTET»","1 ZIMMER, 10 M², CHF 1499.—8004 ZÜRICH, ZH«STUDIO, ZÜRICH ZENTRUM, UNBEFRISTET»MÖBLIERTES WOHNEINHEIT, 1 ZM. STUDIO, MIT EIGENEM DUSCHE, WC UND KITCHINETT. GROSSE SCHLAFBEREICH UND ABLAGEFLÄCHE.ZUSÄTZLICH, IN GEMEINSAMER KÜCHE, STEHT WASCHMASCHINE UND TÜMBLER, BACKOFEN UND KOCHHERD ZUR VERFÜGUNG.ALLE NEBENKOSTEN, INKL. WIFI, STROMM UND HEIZUNG, IN PREIS INBEGRIFFEN.ANMELDUNG ALS HAUPTWOHNSITZ IN ZÜRICH.VERFÜGBAR AB SOFORT ODER AB 1.09.23*** MIETKAUTION***ZERO***KEIN MIETKAUTION! NURVORAUSZAHLUNG VON 2 MONATSMIETEN. MIETVERTRAG UND SCHLÜSSEL ÜBERGABE UNVERZÜGLICH NACH ANZAHLUNG.ANBIETER KONTAKTIERENKONTAKTIEREN",1.0,10.0,1499.0,37,617,0,0,149.9,0 - 49,2023-09-06 15:10:34
1693998317-659,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"5,5 Zimmer, 138 m², CHF 6650.—","Carmenstrasse 2, 8032 Zürich, ZH",CHF 6650.—,"«ERSTBEZUG: SCHÖNE, LICHTDURCHFLUTETE 5.5-ZIMMERWOHNUNGEN NACH TOTALRENOVATION»","5,5 ZIMMER, 138 M², CHF 6650.—CARMENSTRASSE 2, 8032 ZÜRICH, ZH«ERSTBEZUG: SCHÖNE, LICHTDURCHFLUTETE 5.5-ZIMMERWOHNUNGEN NACH TOTALRENOVATION»SUCHEN SIE EINE NEUE, GROSSZÜGIGE WOHNUNG AN EINER DER BESTEN LAGEN AM ZÜRICHBERG?NACH TOTALRENOVATION VERMIETEN WIR PER 1. OKTOBER 2023 10 SOLCHE, DIE KEINEN WUNSCH OFFENLASSEN.DIE ZWEI ZUSAMMENHÄNGENDEN MEHRFAMILIENHÄUSER VERFÜGEN ÜBER JE 5 WOHNUNGEN MIT HOHEM AUSBAUSTANDARD, JE EINE DAVON ALS ATTIKA. DEM INNENAUSBAU WURDE, VON SPEZIALISTEN BEGLEITET, GROSSE AUFMERKSAMKEIT GESCHENKT. GERÄUMIGE TERRASSEN UND BALKONE ERGÄNZEN DIE RÄUMLICHKEITEN.DIE LAGE ÜBERZEUGT DURCH DAS NAHERHOLUNGSGEBIET (WOLFBACHTOBEL/ ADLISBERG), SOWIE DER NÄHE ZU ÖFFENTL",5.5,138.0,6650.0,79,691,0,0,48.19,100 - 500,2023-09-06 15:10:34
1693998317-660,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"4,5 Zimmer, 104 m², CHF 2500.—","Wehntalerstrasse 295, 8106 Adlikon b. Regensdorf, ZH",CHF 2500.—,«RENOVIERTE 4.5 ZIMMER-WHG. MIT BASTELRAUM PER SOFORT FREI»,"4,5 ZIMMER, 104 M², CHF 2500.—WEHNTALERSTRASSE 295, 8106 ADLIKON B. REGENSDORF, ZH«RENOVIERTE 4.5 ZIMMER-WHG. MIT BASTELRAUM PER SOFORT FREI»DIE TEILWEISE NEU RENOVIERTE WOHNUNG (NEUE KÜCHE, NEUE BODENBELÄGE IM AUGUST 2023) WEIST EINEN DURCHDACHTEN GRUNDRISS AUF UND ERSCHEINT IM FRISCHGESTRICHENEN GLANZE. DIE MODERNE KÜCHE MIT NEUEN, ZEITGEMÄSSEN GERÄTSCHAFTEN, BIETET AUSREICHEND STAURAUM. ZWEI SCHLAFZIMMER BEFINDEN SICH IM HINTEREN TEIL DER WOHNUNG UND WERDEN DURCH EIN BADEZIMMER VONEINANDER GETRENNT. DANK EINEM DRITTEN ZIMMER UND EINER ZWEITEN NASSZELLE (DUSCHE) IM VORDEREN WOHNUNGSTEIL KÖNNEN SICH FAMILIEN OPTIMAL ARRANGIEREN.IN DER WOHNUNG GIBT ES ANSCHLÜSSE FÜR EINE EIGENE WASCANBIETER KONTAKTIERENKONTAKTIEREN",4.5,104.0,2500.0,59,724,0,0,24.04,100 - 500,2023-09-06 15:10:34
1693998317-661,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"3,5 Zimmer, 84 m², CHF 3199.—","Vulkanstrasse 110b, 8048 Zürich, ZH",CHF 3199.—,«VULCANO ZÜRICH - WOHNEN WIE IN NEW YORK!»,"3,5 ZIMMER, 84 M², CHF 3199.—VULKANSTRASSE 110B, 8048 ZÜRICH, ZH«VULCANO ZÜRICH - WOHNEN WIE IN NEW YORK!»PER 1. DEZEMBER 2023 VERMIETEN WIR DIESE WUNDERSCHÖNE 3.5-ZIMMER-WOHNUNG IN ALTSTETTEN. DIE DREI 80 METER HOHEN TÜRME BIETEN HELLE, MODERNE WOHNUNGEN MIT EINER SPEKTAKULÄREN AUS- UND WEITSICHT. IHRE NEUE WOHNUNG IST EIN SMARTHOME. DAS HEISST, VIELE TECHNISCHEN FUNKTIONEN LICHT, KLIMATISIERUNG, GERÄTE USW. SIND VERNETZT UND LASSEN SICH NICHT NUR ÜBER SCHALTER, SONDERN AUCH ÜBER DEIN SMARTPHONE VON IRGENDWO AUS BEDIENEN.DIE VERFÜGBARE WOHNUNGEN IM VULCANO IST IN DER DESIGNLINIE SHADES OF GREY AUSGESTATTET.IM VULCANO WOHNEN HEISST PRIVILEGIERT WOH",3.5,84.0,3199.0,42,656,0,0,38.08,50 - 99,2023-09-06 15:10:34
1693998317-662,https://www.immoscout24.ch/de/immobilien/mieten/kanton-zuerich?pn=15,"3,5 Zimmer, 103 m², CHF 2235.—","Rebrainstrasse 17, 8106 Adlikon b. Regensdorf, ZH",CHF 2235.—,«GROSSZÜGIGE WOHNUNG MIT EIGENEM WASCHTURM»,"3,5 ZIMMER, 103 M², CHF 2235.—REBRAINSTRASSE 17, 8106 ADLIKON B. REGENSDORF, ZH«GROSSZÜGIGE WOHNUNG MIT EIGENEM WASCHTURM»PER 01.12.2023 VERMIETEN DIESE WUNDERSCHÖNE 3½-ZIMMER-WOHNUNG MIT FOLGENDEN HIGHLIGHTS: - GROSSES SCHLAFZIMMER - PARKETT IN ALLEN RÄUMEN - KÜCHE MIT GLASKERAMIK UND GESCHIRRSPÜLER- WASCHTURM IN DER WOHNUNG- MODERNE DUSCHE- SEPARATES BAD MIT WANNE  - GROSSZÜGIGER GARTENSITZPLATZ (CA. 15.2 M²) - GERÄUMIGES KELLERABTEILIN DER GROSSEN TIEFGARAGE HAT ES GENÜGEND PLATZ FÜR IHRE AUTOS, MOTORRÄDER ODER VELOS. EINSTELLPLÄTZE KÖNNEN FÜR CHF 130./MONAT DAZU GEMIETET WERDEN.IM NAHEN REGENSDORF HABEN SIE UNZÄHLIGE EINKAUFSMÖGLICHKEITEN. DAS EINKAUFSZENTRUM ANBIETER KONTAKTIERENKONTAKTIEREN",3.5,103.0,2235.0,43,705,0,0,21.7,100 - 500,2023-09-06 15:10:34
