web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1693993822-32","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2,5 Zimmer, 45 m², CHF 1380.—","Strittackerstrasse 16, 8406 Winterthur, ZH","CHF 1380.—","«Helle 2.5 Zimmerwohnung in Stadtnähe Winterthur»","2,5 Zimmer, 45 m², CHF 1380.—Strittackerstrasse 16, 8406 Winterthur, ZH«Helle 2.5 Zimmerwohnung in Stadtnähe Winterthur»Die Besichtigungen finden - ohne Voranmeldung - wie folgt statt:Mittwoch, 20. September 2023 von 18.00 Uhr bis 19.00 UhrSamstag. 23. September 2023 von 10.00 Uhr bis 11.00 UhrBitte klingeln Sie bei Kuna. Ihre Fragen werden gerne vor Ort beantwortet.Diese 2.5-Zimmerwohnung mit ca. 45m2 befindet sich in familienfreundlicher Umgebung. In der Siedlung gibt es verschiedene Möglichkeiten, die zum Spielen und Verweilen einladen. Im Quartier befinden sich Kinderhort, Kindergarten und Primarschulen. Zum Bahnhof Töss und zur Bushaltestelle gelangen Sie iNeu"
"1693993822-33","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2 Zimmer, 61 m², CHF 1990.—","Neumarkt 7, 8400 Winterthur, ZH","CHF 1990.—","«Helle Altstadtwohnung mit Balkon und Galeriegeschoss»","2 Zimmer, 61 m², CHF 1990.—Neumarkt 7, 8400 Winterthur, ZH«Helle Altstadtwohnung mit Balkon und Galeriegeschoss»Neu"
"1693993822-34","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2,5 Zimmer, 52 m², CHF 1380.—","Feldstrasse 22, 8400 Winterthur, ZH","CHF 1380.—","«Kleine 2.5 Zimmerwohnung in Veltheim»","2,5 Zimmer, 52 m², CHF 1380.—Feldstrasse 22, 8400 Winterthur, ZH«Kleine 2.5 Zimmerwohnung in Veltheim»Wunderschöne 2.5 Zimmer Dachwohnung mit Mini Dachterrasse/Balkon  in Winterthur Veltheim.Die Wohnung befindet sich im obersten Stock Im EG befindet sich ein Speiserestaurant.( Gartenterrasse im Sommer bis 23:30 geöffnet)4 min zum Zentrum/Bahnhof Winterthur"
"1693993822-35","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","5,5 Zimmer, CHF 2960.—","Schlosstalstrasse 219, 8408 Winterthur, ZH","CHF 2960.—","«Wohnen an der Töss»","5,5 Zimmer, CHF 2960.—Schlosstalstrasse 219, 8408 Winterthur, ZH«Wohnen an der Töss»Die Liegenschaft liegt direkt gegenüber der Töss in Wülflingen Winterthur. Einkaufsmöglichkeiten, Restaurants und die öffentlichen Verkehrsmittel befinden sich in unmittelbarer Nähe.Die Wohnung zeichnet sich durch folgende Details aus:- Eingangsbereich, Korridor und Wohnbereich mit hellen Platten- Schlafzimmer mit Vinyl in Parkettoptik- grosses, offenes Wohnzimmer mit angrenzendem Essbereich und Küche- Küche mit modernen Haushaltgeräten- Badezimmer mit Bad und Badezimmer mit Dusche- helle Schlafzimmer mit grossen Fensterflächen- Eingangsbereich"
"1693993822-36","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3,5 Zimmer, 102 m², CHF 3290.—","Oberer Graben 34, 8400 Winterthur, ZH","CHF 3290.—","«3.5 Zimmerwohnung in Winterthur»","3,5 Zimmer, 102 m², CHF 3290.—Oberer Graben 34, 8400 Winterthur, ZH«3.5 Zimmerwohnung in Winterthur»"
"1693993822-37","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 113 m², CHF 2700.—","Schlosshofstrasse 19, 8400 Winterthur, ZH","CHF 2700.—","«Werk 3 - rundum attrakiv leben im 2. Obergeschoss»","4,5 Zimmer, 113 m², CHF 2700.—Schlosshofstrasse 19, 8400 Winterthur, ZH«Werk 3 - rundum attrakiv leben im 2. Obergeschoss»Herzlich Willkommen im Werk 3. Das gut erschlossene Sulzer-Areal liegt im Brühlberg-Quartier, nahe dem Einkaufszentrum ""Lokwerk"". Das Stadtzentrum ist zu Fuss und per Buss schnell erreichbar, und die Nähe zur Autobahneinfahrt ""Töss"" bringt motorisierten Bewohnerneine zeitsparende Verkehrsanbindung nach Zürich und zum Flughafen. Das Werk 3 bietet viel Raum für individuelles Wohnen. Mit anderen Worten: Hier finden Sie die nötige Ruhe, für die Erfüllung urbaner und doch ungestörter Wohnträume.Die Wohnung ist mit allem ausgestattet, was von einer z"
"1693993822-38","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","5,5 Zimmer, 153 m², CHF 3059.—","Gernstrasse 32, 8409 Winterthur, ZH","CHF 3059.—","«wohnen mit Charme in Riegelbau»","5,5 Zimmer, 153 m², CHF 3059.—Gernstrasse 32, 8409 Winterthur, ZH«wohnen mit Charme in Riegelbau»Ab dem 1. Dezember 2023 vermieten wir diese tolle 5.5-Zimmerwohnung im 1. OG mit ca. 153m2 Wohnfläche.Folgendes erwartet Sie:-Grosser Wohn-/Essbereich mit offener Küche-Küche mit Granitabdeckung, Glaskeramikherd, Geschirrspüler und Steamer-Eingangsbereich, Wohn-/Essbereich/Küche und Nasszellen mit Plattenböden-4 Schlafzimmer mit Parkettboden -Cheminée-Grosses Badezimmer mit Badewanne, Dusche und Doppelwaschtisch-Separates WC mit Dusche-Balkon-Eigenes Kellerabteil-Lift-Waschküche zur Mitbenützung (WM/TB)* Bemerkung zum Grundrissplan:Keine Gewähr"
"1693993822-39","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 117 m², CHF 2270.—","Endlikerstrasse 65, 8400 Winterthur, ZH","CHF 2270.—","«Wohnen an ruhiger, zentraler Lage»","4,5 Zimmer, 117 m², CHF 2270.—Endlikerstrasse 65, 8400 Winterthur, ZH«Wohnen an ruhiger, zentraler Lage»Könnte das Ihr neues Zuhause sein? In ruhiger und dennoch zentraler Lage vermieten wir diese grosszügige Wohnung. Die Wohnung überzeugt mit folgender Ausstattung:Wohn-/Esszimmer: ParkettbodenSchlafzimmer: Parkettboden, BodenheizungKüche mit Balkon: Novilonboden, Schiebetüre, GlaskeramikherdBad/WC: Plattenboden, Spiegelschrankseparates WC: Plattenboden, SpiegelschrankReduitgrosser BalkonKeller- und EstrichabteilLiftSpielplatzDie Liegenschaft wird im Frühjahr 2024 saniert. Die Sanierung wird im bewohnten Zustand durchgeführt und muss während der"
"1693993822-40","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","75 m², CHF 1880.—","Burgstrasse 142, 8408 Winterthur, ZH","CHF 1880.—","«Exklusive Dachloft!»","75 m², CHF 1880.—Burgstrasse 142, 8408 Winterthur, ZH«Exklusive Dachloft!»Neuwertige Dachloft - Wohnung zur Miete.Einzigartig, in Bezug auf Lage, Grundriss, Materialisierung. Freie, unverbaubare Sicht auf Obstbaumwiese und Wald, lichtvoll, urban, ruhig und sonnig.Wohnküche mit Miele Geräten.Elegantes Badezimmer mit Badewanne und eigenem Waschtrockner.Garten zur gemeinsamen Nutzung. Kein BalkonParkplatz und Garagenbox nach Bedarf.Gut geeignet für Single oder Paare.Mitten in Winterthur: 5 Fussminuten zur Bushaltestelle Oberfeld, 2 Minuten zum Autobahnanschluss, 7 Velominuten zum HB-Winterthur.Bezugsbereitschaft: per De"
"1693993822-41","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","2,5 Zimmer, CHF 1601.—","Untere Vogelsangstrasse 169, 8400 Winterthur, ZH","CHF 1601.—","«Charmante Dachwohnung»","2,5 Zimmer, CHF 1601.—Untere Vogelsangstrasse 169, 8400 Winterthur, ZH«Charmante Dachwohnung»Per 1. November 2023 vermieten wir diese charmante 2.5- Zimmerwohnung im Dachgeschoss.Die Liegenschaft ist sehr zentral gelegen. Die Bushaltestelle ""Storchenbrücke"" liegt direkt vor dem Haus. Die Winterthurer Altstadt ist zu Fuss oder mit dem Fahrrad schnell erreichbar, Einkaufs- und Freizeitmöglichkeiten ganz in der Nähe.Im Wohn- und Schlafzimmer ist Parkett verlegt. Die Küche verfügt über einen Novilon- und das Bad über einen Plattenboden. Die diversen Einbauschränke bieten zusätzlichen Stauraum.Die Waschküche zur gemeinsamen Benützung mit de"
"1693993822-42","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 107 m², CHF 2928.—","Hirschweg 33, 8405 Winterthur, ZH","CHF 2928.—","«MODERNE Wohnung in Winterthur!»","4,5 Zimmer, 107 m², CHF 2928.—Hirschweg 33, 8405 Winterthur, ZH«MODERNE Wohnung in Winterthur!»Diese schöne 4.5-Zimmer-Wohnung befindet sich in Winterthur im Stadtkreis Seen. Diverse Einkaufsmöglichkeiten, Restaurants und Schulen befindet sich in unmittelbarer Nähe. Das Einkaufszentrum Shopping Seen ist in 4 Fahrminuten oder 12 Minuten zu Fuss erreichbar. Der Autobahnzubringer ist nur in zwei Fahrminute entfernt. Bei den publizierten Bildern handelt es sich um typenähnliche / typengleiche Wohnungen. Abweichungen zum effektiven Angebot sind deshalb möglich.Highlights:moderne Küche mit hochwertigen Geräten lichtdurchfluteter Wohn-/Essberei"
"1693993822-43","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","5,5 Zimmer, 170 m², CHF 3900.—","Euelstrasse  56, 8408 Winterthur, ZH","CHF 3900.—","«Die kanns: Sie begeistern!»","5,5 Zimmer, 170 m², CHF 3900.—Euelstrasse  56, 8408 Winterthur, ZH«Die kanns: Sie begeistern!»"
"1693993822-44","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","3 Zimmer, 77 m², CHF 1927.—","Hammerweg 1, 8404 Winterthur, ZH","CHF 1927.—","«Ruhige Wohnlage und doch sehr zentral»","3 Zimmer, 77 m², CHF 1927.—Hammerweg 1, 8404 Winterthur, ZH«Ruhige Wohnlage und doch sehr zentral»Die Wohnung befindet sich in einem gepflegten Mehrfamilienhaus. Sie ist ideal für Einzelpersonen oder ein Paar, die eine optimale Anbindung an den öffentlichen Verkehr zu schätzen wissen. Die S-Bahn ist in 15 Gehminuten erreichbar, der Bus in 5 Gehminuten. In unmittelbarer Nähe befinden sich Einkaufsmöglichkeiten. Für Ihre Wohnqualität: - Parkett in Wohn-/Schlafzimmer - Küche mit Glaskeramikherd und praktischen Einbauschränken - Badezimmer/WC - Einbauschrank in Korridor - Sonniger Balkon - Kellerabteil für zusätzlichen StauraumZusätzlich auf Wu"
"1693993822-45","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4,5 Zimmer, 112 m², CHF 3360.—","8400 Winterthur, ZH","CHF 3360.—","«MÖBLIERT, TEMPORÄR: 4½ ZI-WOHNUNG IN WINTERTHUR - STADT»","4,5 Zimmer, 112 m², CHF 3360.—8400 Winterthur, ZH«MÖBLIERT, TEMPORÄR: 4½ ZI-WOHNUNG IN WINTERTHUR - STADT»MIETDAUER ab 8. September 2023 bis 28. November 2023 (mind. 1 Monat) Tolle möblierte 4.5 Zimmer Wohnung in bester Lage zur Zwischenmiete, 112m², 1 Balkon, 1 Einstellhallenplatz (optional CHF 150.-). Inkl. Heizung, Strom, Wasser, Internet, ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/57489/English: ums.ch/offer-detail/57489/Français: ums.ch/offre-detail/57489/"
"1693993822-46","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","4 Zimmer, 92 m², CHF 2340.—","8404 Winterthur, ZH","CHF 2340.—","«MÖBLIERT: 4 ZI-WOHNUNG IN WINTERTHUR - OBERWINTERTHUR»","4 Zimmer, 92 m², CHF 2340.—8404 Winterthur, ZH«MÖBLIERT: 4 ZI-WOHNUNG IN WINTERTHUR - OBERWINTERTHUR»MIETDAUER ab 1. Januar 2024 (mind. 3 Monate) Kein Wlan vorhanden, da ich alles mit Hotspot bediene, 92m², im 2. Stock, 1 Balkon, 1 eigene Garage, Öffentliche Parkplätze in der Nähe, Autobahneinfahrt in der Nähe. Inkl. Heizung, Strom, Wasser, TV (inkl. Anschluss und Abo), ... Weitere Infos, Fragen & Besichtigen: ums.ch/angebots-detail/60467/English: ums.ch/offer-detail/60467/Français: ums.ch/offre-detail/60467/"
"1693993822-47","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","1,5 Zimmer, 36 m², CHF 2100.—","Zürcherstrasse 143, 8406 Winterthur, ZH","CHF 2100.—","«BUSINESS APARTMENT - FULLY FURNISHED»","1,5 Zimmer, 36 m², CHF 2100.—Zürcherstrasse 143, 8406 Winterthur, ZH«BUSINESS APARTMENT - FULLY FURNISHED»An zentraler Lage in Winterthur vermieten wir eine hochwertig möblierte 1.5-Zimmer-Wohnung. Die Wohnung ist einem modern saniertem und grosszügigen Mehrfamilienhaus in Winterthur. Grosszügige Fenster garantieren einen lichtdurchfluteten Raum mit angenehmer Wohnatmosphäre. Die Wohnung verfügt zudem über eine Loggia, grosse Dusche mit Glastrennwand, moderne Küche und einem praktischen Grundriss.Die Bushaltestelle befindet sich nur wenige Meter entfernt und bringt Sie bequem zum Hauptbahnhof Winterthur. In der nahen Umgebung befinden sich zahlreic"
"1693993822-48","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=4","1 Zimmer, 49 m², CHF 1390.—","Wartstr. 30, 8400 Winterthur, ZH","CHF 1390.—","«Perfekte Single-Wohnung direkt am Bahnhof «Mieten ohne Kaution»»","1 Zimmer, 49 m², CHF 1390.—Wartstr. 30, 8400 Winterthur, ZH«Perfekte Single-Wohnung direkt am Bahnhof «Mieten ohne Kaution»»Diese tolle Wohnung an zentraler Lage überzeugt mit folgenden Eigenschaften:- Kochnische mit Glaskeramik und Backofen- Ganze Wohnung Parkett- Wandschrank im Korridor- Dusche/WC- 2. Stock mit Lift- Kein BalkonDen Hauptbahnhof erreichen Sie zu Fuss in nur 2 Gehminuten. Ausserdem gibt es diverse Einkaufsmöglichkeiten in unmittelbarer Gehdistanz und die Altstadt ist auch nicht weit entfernt. Schauen Sie rein, vereinbaren Sie noch heute einen Besichtigungstermin und überzeugen Sie sich selbst von der Wohnung.(Die Bilder entsprechen dem Standard der Anbieter kontaktierenKontaktieren"
"1693993826-49","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3,5 Zimmer, 95 m², CHF 2610.—","Seuzacherstr. 13b, 8400 Winterthur, ZH","CHF 2610.—","«Modern und zentral! Wohnen über der Shopping-Mall!»","3,5 Zimmer, 95 m², CHF 2610.—Seuzacherstr. 13b, 8400 Winterthur, ZH«Modern und zentral! Wohnen über der Shopping-Mall!»Schöne und moderne Wohnung sucht neuen Bewohner!- Zentrale Lage- Gesamte Wohnung mit Parkett- Offene Küche mit Glaskeramikherd, Geschirrspüler und Backofen- Badezimmer mit Badewanne und separates Badezimmer mit Dusche- Waschmaschine / Tumbler in der Wohnung- Grosser Balkon (Loggia)- Reduit- Kellerabteil- Lift- Minergiewohnüberbauung mit kontrollierter Lüftung- Migros direkt in der Liegenschaft (Einkaufszentrum Rosenberg)- Sehr nahe gelegene Busstation Einstellplatz für CHF 140.- pro Monat Homepage: http://www.james-winterthur.chHaben wir Ihr InAnbieter kontaktierenKontaktieren"
"1693993826-50","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2,5 Zimmer, 68 m², CHF 1940.—","Sulzer-Allee 75, 8404 Winterthur, ZH","CHF 1940.—","«Lebensfreude beginnt daheim»","2,5 Zimmer, 68 m², CHF 1940.—Sulzer-Allee 75, 8404 Winterthur, ZH«Lebensfreude beginnt daheim»Willkommen bei sue&tilTauchen Sie ein, denn hier erwartet Sie eine spritzige, inspirierende und innovative Wohnoase, welche auch Ihr Herz höher schlagen lässt!Wir sind die neue Siedlung im modernen Winterthurer Quartier Neuhegi mit Parks und allem, was es für ein aktives Leben braucht. sue&til legt grossen Wert darauf, Ihnen zahlreiche Highlights und Annehmlichkeiten zu bieten. Sie können sicher sein, dass sue&til Ihnen nicht nur alle Ihre Wünsche an Ihr neues Zuhause erfüllt, sondern viel mehr bietet.Für Ihren Wohnkomfort verfügt die Wohnung üAnbieter kontaktierenKontaktieren"
"1693993826-51","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","5,5 Zimmer, 124 m², CHF 2560.—","Hegistr. 39f, 8404 Winterthur, ZH","CHF 2560.—","«Moderne, helle Wohnung an zentraler Lage ! * Mieten ohne Kaution*»","5,5 Zimmer, 124 m², CHF 2560.—Hegistr. 39f, 8404 Winterthur, ZH«Moderne, helle Wohnung an zentraler Lage ! * Mieten ohne Kaution*»- Neue, helle Wohnung- Ganze Wohnung Parkett- Moderne Küche mit Glaskeramik und Geschirrspüler- grosszügiges Bad/WC mit Wanne, Doppellavabo und Fenster- sep. Dusche/WC- eigene Waschmaschine mit Tumbler- grosserr Balkon- Kellerabteil- Bahnhof Oberwinterthur in unmittelbarer Nähe- Einstellplätz für CHF 140.00 vorhandenWeitere Informationen auf www.talwiesen.chAnbieter kontaktierenKontaktieren"
"1693993826-52","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","1,5 Zimmer, CHF 1150.—","Kurzstrasse 1, 8400 Winterthur, ZH","CHF 1150.—","«1 ½ Zimmer-Wohnung, 8400 Winterthur»","1,5 Zimmer, CHF 1150.—Kurzstrasse 1, 8400 Winterthur, ZH«1 ½ Zimmer-Wohnung, 8400 Winterthur»Wir vermieten per 1. November 2023 oder nach Vereinbarung diese 1.5-Zimmerwohnung im 1. OG. Achtung: Die Fotos stammen von einem Vergleichsobjekt im selben Haus.Die Wohnung wird im Oktober 2023 komplett saniert.Sie wird über folgede Ausstattung verfügen: neue moderne offene KücheNasszelle mit BadewanneFischgrat-Vinyl-Boden im Schlaf-/Wohnzimmer, Keramik in Korridor und BadEingangsbereichBalkonKeller und EstrichMietzins brutto: CHF 1'150.- (inkl. Heiz- und Nebenkosten)Haben wir Ihr Interesse geweckt? Kontaktieren Sie uns via Kontaktformular damiNeu"
"1693993826-53","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2,5 Zimmer, 65 m², CHF 1673.—","Holzlegistrasse 49a, 8408 Winterthur, ZH","CHF 1673.—","«Nähe Lindenplatz Wülflingen»","2,5 Zimmer, 65 m², CHF 1673.—Holzlegistrasse 49a, 8408 Winterthur, ZH«Nähe Lindenplatz Wülflingen»Die grosszügig konzipierte Wohnung verfügt über helle Keramik-Plattenböden, Bodenheizung, Glasfaseranschluss und Garderobe.Die moderne Küche mit Granitabdeckung, Geschirrspülmaschine, grossem Kühlschrank, Glaskeramikkochfeld und hochliegendem Backofen bietet viel Stauraum.Das Badezimmer ist mit Badewanne, Dusche, Doppel-Waschtisch, Toilette sowie Waschmaschine/Trockner ausgestattet.Separates Gäste-WC vorhanden.Gedeckter Balkon mit Reduit und zusätzlicher BalkonAbgeschlossenes, geräumiges Kellerabteil im UG.Ein Garagenplatz kann zum Mietzins vonNeu"
"1693993826-54","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3 Zimmer, 62 m², CHF 1496.—","Zürcherstrasse 75, 8406 Winterthur, ZH","CHF 1496.—","«Verkehrsgünstige aber ruhige Lage in Winterthur!»","3 Zimmer, 62 m², CHF 1496.—Zürcherstrasse 75, 8406 Winterthur, ZH«Verkehrsgünstige aber ruhige Lage in Winterthur!»Wir vermieten diese gemütliche und schöne 2-Zimmerwohnung. Dieses kleine Schmuckstück hat Ihnen unter anderem folgende Annehmlichkeiten zu bieten:- Wohnzimmer mit Parkettboden- übrige Zimmer mit Linoleumboden- helle Küche mit Fenster- Glaskeramikherd- Klinker im Korridor- Einbauschrank- Balkon- Keller- und Estrichabteil vorhandenEs handelt sich um Musterbilder, die den Ausbaustandard zeigen. Die genaue Raumaufteilung entnehmen Sie bitte dem Grundriss.Die Bushaltestelle ""Winterthur, Schöntal"", welche von der Linie 2 und 7 bedient wird, bringt Si"
"1693993826-55","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3,5 Zimmer, CHF 1600.—","Kanzleistrasse 17, 8405 Winterthur, ZH","CHF 1600.—","«Zentral wohnen»","3,5 Zimmer, CHF 1600.—Kanzleistrasse 17, 8405 Winterthur, ZH«Zentral wohnen»Bereits per Mitte September oder nach Vereinbarung vermieten wir diese 3.5-Zimmerwohnung direkt neben dem Shopping SeenDie Wohnung bietet Ihnen folgende Annehmlichkeiten:- Parkettboden im Wohnbereich und Zimmer- Badezimmer mit Plattenboden- ältere Küche mit Elektroherd, Kühlschrank und Stauraum für Küchenutensilien- Badezimmer mit Badewanne, Lavabo und WC- Gedeckter Balkon- Eigenes Kellerabteil- Waschküche zur MitbenutzungDie Haustierhaltung ist in dieser Liegenschaft erlaubt.Ein Einstellhallenplatz kann für monatlich CHF 120.- dazu gemietet weAnbieter kontaktierenKontaktieren"
"1693993826-56","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2,5 Zimmer, 98 m², CHF 1600.—","Hofmannstr. 7, 8405 Winterthur, ZH","CHF 1600.—","«Grosszügige 2.5-Zimmer-Wohnung in Winterthur»","2,5 Zimmer, 98 m², CHF 1600.—Hofmannstr. 7, 8405 Winterthur, ZH«Grosszügige 2.5-Zimmer-Wohnung in Winterthur»- gepflegte Liegenschaft- im Grünen- Wohnbereich Parkett- Zimmer Textilbodenbelag- offene Küche mit Essbereich- Bad/WC- Einbauschrank- Galerie (27 m2)- Balkon- im 1.OG, kein Lift- Keller-/Estrichabteil- Haustierhaltung auf Anfrage Einstellplätze à Fr. 120.--/mtl. vorhanden(Die Bilder entsprechen dem Standard und können vom Original abweichen)Anbieter kontaktierenKontaktieren"
"1693993826-57","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","4,5 Zimmer, 107 m², CHF 2550.—","Gartenhof 16, 8408 Winterthur, ZH","CHF 2550.—","«4.5-Zimmer-Wohnung im Gartenhof Quartier»","4,5 Zimmer, 107 m², CHF 2550.—Gartenhof 16, 8408 Winterthur, ZH«4.5-Zimmer-Wohnung im Gartenhof Quartier»Diese 4.5-Zimmerwohnung im 4.Stock befindet sich in der Siedlung Gartenhof in Winterthur und bietet folgende Annehmlichkeiten. - Moderne Küche mit Glaskeramik und Geschirrspüler- Eigener Waschturm- Zwei Nasszellen- Balkon- Feinsteinzeugplatten in den Nasszellen und in der Küche- Matt versiegelten Eichenparkett in Wohn-, Schlafzimmer und Korridor- Kellerabteil- Einstellplatz kann für CHF 140.- / 190.- dazugemietet werden Bitte nehmen Sie zur Kenntnis, dass es sich um Musterfotos handelt. Die Überbauung Gartenhof bietet idealen Lebensraum für allAnbieter kontaktierenKontaktieren"
"1693993826-58","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","5,5 Zimmer, 143 m², CHF 2680.—","Am Eulachpark 45, 8404 Winterthur, ZH","CHF 2680.—","«Maisonettewohnung im Grünen»","5,5 Zimmer, 143 m², CHF 2680.—Am Eulachpark 45, 8404 Winterthur, ZH«Maisonettewohnung im Grünen»Ihre vier Wände zum Wohlfühlen- Lichtdurchflutete Räume- Vielfältige Einrichtungsmöglichkeiten- Bodenbeläge Parkett- Raumhohe Fenster- Zweifronten-Küche mit Glaskeramik und Geschirrspüler- Bad/WC mit Doppellavabo- Dusche/WC- Reduit mit Waschturm Waschmaschine und Tumbler- LiftBitte beachten Sie, dass wir bis Ende 2024 in der Liegenschaft die Fenster und Fassade erneuern. Die Liegenschaft befindet sich derzeit in einer Baustelle.Einstellplätze vorhanden CHF 145.00--> Die Bilder entsprechen dem StandardEine Liegenschaft mit LIVING SERVICESwww.livAnbieter kontaktierenKontaktieren"
"1693993826-59","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","2,5 Zimmer, 111 m², CHF 2515.—","Katharina Sulzer Platz 6, 8400 Winterthur, ZH","CHF 2515.—","«Modernes Wohnen garantiert! MIETEN OHNE KAUTION!»","2,5 Zimmer, 111 m², CHF 2515.—Katharina Sulzer Platz 6, 8400 Winterthur, ZH«Modernes Wohnen garantiert! MIETEN OHNE KAUTION!»Licht und Luft erfüllen Ihr neues Zuhause...- Hochmoderner Bau- origineller Grundriss- hohe Räume und grosse Fenster- alle Wohnräume Parkett- Küche/Bad Feinsteinzeugplatten- untere Etage mit Küche und Wohnbereich- obere Etage mit Galerie für Schlafen, Arbeiten etc.- grosse Küche mit GS, GK und Steamer- Bad mit eigenem Waschturm- elektrische Lamellenstoren- Parterre- Kellerabteil- im aufstrebenden Sulzer-Areal- öffentlicher Verkehr, Einkauf und Stadtzentrum zu Fuss erreichbar- Einstellplätze à Fr. 175.--/Mt. vorhandenFotos zeigen den Standard!=>Anbieter kontaktierenKontaktieren"
"1693993826-60","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","1 Zimmer, CHF 1000.—","Tösstalstrasse 16, 8400 Winterthur, ZH","CHF 1000.—","«Studio für Studenten/Praktikanten/Auszubildende in der Altstadt»","1 Zimmer, CHF 1000.—Tösstalstrasse 16, 8400 Winterthur, ZH«Studio für Studenten/Praktikanten/Auszubildende in der Altstadt»Unsere möblierten Studios inmitten der Altstadt Wintertur bieten optimale Voraussetzungen für lang- als auch kurzfristige Aufenthalte (mind. 6 Monate) nahe Ihres Ausbildungs- und/oder Arbeitsortes. Folgendes Studio ist per 1. September 2023 verfügbar: Studio Nr. 5 - ca. 17 m² für CHF 1'000.-Wir bevorzugen ordnungsbewusste junge Menschen, Studenten, Praktikanten und Auszubildende, welche nicht rauchen sowie keine Haustiere besitzen. Folgender Service ist im Mietzins inbegriffen:WLAN Zugriffwöchentliche Reinigung der allg. Räume (Küche, Bad, Eing"
"1693993826-61","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3,5 Zimmer, CHF 1840.—","Im Schützenbühl 3, 8405 Winterthur, ZH","CHF 1840.—","«Wohnen im Grünen und doch Stadtnah!»","3,5 Zimmer, CHF 1840.—Im Schützenbühl 3, 8405 Winterthur, ZH«Wohnen im Grünen und doch Stadtnah!»Sind Sie auf der Suche nach einer Wohnung zum wohlfühlen? Dann ist diese Wohnung genau das Richtige für Sie! Nachstehendes und vieles mehr bietet Ihnen die Wohnung im Schützenbühl:- Helle Küche mit Geschirrspüler- Geräumiges Badezimmer mit Badewanne und Fenster- Helle und grosszügige Räumlichkeiten- Gemütlicher Balkon zum verweilenDesweitern befinden sich diverse Einkaufmöglichkeiten in Gehnähe.Wir freuen uns auf Ihre Kontaktaufnahme, damit wir einen Besichtigungstermin vereinbaren können.Neu"
"1693993826-62","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=3","3 Zimmer, 62 m², CHF 1450.—","Bollstrasse 41, 8405 Winterthur, ZH","CHF 1450.—","«Wunderschöne Gartenwohnung an zentraler Lage»","3 Zimmer, 62 m², CHF 1450.—Bollstrasse 41, 8405 Winterthur, ZH«Wunderschöne Gartenwohnung an zentraler Lage»An einer von Grün umgebenen Liegenschaft an zentraler Lage vermieten wir per 1. November 2023 diese schöne 3-Zimmerwohnung. Highlight dieser Wohnung ist natürlich der eigene Gartensitzplatz.Die Wohnung bietet Ihnen zudem folgendes:- Praktische Einbauschränke im Eingangsbereich- Lichtdurchflutetes Wohnzimmer mit Parkettboden- Laminat in den Schlafzimmern- Heimelige Küche mit Platz für eine Essecke- Helles Bad/WC- Öffentlicher Verkehr, Schulen und Einkauf (Coop Supermarkt, SPAR Express) in wenigen Minuten zu Fuß erreichbarNeu"
