web-scrape,address_ra,datetime,rooms,area,luxurious,price_per_,lat,lon,UUID,DATUM_AEND,DATUM_ERST,ERSTELL_J,ERSTELL_M,REVISION_J,REVISION_M,GRUND_AEND,HERKUNFT,HERKUNFT_J,HERKUNFT_M,OBJEKTART,BEZIRKSNUM,SEE_FLAECH,REVISION_Q,NAME,KANTONSNUM,ICC,EINWOHNERZ,BFS_NUMMER,GEM_TEIL,GEM_FLAECH,SHN
1693998233-185,"Bernhofstrasse 52, 8134 Adliswil, ZH",2023/09/06 15:10:34.000,3.500000000000000,65.000000000000000,"0",25.379999999999999,47.304897308349609,8.521225929260254,{5D7E5812-120E-491A-BFCD-CCED809316F4},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",,2019_Aufbau,Adliswil,"1",CH,"18769","131","0",777.000000000000000,CH01060131
1693998233-186,"Segel, 6, 8825 Hütten, ZH",2023/09/06 15:10:34.000,2.500000000000000,55.000000000000000,"0",37.270000000000003,47.180667877197266,8.656099319458008,{E0D39F2B-7598-441C-B16B-F2642D8C370C},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Wädenswil,"1",CH,"24341","293","0",3564.000000000000000,CH01060293
1693998233-187,"Ländischstrasse 132, 8706 Meilen, ZH",2023/09/06 15:10:34.000,3.500000000000000,91.000000000000000,"0",27.469999999999999,47.274814605712891,8.627966880798340,{027A2F6F-A7FC-48BB-99F3-CA5CA4BCAA56},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Meilen,"1",CH,"14220","156","0",1194.000000000000000,CH01070156
1693998233-188,"Sonnenbergstrasse 3, 8603 Schwerzenbach, ZH",2023/09/06 15:10:34.000,4.500000000000000,122.000000000000000,"0",24.100000000000001,47.383800506591797,8.649947166442873,{0C1E2EC0-F9FB-45D7-B663-7954D10F12CC},2019/10/31,2008/11/24,"1998","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",0.000000000000000,2019_Aufbau,Schwerzenbach,"1",CH,"5115","197","0",262.000000000000000,CH01090197
1693998233-189,"Bahnhofstrasse 99i, 8620 Wetzikon ZH, ZH",2023/09/06 15:10:34.000,3.500000000000000,80.000000000000000,"0",28.500000000000000,47.324478149414062,8.797882080078127,{22A7EA7A-3691-485D-B52B-D9BB60394052},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"105",,2019_Aufbau,Wetzikon (ZH),"1",CH,"24809","121","0",1681.000000000000000,CH01050121
1693998233-191,"Am Holbrig 2, 8049 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,90.000000000000000,"0",19.440000000000001,47.405014038085938,8.495719909667971,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998233-192,"8942 Oberrieden, ZH",2023/09/06 15:10:34.000,4.500000000000000,121.000000000000000,"0",41.240000000000002,47.273353576660163,8.564094543457031,{88417701-B819-4BF0-A1FD-F5F7C478CD25},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Oberrieden,"1",CH,"5083","137","0",279.000000000000000,CH01060137
1693998236-193,"Wolframplatz 1, 8045 Zürich, ZH",2023/09/06 15:10:34.000,2.000000000000000,41.000000000000000,"0",95.849999999999994,47.362281799316406,8.522192955017090,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998236-195,"Äussere Vordergasse 11, 8353 Elgg, ZH",2023/09/06 15:10:34.000,3.500000000000000,112.000000000000000,"0",21.430000000000000,47.491104125976562,8.868546485900881,{0335BF06-31F7-4E35-B8F3-432A47825C85},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Elgg,"1",CH,"4903","294","0",2439.000000000000000,CH01100294
1693998236-196,"Sellenbüren 2, 8143 Stallikon, ZH",2023/09/06 15:10:34.000,4.500000000000000,98.000000000000000,"0",24.390000000000001,47.345226287841797,8.479542732238770,{1A12822B-762E-4F8C-A7D5-F932F5796DB9},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"101",,2019_Aufbau,Stallikon,"1",CH,"3680","13","0",1202.000000000000000,CH01010013
1693998236-197,"Utoquai 37, 8008 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,169.000000000000000,"0",53.250000000000000,47.363681793212891,8.546780586242676,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998236-198,"Vogtmühlestrasse 2, 8173 Neerach, ZH",2023/09/06 15:10:34.000,3.500000000000000,101.000000000000000,"0",23.960000000000001,47.510444641113281,8.469561576843262,{1DD9A9FB-AFA2-4350-A816-D467C60D6280},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"104",,2019_Aufbau,Neerach,"1",CH,"3178","88","0",604.000000000000000,CH01040088
1693998236-199,"Buechenstrasse 14, 8174 Stadel b. Niederglatt, ZH",2023/09/06 15:10:34.000,3.500000000000000,84.000000000000000,"0",23.989999999999998,47.531742095947266,8.465595245361328,{04646D5F-25C2-49B3-87F1-42A9E4A23313},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"104",,2019_Aufbau,Stadel,"1",CH,"2289","100","0",1289.000000000000000,CH01040100
1693998236-200,"Lindenstr. 17, 8302 Kloten, ZH",2023/09/06 15:10:34.000,1.500000000000000,59.000000000000000,"0",24.579999999999998,47.449344635009766,8.583712577819824,{A9D14998-C82E-4A7A-AF09-B6B5F2878813},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Kloten,"1",CH,"19679","62","0",1927.000000000000000,CH01030062
1693998236-201,"8400 Winterthur, ZH",2023/09/06 15:10:34.000,4.500000000000000,112.000000000000000,"0",30.000000000000000,47.498867034912109,8.722684860229492,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998236-202,"Fangletenstrasse 6, 8180 Bülach, ZH",2023/09/06 15:10:34.000,3.500000000000000,88.000000000000000,"0",27.180000000000000,47.527351379394531,8.538234710693359,{4087FB8A-B59F-4C71-94B7-96A6452D9516},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Bülach,"1",CH,"20447","53","0",1609.000000000000000,CH01030053
1693998236-203,"Poststrasse, 8610 Uster, ZH",2023/09/06 15:10:34.000,3.500000000000000,87.000000000000000,"0",28.160000000000000,47.349868774414062,8.718284606933594,{1BF2A8D3-5429-477C-8BA1-AAC0D53216F6},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",0.000000000000000,2019_Aufbau,Uster,"1",CH,"34722","198","0",2849.000000000000000,CH01090198
1693998236-204,"Badenerstrasse 123, 8004 Zürich, ZH",2023/09/06 15:10:34.000,4.000000000000000,98.000000000000000,"0",35.619999999999997,47.374156951904297,8.523697853088381,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998236-205,"Alte Landstrasse, 8702 Zollikon, ZH",2023/09/06 15:10:34.000,3.000000000000000,78.000000000000000,"0",35.899999999999999,47.345268249511719,8.569451332092285,{A527F438-1AAD-4047-9009-46D3164EE6E0},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Zollikon,"1",CH,"13012","161","0",785.000000000000000,CH01070161
1693998236-207,"Etzelstrasse 35, 8038 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,100.000000000000000,"1",91.500000000000000,47.346546173095703,8.530694961547852,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998236-208,"Rosengartenstrasse 55, 8037 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,65.000000000000000,"0",90.769999999999996,47.395889282226562,8.529163360595703,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998236-209,"Eidmattstrasse 38, 8032 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,70.000000000000000,"0",84.290000000000006,47.364974975585938,8.560164451599123,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998236-211,"zürichstrasse 157, 8910 Affoltern am Albis, ZH",2023/09/06 15:10:34.000,3.000000000000000,70.000000000000000,"0",24.859999999999999,47.283363342285163,8.453010559082031,{64391164-AD70-40D0-B5FB-C7C7745E4CAD},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"101",,2019_Aufbau,Affoltern am Albis,"1",CH,"12229","2","0",1059.000000000000000,CH01010002
1693998236-212,"Willikonerstrasse 52, 8618 Oetwil am See, ZH",2023/09/06 15:10:34.000,4.000000000000000,95.000000000000000,"0",19.680000000000000,47.266651153564453,8.727725028991699,{0A84A414-5498-4996-8B83-978821C67A09},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",,2019_Aufbau,Oetwil am See,"1",CH,"4817","157","0",611.000000000000000,CH01070157
1693998236-214,"Thesenacher 6, 8126 Zumikon, ZH",2023/09/06 15:10:34.000,4.500000000000000,94.000000000000000,"0",26.910000000000000,47.327442169189453,8.633702278137209,{670C6D73-30F9-471F-8AF7-81CF967900A0},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",,2019_Aufbau,Zumikon,"1",CH,"5284","160","0",548.000000000000000,CH01070160
1693998236-215,"8404 Winterthur, ZH",2023/09/06 15:10:34.000,4.000000000000000,92.000000000000000,"0",25.430000000000000,47.516529083251953,8.757117271423340,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998236-216,"Schöneggstr. 51, 8953 Dietikon, ZH",2023/09/06 15:10:34.000,3.500000000000000,73.000000000000000,"0",20.859999999999999,47.399875640869141,8.408111572265627,{BBB0262D-7930-4DF7-BF4C-CE1EC76DEECA},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"111",,2019_Aufbau,Dietikon,"1",CH,"27265","243","0",934.000000000000000,CH01110243
1693998240-217,"Glärnischstrasse 37, 8810 Horgen, ZH",2023/09/06 15:10:34.000,4.500000000000000,124.000000000000000,"0",28.230000000000000,47.256038665771491,8.606203079223635,{F221BE86-F247-4E4E-A6EE-409AA98F7D6E},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Horgen,"1",CH,"22665","295","0",3083.000000000000000,CH01060295
1693998240-218,"Hint. Grundstr. 26, 8320 Fehraltorf, ZH",2023/09/06 15:10:34.000,3.000000000000000,93.000000000000000,"0",15.760000000000000,47.386299133300781,8.758942604064941,{186D05C0-18A7-467C-81C7-63B10122AA0F},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"108",,2019_Aufbau,Fehraltorf,"1",CH,"6435","172","0",947.000000000000000,CH01080172
1693998240-219,"Hint. Grundstr. 22, 8320 Fehraltorf, ZH",2023/09/06 15:10:34.000,3.500000000000000,97.000000000000000,"0",14.430000000000000,47.386535644531250,8.758410453796388,{186D05C0-18A7-467C-81C7-63B10122AA0F},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"108",,2019_Aufbau,Fehraltorf,"1",CH,"6435","172","0",947.000000000000000,CH01080172
1693998240-220,"Rütibuckstrasse 6, 8248 Uhwiesen, ZH",2023/09/06 15:10:34.000,5.500000000000000,125.000000000000000,"0",23.600000000000001,47.675090789794922,8.631156921386721,{43EFB512-74F2-4D05-9352-A9FE00FF497B},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"102",,2019_Aufbau,Laufen-Uhwiesen,"1",CH,"1709","34","0",628.000000000000000,CH01020034
1693998240-221,"Seerenstrasse 14, 8187 Weiach, ZH",2023/09/06 15:10:34.000,1.500000000000000,46.000000000000000,"0",30.870000000000001,47.562713623046875,8.427143096923828,{AB42F7BF-E48B-4572-8673-C3AD234B3FEB},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"104",,2019_Aufbau,Weiach,"1",CH,"1810","102","0",958.000000000000000,CH01040102
1693998240-222,"Burbelweg 2a, 8154 Oberglatt ZH, ZH",2023/09/06 15:10:34.000,2.500000000000000,140.000000000000000,"0",19.390000000000001,47.480869293212891,8.508453369140627,{42F2C7E8-05B7-4723-978A-E7E88C6E6EAA},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"104",,2019_Aufbau,Oberglatt,"1",CH,"7108","92","0",825.000000000000000,CH01040092
1693998240-224,"Eichwisstrasse, 8634 Hombrechtikon, ZH",2023/09/06 15:10:34.000,3.500000000000000,84.000000000000000,"0",27.140000000000001,47.253662109375000,8.780940055847168,{2A2869CD-9034-4300-943F-23364EB8330B},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Hombrechtikon,"1",CH,"8757","153","0",1218.000000000000000,CH01070153
1693998240-225,"Untere Bühlenstrasse 9, 8708 Männedorf, ZH",2023/09/06 15:10:34.000,3.500000000000000,148.000000000000000,"0",26.149999999999999,47.259414672851562,8.686032295227053,{F2F35879-A022-4ACA-B72D-5FB2800061A6},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Männedorf,"1",CH,"11243","155","0",477.000000000000000,CH01070155
1693998240-228,"St. Urbangasse 8, 8001 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,81.000000000000000,"0",48.060000000000002,47.367164611816406,8.546512603759766,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998240-229,"Hagenholzstrasse 59, 8050 Zürich, ZH",2023/09/06 15:10:34.000,1.500000000000000,24.000000000000000,"0",81.670000000000002,47.414657592773438,8.555407524108888,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998240-231,"Susenbergstrasse 142, 8044 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,78.000000000000000,"0",38.079999999999998,47.384761810302734,8.559498786926270,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998240-235,"Bahnhofstrasse 19, 8803 Rüschlikon, ZH",2023/09/06 15:10:34.000,4.500000000000000,144.000000000000000,"0",46.250000000000000,47.312465667724609,8.554110527038574,{B61A5E20-D464-4E7C-80A2-99A84D146B4F},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"106",0.000000000000000,2019_Aufbau,Rüschlikon,"1",CH,"6035","139","0",293.000000000000000,CH01060139
1693998240-236,"Weststrasse 50, 8620 Wetzikon ZH, ZH",2023/09/06 15:10:34.000,3.500000000000000,89.000000000000000,"0",26.420000000000002,47.327751159667969,8.794655799865724,{22A7EA7A-3691-485D-B52B-D9BB60394052},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"105",,2019_Aufbau,Wetzikon (ZH),"1",CH,"24809","121","0",1681.000000000000000,CH01050121
1693998243-242,"Zürichstrasse 87, 8600 Dübendorf, ZH",2023/09/06 15:10:34.000,3.500000000000000,79.000000000000000,"0",28.480000000000000,47.394908905029297,8.606677055358888,{2AFC32EB-B1B8-4BC2-8549-D623F21A0F4D},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",,2019_Aufbau,Dübendorf,"1",CH,"28678","191","0",1362.000000000000000,CH01090191
1693998243-243,"8154 Oberglatt ZH, ZH",2023/09/06 15:10:34.000,6.000000000000000,150.000000000000000,"0",32.000000000000000,47.480068206787109,8.524243354797363,{42F2C7E8-05B7-4723-978A-E7E88C6E6EAA},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"104",,2019_Aufbau,Oberglatt,"1",CH,"7108","92","0",825.000000000000000,CH01040092
1693998243-244,"8180 Bülach, ZH",2023/09/06 15:10:34.000,4.500000000000000,140.000000000000000,"0",19.640000000000001,47.520030975341797,8.566342353820803,{4087FB8A-B59F-4C71-94B7-96A6452D9516},2019/10/31,2008/11/24,"2001","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"103",,2019_Aufbau,Bülach,"1",CH,"20447","53","0",1609.000000000000000,CH01030053
1693998243-245,"Zelgliweg 5, 8311 Brütten, ZH",2023/09/06 15:10:34.000,5.500000000000000,270.000000000000000,"0",17.039999999999999,47.470985412597656,8.672099113464355,{CCC23919-B584-4088-B743-A1F451BEC040},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Brütten,"1",CH,"2010","213","0",660.000000000000000,CH01100213
1693998243-246,"Albisstrasse 9, 8038 Zürich, ZH",2023/09/06 15:10:34.000,1.000000000000000,15.000000000000000,"0",66.329999999999998,47.344558715820312,8.533279418945312,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998243-247,"Haldenstrasse, 8045 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,50.000000000000000,"0",54.399999999999999,47.363021850585938,8.518438339233398,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998243-248,"Hirschweg 33, 8405 Winterthur, ZH",2023/09/06 15:10:34.000,4.500000000000000,107.000000000000000,"0",27.359999999999999,47.481296539306641,8.770056724548340,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998243-249,"Badenerstrasse 841, 8048 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,96.000000000000000,"0",33.850000000000001,47.393379211425781,8.472841262817385,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998243-251,"Euelstrasse  56, 8408 Winterthur, ZH",2023/09/06 15:10:34.000,5.500000000000000,170.000000000000000,"0",22.940000000000001,47.510799407958984,8.680351257324221,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998243-252,"Erlenweg 7, 8700 Küsnacht ZH, ZH",2023/09/06 15:10:34.000,4.000000000000000,89.000000000000000,"0",33.430000000000000,47.310211181640625,8.588823318481445,{96C6C689-8B84-4463-94F7-E8A004D67D2E},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Küsnacht (ZH),"1",CH,"14397","154","0",1236.000000000000000,CH01070154
1693998243-253,"Lindenbachstrasse 52, 8006 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,65.000000000000000,"0",46.619999999999997,47.389678955078125,8.536903381347656,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998243-256,"Hammerweg 1, 8404 Winterthur, ZH",2023/09/06 15:10:34.000,3.000000000000000,77.000000000000000,"0",25.030000000000001,47.504638671875000,8.749406814575195,{EBBF5595-6BFC-4B52-95B2-A05F0B3B01D8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Winterthur,"1",CH,"111851","230","0",6807.000000000000000,CH01100230
1693998243-257,"Schlossbachstrasse 24, 8620 Wetzikon ZH, ZH",2023/09/06 15:10:34.000,5.500000000000000,114.000000000000000,"0",21.670000000000002,47.322162628173835,8.798130035400392,{22A7EA7A-3691-485D-B52B-D9BB60394052},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"105",,2019_Aufbau,Wetzikon (ZH),"1",CH,"24809","121","0",1681.000000000000000,CH01050121
1693998243-258,"Limmatstrasse 260, 8005 Zürich, ZH",2023/09/06 15:10:34.000,3.500000000000000,146.000000000000000,"0",38.009999999999998,47.389133453369141,8.525841712951660,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998243-259,"Kanzleistrasse 15, 8418 Schlatt ZH, ZH",2023/09/06 15:10:34.000,4.500000000000000,122.000000000000000,"0",25.410000000000000,47.464199066162109,8.845925331115724,{F6AE59F0-5AC8-4DBD-923F-D16A8BCACEDA},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"110",,2019_Aufbau,Schlatt (ZH),"1",CH,"769","226","0",897.000000000000000,CH01100226
1693998243-262,"Bühlstrasse 5, 8125 Zollikerberg, ZH",2023/09/06 15:10:34.000,5.500000000000000,137.000000000000000,"0",32.219999999999999,47.347423553466797,8.605626106262209,{A527F438-1AAD-4047-9009-46D3164EE6E0},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"107",0.000000000000000,2019_Aufbau,Zollikon,"1",CH,"13012","161","0",785.000000000000000,CH01070161
1693998243-263,"Bahnhofstr. 57, 8902 Urdorf, ZH",2023/09/06 15:10:34.000,3.500000000000000,74.000000000000000,"0",25.680000000000000,47.385955810546875,8.427886009216310,{8894E61A-38BA-41F7-A926-7CC4C292FE45},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"111",,2019_Aufbau,Urdorf,"1",CH,"9848","250","0",758.000000000000000,CH01110250
1693998247-265,"8053 Zürich, ZH",2023/09/06 15:10:34.000,4.500000000000000,174.000000000000000,"0",45.399999999999999,47.358615875244141,8.578998565673828,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998247-266,"Heidwiesen 19, 8051 Zürich, ZH",2023/09/06 15:10:34.000,4.500000000000000,100.000000000000000,"0",35.000000000000000,47.407493591308594,8.575970649719238,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998247-267,"8002 Zürich, ZH",2023/09/06 15:10:34.000,2.500000000000000,89.000000000000000,"0",43.820000000000000,47.361061096191406,8.532576560974123,{DA52EAD1-6419-40A6-93A3-C4C85B2757E8},2019/10/31,2008/11/24,"2000","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"112",395.000000000000000,2019_Aufbau,Zürich,"1",CH,"415367","261","0",9188.000000000000000,CH01120261
1693998247-269,"Huebwisstrasse 12, 8117 Fällanden, ZH",2023/09/06 15:10:34.000,3.500000000000000,88.000000000000000,"0",32.390000000000001,47.376415252685547,8.640762329101562,{66B1155D-6C2E-443E-A26B-E316A5E62287},2019/10/31,2008/11/24,"1997","1","2020","1",Verbessert,swisstopo,"2019","6",Gemeindegebiet,"109",0.000000000000000,2019_Aufbau,Fällanden,"1",CH,"8672","193","0",638.000000000000000,CH01090193
